Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,7.4e-05,15.716979,[15 22] ; [63 18],[24.45762712 12.54237288] ; [53.54237288 27.45762712],1
b2,1,0.055464,3.668082,[ 7 11] ; [ 7 36],[ 4.13114754 13.86885246] ; [ 9.86885246 33.13114754],0
a7,1,0.084254,2.98086,[14 23] ; [44 36],[18.34188034 18.65811966] ; [39.65811966 40.34188034],0
r2,1,0.086728,2.934076,[27  9] ; [71 10],[30.15384615  5.84615385] ; [67.84615385 13.15384615],0
s4,1,0.101497,2.681859,[ 4 33] ; [19 61],[ 7.27350427 29.72649573] ; [15.72649573 64.27350427],0
n2,1,0.138632,2.193077,[14  8] ; [23  5],[16.28  5.72] ; [20.72  7.28],0
a2,1,0.239095,1.385919,[ 4 33] ; [ 4 77],[ 2.50847458 34.49152542] ; [ 5.49152542 75.50847458],0
n4,1,0.259967,1.268931,[21 16] ; [54 26],[23.71794872 13.28205128] ; [51.28205128 28.71794872],0
b4,1,0.264112,1.247074,[16 21] ; [44 37],[18.81355932 18.18644068] ; [41.18644068 39.81355932],0
p6,1,0.268736,1.223189,[ 5 31] ; [18 61],[ 7.2 28.8] ; [15.8 63.2],0
b5,1,0.273279,1.200214,[17 20] ; [46 35],[19.75423729 17.24576271] ; [43.24576271 37.75423729],0
v3,1,0.337373,0.920387,[ 6 29] ; [20 59],[ 7.98245614 27.01754386] ; [18.01754386 60.98245614],0
n5,1,0.378925,0.774185,[24 13] ; [59 22],[26.02542373 10.97457627] ; [56.97457627 24.02542373],0
p4,1,0.391009,0.735802,[ 9 28] ; [26 55],[10.97457627 26.02542373] ; [24.02542373 56.97457627],0
p8,1,0.398255,0.71359,[10 25] ; [29 50],[11.97368421 23.02631579] ; [27.02631579 51.97368421],0
u2,1,0.399226,0.710656,[ 9 10] ; [17 30],[ 7.48484848 11.51515152] ; [18.51515152 28.48484848],0
s1,1,0.423492,0.640606,[ 4 33] ; [ 5 72],[ 2.92105263 34.07894737] ; [ 6.07894737 70.92105263],0
a3,1,0.452387,0.564663,[18 18] ; [34 46],[16.13793103 19.86206897] ; [35.86206897 44.13793103],0
v2,1,0.50282,0.44898,[ 9 24] ; [26 51],[10.5 22.5] ; [24.5 52.5],0
a4,1,0.50838,0.437401,[ 9 28] ; [15 64],[ 7.65517241 29.34482759] ; [16.34482759 62.65517241],0
n1,1,0.559669,0.340278,[10 11] ; [11 17],[ 9. 12.] ; [12. 16.],0
d3,1,0.580809,0.304929,[ 9 27] ; [24 56],[10.24137931 25.75862069] ; [22.75862069 57.24137931],0
p5,1,0.604117,0.268831,[ 1 34] ; [ 4 76],[ 1.52173913 33.47826087] ; [ 3.47826087 76.52173913],0
n3,1,0.614295,0.253968,[15  6] ; [21  6],[15.75  5.25] ; [20.25  6.75],0
a8,1,0.685379,0.164134,[ 4 32] ; [10 62],[ 4.66666667 31.33333333] ; [ 9.33333333 62.66666667],0
v1,1,0.690879,0.158136,[13 23] ; [32 48],[13.96551724 22.03448276] ; [31.03448276 48.96551724],0
u3,1,0.774402,0.082152,[ 8 11] ; [18 29],[ 7.48484848 11.51515152] ; [18.51515152 28.48484848],0
d5,1,0.841663,0.039907,[15 22] ; [34 46],[15.4957265 21.5042735] ; [33.5042735 46.4957265],0
p1,1,0.893068,0.018069,[ 4 33] ; [ 8 72],[ 3.79487179 33.20512821] ; [ 8.20512821 71.79487179],0
d1,1,0.94039,0.005592,[ 1 36] ; [ 2 79],[ 0.94067797 36.05932203] ; [ 2.05932203 78.94067797],0
a6,1,0.941011,0.005476,[19 18] ; [41 40],[18.81355932 18.18644068] ; [41.18644068 39.81355932],0
p7,1,0.965976,0.00182,[16 20] ; [35 43],[16.10526316 19.89473684] ; [34.89473684 43.10526316],0
a5,1,0.978458,0.000729,[17 20] ; [37 44],[16.93220339 20.06779661] ; [37.06779661 43.93220339],0
