Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,54.452684,[ 95 172] ; [100  34],[129.83790524 137.16209476] ; [65.16209476 68.83790524],1
b2,1,0.338527,0.916,[ 53 107] ; [33 51],[ 56.39344262 103.60655738] ; [29.60655738 54.39344262],0
b3,1,0.338527,0.916,[ 53 107] ; [33 51],[ 56.39344262 103.60655738] ; [29.60655738 54.39344262],0
p10,1,0.347051,0.884212,[185  90] ; [97 38],[189.14634146  85.85365854] ; [92.85365854 42.14634146],0
u4,1,0.370233,0.802884,[  3 276] ; [  3 134],[  4.02403846 274.97596154] ; [  1.97596154 135.02403846],0
p11,1,0.417722,0.656716,[195  84] ; [101  36],[198.51923077  80.48076923] ; [97.48076923 39.51923077],0
a6,1,0.418584,0.654289,[174 105] ; [91 46],[177.72836538 101.27163462] ; [87.27163462 49.72836538],0
u3,1,0.418668,0.65405,[50 58] ; [21 18],[52.16326531 55.83673469] ; [18.83673469 20.16326531],0
b5,1,0.520555,0.412793,[166 113] ; [86 51],[169.00961538 109.99038462] ; [82.99038462 54.00961538],0
p2,1,0.576594,0.311773,[208  70] ; [99 38],[205.65301205  72.34698795] ; [101.34698795  35.65301205],0
s1,1,0.685739,0.163737,[ 10 264] ; [  6 128],[ 10.74509804 263.25490196] ; [  5.25490196 128.74509804],0
p7,1,0.711547,0.136736,[132 140] ; [61 70],[130.2630273 141.7369727] ; [62.7369727 68.2630273],0
a8,1,0.735805,0.113848,[ 42 221] ; [ 18 105],[ 40.88082902 222.11917098] ; [ 19.11917098 103.88082902],0
n3,1,0.806761,0.059833,[61 35] ; [25 13],[61.6119403 34.3880597] ; [24.3880597 13.6119403],0
n2,1,0.849429,0.036042,[68 30] ; [27 11],[68.45588235 29.54411765] ; [26.54411765 11.45588235],0
