Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,165.903818,[314   5] ; [40 46],[278.82962963  40.17037037] ; [75.17037037 10.82962963],1
a5,1,0.001892,9.651504,[220  99] ; [45 43],[207.7027027 111.2972973] ; [57.2972973 30.7027027],0
v1,1,0.002562,9.09543,[156 158] ; [27 59],[143.655 170.345] ; [39.345 46.655],0
v3,1,0.002649,9.0346,[113 195] ; [17 70],[101.36708861 206.63291139] ; [28.63291139 58.36708861],0
s8,1,0.003365,8.598065,[ 74 244] ; [ 8 80],[ 64.22660099 253.77339901] ; [17.77339901 70.22660099],0
s1,1,0.007209,7.220259,[  5 310] ; [ 6 81],[  8.61940299 306.38059701] ; [ 2.38059701 84.61940299],0
p6,1,0.011489,6.388138,[ 87 227] ; [12 72],[ 78.10552764 235.89447236] ; [20.89447236 63.10552764],0
n4,1,0.017266,5.669106,[232  86] ; [52 35],[222.99259259  95.00740741] ; [61.00740741 25.99259259],0
n3,1,0.042119,4.130435,[51 18] ; [25 20],[46. 23.] ; [30. 15.],0
b5,1,0.042866,4.100678,[208 111] ; [47 41],[199.86486486 119.13513514] ; [55.13513514 32.86486486],0
n2,1,0.062021,3.482502,[50 21] ; [24 21],[45.29310345 25.70689655] ; [28.70689655 16.29310345],0
a3,1,0.064669,3.413402,[209 108] ; [48 39],[201.65594059 115.34405941] ; [55.34405941 31.65594059],0
s3,1,0.096386,2.764339,[ 82 232] ; [15 71],[ 76.145 237.855] ; [20.855 65.145],0
s4,1,0.11652,2.463479,[ 23 294] ; [11 77],[ 26.61234568 290.38765432] ; [ 7.38765432 80.61234568],0
u2,1,0.146727,2.105952,[60 50] ; [16 23],[56.10738255 53.89261745] ; [19.89261745 19.10738255],0
a4,1,0.209538,1.574616,[125 191] ; [28 59],[119.97022333 196.02977667] ; [33.02977667 53.97022333],0
a8,1,0.228896,1.447711,[ 30 255] ; [ 5 77],[ 27.17983651 257.82016349] ; [ 7.82016349 74.17983651],0
a2,1,0.235016,1.41024,[ 61 258] ; [12 76],[ 57.21621622 261.78378378] ; [15.78378378 72.21621622],0
b3,1,0.244152,1.356461,[ 61 127] ; [21 30],[ 64.50209205 123.49790795] ; [17.49790795 33.50209205],0
b2,1,0.244152,1.356461,[ 61 127] ; [21 30],[ 64.50209205 123.49790795] ; [17.49790795 33.50209205],0
p5,1,0.266619,1.23406,[ 16 303] ; [ 7 79],[ 18.11604938 300.88395062] ; [ 4.88395062 81.11604938],0
s7,1,0.268122,1.226327,[ 77 226] ; [16 66],[ 73.19220779 229.80779221] ; [19.80779221 62.19220779],0
n1,1,0.319596,0.9906,[22 49] ; [18 27],[24.48275862 46.51724138] ; [15.51724138 29.48275862],0
u1,1,0.368181,0.809794,[ 36 283] ; [ 7 81],[ 33.7027027 285.2972973] ; [ 9.2972973 78.7027027],0
n5,1,0.406999,0.68755,[217  99] ; [55 31],[213.81094527 102.18905473] ; [58.18905473 27.81094527],0
d2,1,0.416062,0.661413,[129 190] ; [31 56],[125.71428571 193.28571429] ; [34.28571429 52.71428571],0
p1,1,0.432455,0.616222,[ 18 299] ; [ 7 81],[ 19.56790123 297.43209877] ; [ 5.43209877 82.56790123],0
b4,1,0.732114,0.117179,[182 137] ; [52 36],[183.40540541 135.59459459] ; [50.59459459 37.40540541],0
p12,1,0.757057,0.095696,[  9 307] ; [ 3 83],[  9.43283582 306.56716418] ; [ 2.56716418 83.43283582],0
