Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,6.4e-05,15.987578,[49  7] ; [80 59],[37.04615385 18.95384615] ; [91.95384615 47.04615385],1
p9,1,0.145455,2.119276,[51  7] ; [110  29],[47.40101523 10.59898477] ; [113.59898477  25.40101523],0
v4,1,0.151131,2.060796,[56  2] ; [125  13],[53.56122449  4.43877551] ; [127.43877551  10.56122449],0
r3,1,0.154421,2.028031,[56  2] ; [126  13],[53.58375635  4.41624365] ; [128.41624365  10.58375635],0
r1,1,0.161971,1.955727,[45 12] ; [96 43],[41.00510204 15.99489796] ; [99.99489796 39.00510204],0
d4,1,0.173343,1.853793,[37 21] ; [74 65],[32.68020305 25.31979695] ; [78.31979695 60.68020305],0
p7,1,0.217848,1.518494,[46 11] ; [99 38],[42.60309278 14.39690722] ; [102.39690722  34.60309278],0
u2,1,0.240096,1.380031,[15  8] ; [30 29],[12.62195122 10.37804878] ; [32.37804878 26.62195122],0
p10,1,0.24937,1.32683,[49  8] ; [108  29],[46.12886598 10.87113402] ; [110.87113402  26.12886598],0
p3,1,0.258312,1.277779,[40 18] ; [84 55],[36.50761421 21.49238579] ; [87.49238579 51.50761421],0
v2,1,0.321237,0.983902,[32 26] ; [63 70],[28.84816754 29.15183246] ; [66.15183246 66.84816754],0
d3,1,0.331041,0.944819,[29 29] ; [59 80],[25.90862944 32.09137056] ; [62.09137056 76.90862944],0
d5,1,0.343357,0.897858,[38 20] ; [81 58],[35.03553299 22.96446701] ; [83.96446701 55.03553299],0
d2,1,0.36122,0.833646,[ 7 51] ; [ 24 115],[ 9.12690355 48.87309645] ; [ 21.87309645 117.12690355],0
n6,1,0.394302,0.725634,[50  8] ; [112  26],[47.93877551 10.06122449] ; [114.06122449  23.93877551],0
u3,1,0.417195,0.658203,[14  9] ; [29 28],[12.3625 10.6375] ; [30.6375 26.3625],0
n2,1,0.513118,0.427704,[12  3] ; [22  9],[11.08695652  3.91304348] ; [22.91304348  8.08695652],0
u4,1,0.521421,0.411082,[ 1 57] ; [  1 138],[ 0.58883249 57.41116751] ; [  1.41116751 137.58883249],0
n5,1,0.534832,0.385203,[46 12] ; [103  34],[44.31794872 13.68205128] ; [104.68205128  32.31794872],0
p1,1,0.57605,0.312664,[ 7 51] ; [ 13 125],[ 5.91836735 52.08163265] ; [ 14.08163265 123.91836735],0
p8,1,0.580184,0.305937,[37 21] ; [81 55],[35.27835052 22.72164948] ; [82.72164948 53.27835052],0
u1,1,0.599793,0.275308,[ 2 56] ; [  3 136],[ 1.47208122 56.52791878] ; [  3.52791878 135.47208122],0
a3,1,0.649264,0.20683,[35 23] ; [79 60],[33.56345178 24.43654822] ; [80.43654822 58.56345178],0
b1,1,0.677423,0.173041,[24 34] ; [62 77],[25.31979695 32.68020305] ; [60.68020305 78.31979695],0
a8,1,0.736118,0.113568,[ 8 47] ; [ 16 110],[ 7.29281768 47.70718232] ; [ 16.70718232 109.29281768],0
p11,1,0.758702,0.094363,[45 13] ; [105  34],[44.16243655 13.83756345] ; [105.83756345  33.16243655],0
a4,1,0.765041,0.089322,[16 42] ; [41 97],[16.86734694 41.13265306] ; [40.13265306 97.86734694],0
v1,1,0.76599,0.08858,[28 29] ; [70 66],[28.94300518 28.05699482] ; [69.05699482 66.94300518],0
n1,1,0.832988,0.044466,[7 8] ; [15 15],[7.33333333 7.66666667] ; [14.66666667 15.33333333],0
r2,1,0.838156,0.041719,[51  7] ; [119  18],[50.56410256  7.43589744] ; [119.43589744  17.56410256],0
a5,1,0.841088,0.040201,[35 23] ; [86 53],[35.62436548 22.37563452] ; [85.37563452 53.62436548],0
a7,1,0.876487,0.024157,[38 20] ; [92 46],[38.46938776 19.53061224] ; [91.53061224 46.46938776],0
a6,1,0.903987,0.014551,[36 22] ; [85 54],[35.62436548 22.37563452] ; [85.37563452 53.62436548],0
b2,1,0.931474,0.007394,[ 9 17] ; [30 59],[ 8.8173913 17.1826087] ; [30.1826087 58.8173913],0
b3,1,0.931474,0.007394,[ 9 17] ; [30 59],[ 8.8173913 17.1826087] ; [30.1826087 58.8173913],0
a2,1,0.940915,0.005494,[ 4 54] ; [ 10 129],[ 4.12182741 53.87817259] ; [  9.87817259 129.12182741],0
s1,1,0.986024,0.000307,[ 2 54] ; [  5 133],[ 2.02061856 53.97938144] ; [  4.97938144 133.02061856],0
