Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,6.4e-05,15.985795,[138  26] ; [30 22],[127.55555556  36.44444444] ; [40.44444444 11.55555556],1
s8,1,0.649694,0.206286,[ 56 111] ; [21 36],[ 57.40625 109.59375] ; [19.59375 37.40625],0
r2,1,0.685802,0.163668,[159   8] ; [55  2],[159.54464286   7.45535714] ; [54.45535714  2.54464286],0
n1,1,0.702655,0.145725,[15 17] ; [ 7 10],[14.36734694 17.63265306] ; [7.63265306 9.36734694],0
p4,1,0.7321,0.117192,[82 82] ; [27 30],[80.88687783 83.11312217] ; [28.11312217 28.88687783],0
b4,1,0.774982,0.081718,[96 71] ; [34 23],[96.91964286 70.08035714] ; [33.08035714 23.91964286],0
a1,1,0.777344,0.079965,[  4 163] ; [ 1 56],[  3.72767857 163.27232143] ; [ 1.27232143 55.72767857],0
d3,1,0.778465,0.079141,[99 68] ; [32 24],[98.10313901 68.89686099] ; [32.89686099 23.10313901],0
r1,1,0.808095,0.058993,[125  41] ; [42 15],[124.31390135  41.68609865] ; [42.68609865 14.31390135],0
s6,1,0.824705,0.049061,[101  62] ; [35 20],[101.68807339  61.31192661] ; [34.31192661 20.68807339],0
a7,1,0.842628,0.039415,[115  51] ; [38 18],[114.40540541  51.59459459] ; [38.59459459 17.40540541],0
d4,1,0.885412,0.020768,[118  49] ; [39 17],[117.57399103  49.42600897] ; [39.42600897 16.57399103],0
s5,1,0.892255,0.018347,[ 40 120] ; [14 40],[ 40.37383178 119.62616822] ; [13.62616822 40.37383178],0
n3,1,0.894893,0.017454,[25  7] ; [13  4],[24.81632653  7.18367347] ; [13.18367347  3.81632653],0
p3,1,0.937253,0.006197,[ 66 100] ; [23 34],[66.25112108 99.74887892] ; [22.74887892 34.25112108],0
u2,1,0.997292,1.2e-05,[46 35] ; [21 16],[45.99152542 35.00847458] ; [21.00847458 15.99152542],0
