Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2.6e-05,17.709614,[118  16] ; [20 15],[109.42011834  24.57988166] ; [28.57988166  6.42011834],1
b3,1,0.393685,0.72753,[27 50] ; [ 5 15],[25.40206186 51.59793814] ; [ 6.59793814 13.40206186],0
s8,1,0.407533,0.685987,[71 65] ; [16 20],[68.79069767 67.20930233] ; [18.20930233 17.79069767],0
p12,1,0.467558,0.527741,[  7 129] ; [ 3 33],[  7.90697674 128.09302326] ; [ 2.09302326 33.90697674],0
a3,1,0.498052,0.459084,[84 52] ; [20 16],[82.23255814 53.76744186] ; [21.76744186 14.23255814],0
s5,1,0.510034,0.433998,[59 72] ; [14 22],[57.26347305 73.73652695] ; [15.73652695 20.26347305],0
v1,1,0.581199,0.304301,[67 66] ; [20 16],[68.46745562 64.53254438] ; [18.53254438 17.46745562],0
r3,1,0.608848,0.261855,[126   8] ; [33  3],[125.32941176   8.67058824] ; [33.67058824  2.32941176],0
u2,1,0.613518,0.255084,[24 25] ; [9 7],[24.87692308 24.12307692] ; [8.12307692 7.87692308],0
s4,1,0.630277,0.231685,[ 32 102] ; [10 26],[ 33.10588235 100.89411765] ; [ 8.89411765 27.10588235],0
v2,1,0.666273,0.185993,[62 69] ; [18 17],[63.13253012 67.86746988] ; [16.86746988 18.13253012],0
n2,1,0.704389,0.143946,[26  2] ; [8 1],[25.72972973  2.27027027] ; [8.27027027 0.72972973],0
r1,1,0.706966,0.141326,[97 38] ; [27  9],[97.89473684 37.10526316] ; [26.10526316  9.89473684],0
a4,1,0.730114,0.119007,[ 34 102] ; [ 8 28],[ 33.20930233 102.79069767] ; [ 8.79069767 27.20930233],0
a1,1,0.771986,0.083971,[  6 130] ; [ 2 34],[  6.3255814 129.6744186] ; [ 1.6744186 34.3255814],0
a8,1,0.775151,0.081592,[ 24 104] ; [ 6 30],[ 23.41463415 104.58536585] ; [ 6.58536585 29.41463415],0
n3,1,0.785704,0.073926,[20  8] ; [6 3],[19.67567568  8.32432432] ; [6.32432432 2.67567568],0
n1,1,0.786351,0.073469,[12 16] ; [3 5],[11.66666667 16.33333333] ; [3.33333333 4.66666667],0
u3,1,0.790592,0.070513,[30 20] ; [9 7],[29.54545455 20.45454545] ; [9.45454545 6.54545455],0
v3,1,0.797889,0.065577,[49 85] ; [14 22],[49.65882353 84.34117647] ; [13.34117647 22.65882353],0
s3,1,0.865183,0.028825,[115  21] ; [30  5],[115.32163743  20.67836257] ; [29.67836257  5.32163743],0
r4,1,0.918395,0.010497,[118  18] ; [31  5],[117.81395349  18.18604651] ; [31.18604651  4.81395349],0
s6,1,0.929907,0.007737,[108  25] ; [29  7],[107.81656805  25.18343195] ; [29.18343195  6.81656805],0
