Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,3.9e-05,16.91249,[33 41] ; [ 80 288],[18.91855204 55.08144796] ; [ 94.08144796 273.91855204],1
d1,1,0.521265,0.411389,[38 42] ; [196 185],[40.60737527 39.39262473] ; [193.39262473 187.60737527],0
r3,1,0.521307,0.411307,[70 10] ; [339  38],[71.59737418  8.40262582] ; [337.40262582  39.59737418],0
p7,1,0.54522,0.36595,[29 50] ; [151 223],[31.39072848 47.60927152] ; [148.60927152 225.39072848],0
r1,1,0.573504,0.316854,[55 25] ; [271 106],[57.0678337 22.9321663] ; [268.9321663 108.0678337],0
d4,1,0.590046,0.290272,[60 20] ; [294  84],[61.83406114 18.16593886] ; [292.16593886  85.83406114],0
d2,1,0.61834,0.248207,[35 45] ; [176 200],[37.01754386 42.98245614] ; [173.98245614 202.01754386],0
u1,1,0.71677,0.131609,[15 65] ; [ 65 316],[13.88286334 66.11713666] ; [ 66.11713666 314.88286334],0
a5,1,0.746602,0.104409,[54 26] ; [250 131],[52.75488069 27.24511931] ; [251.24511931 129.75488069],0
a4,1,0.756843,0.09587,[35 45] ; [173 206],[36.25272331 43.74727669] ; [171.74727669 207.25272331],0
s1,1,0.761285,0.092291,[ 4 75] ; [ 16 357],[ 3.49557522 75.50442478] ; [ 16.50442478 356.49557522],0
p4,1,0.775483,0.081345,[30 50] ; [149 231],[31.13043478 48.86956522] ; [147.86956522 232.13043478],0
n3,1,0.781763,0.076741,[23  9] ; [86 38],[22.35897436  9.64102564] ; [86.64102564 37.35897436],0
p3,1,0.799705,0.064378,[26 54] ; [118 262],[25.04347826 54.95652174] ; [118.95652174 261.04347826],0
a7,1,0.817964,0.052976,[54 25] ; [254 125],[53.12663755 25.87336245] ; [254.87336245 124.12663755],0
n6,1,0.82362,0.04968,[61 19] ; [283  94],[60.21881838 19.78118162] ; [283.78118162  93.21881838],0
n2,1,0.889177,0.019417,[22 10] ; [85 41],[21.67088608 10.32911392] ; [85.32911392 40.67088608],0
p10,1,0.918238,0.010538,[53 26] ; [250 126],[52.60879121 26.39120879] ; [250.39120879 125.60879121],0
b4,1,0.944509,0.004845,[48 32] ; [227 154],[47.72234273 32.27765727] ; [227.27765727 153.72234273],0
