Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,6.4e-05,15.976014,[20 36] ; [65 29],[31.73333333 24.26666667] ; [53.26666667 40.73333333],1
v2,1,0.065775,3.385423,[15 39] ; [40 53],[20.20408163 33.79591837] ; [34.79591837 58.20408163],0
b4,1,0.07247,3.226173,[28 28] ; [61 33],[33.22666667 22.77333333] ; [55.77333333 38.22666667],0
r2,1,0.1149,2.485499,[41 13] ; [81 13],[44.51351351  9.48648649] ; [77.48648649 16.51351351],0
n6,1,0.144989,2.124196,[30 26] ; [61 32],[34.20134228 21.79865772] ; [56.79865772 36.20134228],0
u3,1,0.160937,1.965402,[14 17] ; [23 14],[16.86764706 14.13235294] ; [20.13235294 16.86764706],0
p11,1,0.161941,1.956008,[22 34] ; [48 46],[26.13333333 29.86666667] ; [43.86666667 50.13333333],0
p10,1,0.193399,1.691533,[ 9 46] ; [24 70],[12.18120805 42.81879195] ; [20.81879195 73.18120805],0
p8,1,0.228558,1.449814,[14 42] ; [32 61],[17.2885906 38.7114094] ; [28.7114094 64.2885906],0
p6,1,0.252682,1.308412,[ 7 47] ; [19 74],[ 9.55102041 44.44897959] ; [16.44897959 76.55102041],0
n4,1,0.256468,1.287721,[33 23] ; [64 30],[36.21333333 19.78666667] ; [60.78666667 33.21333333],0
d2,1,0.305516,1.04996,[21 34] ; [44 50],[23.99328859 31.00671141] ; [41.00671141 52.99328859],0
s7,1,0.310953,1.026622,[10 41] ; [24 64],[12.47482014 38.52517986] ; [21.52517986 66.47482014],0
v1,1,0.354033,0.858948,[15 41] ; [32 62],[17.54666667 38.45333333] ; [29.45333333 64.54666667],0
n3,1,0.40037,0.707215,[10 11] ; [19 13],[11.49056604  9.50943396] ; [17.50943396 14.49056604],0
p1,1,0.463142,0.538291,[ 3 53] ; [ 8 85],[ 4.13422819 51.86577181] ; [ 6.86577181 86.13422819],0
a4,1,0.510471,0.433102,[15 39] ; [31 63],[16.78378378 37.21621622] ; [29.21621622 64.78378378],0
s1,1,0.541852,0.372117,[ 5 50] ; [ 6 88],[ 4.06040268 50.93959732] ; [ 6.93959732 87.06040268],0
n5,1,0.584332,0.299284,[29 27] ; [53 41],[30.61333333 25.38666667] ; [51.38666667 42.61333333],0
s4,1,0.590368,0.28977,[ 9 47] ; [12 81],[ 7.89261745 48.10738255] ; [13.10738255 79.89261745],0
b3,1,0.593643,0.284691,[10 25] ; [19 37],[11.15384615 23.84615385] ; [17.84615385 38.15384615],0
b2,1,0.593643,0.284691,[10 25] ; [19 37],[11.15384615 23.84615385] ; [17.84615385 38.15384615],0
a8,1,0.602741,0.270881,[ 3 49] ; [ 7 79],[ 3.76811594 48.23188406] ; [ 6.23188406 79.76811594],0
a1,1,0.619705,0.246282,[ 3 53] ; [ 7 87],[ 3.73333333 52.26666667] ; [ 6.26666667 87.73333333],0
n1,1,0.633729,0.227038,[ 6 16] ; [11 22],[ 6.8 15.2] ; [10.2 22.8],0
p3,1,0.635349,0.224876,[15 41] ; [28 64],[16.27027027 39.72972973] ; [26.72972973 65.27027027],0
v3,1,0.73508,0.114499,[14 39] ; [27 66],[14.88356164 38.11643836] ; [26.11643836 66.88356164],0
b1,1,0.835247,0.043254,[30 26] ; [52 42],[30.61333333 25.38666667] ; [51.38666667 42.61333333],0
p7,1,0.87142,0.026197,[25 30] ; [41 52],[24.52702703 30.47297297] ; [41.47297297 51.52702703],0
p5,1,0.877958,0.02358,[ 1 55] ; [ 2 91],[ 1.12751678 54.87248322] ; [ 1.87248322 91.12751678],0
u2,1,0.895247,0.017337,[15 16] ; [18 18],[15.26865672 15.73134328] ; [17.73134328 18.26865672],0
s8,1,0.895925,0.017111,[10 46] ; [16 78],[ 9.70666667 46.29333333] ; [16.29333333 77.70666667],0
s2,1,0.895967,0.017098,[16 39] ; [28 65],[16.35135135 38.64864865] ; [27.64864865 65.35135135],0
n2,1,0.944442,0.004856,[12 11] ; [17 15],[12.12727273 10.87272727] ; [16.87272727 15.12727273],0
s3,1,0.9794,0.000667,[22 33] ; [37 56],[21.92567568 33.07432432] ; [37.07432432 55.92567568],0
