Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,43.624924,[ 96 141] ; [102  32],[126.4851752 110.5148248] ; [71.5148248 62.4851752],1
p4,1,0.575392,0.313744,[125 116] ; [73 60],[127.58823529 113.41176471] ; [70.41176471 62.58823529],0
d3,1,0.594965,0.282658,[157  82] ; [93 43],[159.33333333  79.66666667] ; [90.66666667 45.33333333],0
n2,1,0.662897,0.190024,[48 25] ; [19  8],[48.91 24.09] ; [18.09  8.91],0
n1,1,0.684976,0.164578,[27 47] ; [ 8 17],[26.16161616 47.83838384] ; [ 8.83838384 16.16161616],0
a6,1,0.716928,0.131455,[164  77] ; [95 41],[165.56763926  75.43236074] ; [93.43236074 42.56763926],0
s6,1,0.745118,0.105679,[101 136] ; [59 74],[102.48648649 134.51351351] ; [57.51351351 75.48648649],0
b1,1,0.799387,0.064587,[ 90 151] ; [49 87],[ 88.85676393 152.14323607] ; [50.14323607 85.85676393],0
p8,1,0.871627,0.026112,[116 122] ; [65 66],[116.74254743 121.25745257] ; [64.25745257 66.74254743],0
p2,1,0.874173,0.025078,[184  56] ; [101  32],[183.37801609  56.62198391] ; [101.62198391  31.37801609],0
s1,1,0.920625,0.009929,[  5 235] ; [  3 131],[  5.13368984 234.86631016] ; [  2.86631016 131.13368984],0
u4,1,0.920935,0.009852,[  2 239] ; [  1 135],[  1.91777188 239.08222812] ; [  1.08222812 134.91777188],0
a5,1,0.924093,0.009078,[173  68] ; [97 39],[172.5994695  68.4005305] ; [97.4005305 38.5994695],0
b5,1,0.976079,0.000899,[151  90] ; [85 51],[150.86472149  90.13527851] ; [85.13527851 50.86472149],0
s5,1,0.989919,0.00016,[ 54 183] ; [ 30 102],[ 53.95121951 183.04878049] ; [ 30.04878049 101.95121951],0
d5,1,0.990739,0.000135,[194  46] ; [110  26],[194.04255319  45.95744681] ; [109.95744681  26.04255319],0
