Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000134,14.578532,[10 59] ; [9 6],[15.60714286 53.39285714] ; [ 3.39285714 11.60714286],1
r1,1,0.738531,0.111422,[20 49] ; [ 5 10],[20.53571429 48.46428571] ; [ 4.46428571 10.53571429],0
p11,1,0.742188,0.108213,[29 40] ; [7 8],[29.57142857 39.42857143] ; [6.42857143 8.57142857],0
v3,1,0.789072,0.071565,[16 53] ; [ 3 12],[15.60714286 53.39285714] ; [ 3.39285714 11.60714286],0
b4,1,0.831841,0.045089,[44 25] ; [10  5],[44.35714286 24.64285714] ; [9.64285714 5.35714286],0
a3,1,0.850948,0.03531,[39 29] ; [9 6],[39.3253012 28.6746988] ; [8.6746988 6.3253012],0
s7,1,0.870305,0.026658,[18 48] ; [3 9],[17.76923077 48.23076923] ; [3.23076923 8.76923077],0
s1,1,0.897352,0.016643,[ 4 65] ; [ 1 14],[ 4.10714286 64.89285714] ; [ 0.89285714 14.10714286],0
a2,1,0.907412,0.013527,[10 59] ; [ 2 13],[ 9.85714286 59.14285714] ; [ 2.14285714 12.85714286],0
u1,1,0.937022,0.006243,[ 5 64] ; [ 1 14],[ 4.92857143 64.07142857] ; [ 1.07142857 13.92857143],0
n2,1,0.959035,0.002638,[19 18] ; [2 2],[18.95121951 18.04878049] ; [2.04878049 1.95121951],0
s6,1,0.963085,0.002142,[18 51] ; [ 4 11],[18.07142857 50.92857143] ; [ 3.92857143 11.07142857],0
v2,1,1.0,0.0,[22 44] ; [ 5 10],[22. 44.] ; [ 5. 10.],0
