Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,81.321152,[ 55 114] ; [289 107],[102.89557522  66.10442478] ; [241.10442478 154.89557522],1
r2,1,0.100444,2.698472,[156  13] ; [378  17],[160.0106383   8.9893617] ; [373.9893617  21.0106383],0
d5,1,0.104158,2.640696,[135  35] ; [339  60],[141.6168717  28.3831283] ; [332.3831283  66.6168717],0
u1,1,0.140083,2.177049,[ 27 143] ; [ 85 315],[ 33.40350877 136.59649123] ; [ 78.59649123 321.40350877],0
d4,1,0.157133,2.001607,[133  36] ; [333  65],[138.89594356  30.10405644] ; [327.10405644  70.89594356],0
b3,1,0.16661,1.913187,[32 63] ; [105 146],[37.61560694 57.38439306] ; [ 99.38439306 151.61560694],0
b2,1,0.16661,1.913187,[32 63] ; [105 146],[37.61560694 57.38439306] ; [ 99.38439306 151.61560694],0
a8,1,0.198462,1.653658,[ 20 134] ; [ 63 296],[ 24.91617934 129.08382066] ; [ 58.08382066 300.91617934],0
a5,1,0.206964,1.592535,[122  48] ; [307  93],[127.94736842  42.05263158] ; [301.05263158  98.94736842],0
s4,1,0.257246,1.283518,[ 23 145] ; [ 69 324],[ 27.55080214 140.44919786] ; [ 64.44919786 328.55080214],0
u2,1,0.263312,1.25126,[26 28] ; [57 42],[29.29411765 24.70588235] ; [53.70588235 45.29411765],0
b1,1,0.280851,1.162965,[ 59 111] ; [158 242],[ 64.71929825 105.28070175] ; [152.28070175 247.71929825],0
n4,1,0.310949,1.02664,[149  21] ; [361  38],[152.37258348  17.62741652] ; [357.62741652  41.37258348],0
d1,1,0.321734,0.981883,[97 73] ; [246 154],[102.29824561  67.70175439] ; [240.70175439 159.29824561],0
s2,1,0.341367,0.90529,[84 81] ; [219 177],[89.11764706 75.88235294] ; [213.88235294 182.11764706],0
s3,1,0.342761,0.900078,[93 74] ; [237 158],[98.06049822 68.93950178] ; [231.93950178 163.06049822],0
n2,1,0.400367,0.707225,[34 12] ; [54 13],[35.82300885 10.17699115] ; [52.17699115 14.82300885],0
a6,1,0.440465,0.595071,[112  58] ; [276 123],[115.92267135  54.07732865] ; [272.07732865 126.92267135],0
u4,1,0.484378,0.48899,[  3 167] ; [ 11 388],[  4.1827768 165.8172232] ; [  9.8172232 389.1827768],0
n3,1,0.509497,0.435099,[31 15] ; [49 18],[32.56637168 13.43362832] ; [47.43362832 19.56637168],0
u3,1,0.52064,0.412626,[31 23] ; [52 48],[29.1038961 24.8961039] ; [53.8961039 46.1038961],0
p1,1,0.563125,0.334323,[ 14 156] ; [ 39 360],[ 15.83479789 154.16520211] ; [ 37.16520211 361.83479789],0
d2,1,0.619021,0.247247,[87 81] ; [198 202],[84.29577465 83.70422535] ; [200.70422535 199.29577465],0
n6,1,0.642328,0.215711,[153  16] ; [366  33],[154.42077465  14.57922535] ; [364.57922535  34.42077465],0
p12,1,0.69992,0.148555,[ 14 155] ; [ 37 361],[ 15.2010582 153.7989418] ; [ 35.7989418 362.2010582],0
a7,1,0.854564,0.033598,[119  50] ; [284 115],[119.90669014  49.09330986] ; [283.09330986 115.90669014],0
n1,1,0.890332,0.019012,[19 26] ; [27 39],[18.64864865 26.35135135] ; [27.35135135 38.64864865],0
a4,1,0.895504,0.017251,[78 92] ; [185 213],[78.71478873 91.28521127] ; [184.28521127 213.71478873],0
