Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,26.508147,[74 10] ; [14 19],[63.17948718 20.82051282] ; [24.82051282  8.17948718],1
r3,1,0.115921,2.471582,[79  7] ; [27  6],[76.60504202  9.39495798] ; [29.39495798  3.60504202],0
r2,1,0.126922,2.329754,[83  4] ; [28  4],[81.1512605  5.8487395] ; [29.8487395  2.1512605],0
a3,1,0.128232,2.313775,[60 28] ; [17 15],[56.46666667 31.53333333] ; [20.53333333 11.46666667],0
n6,1,0.128347,2.312386,[62 24] ; [19 14],[58.53781513 27.46218487] ; [22.46218487 10.53781513],0
n3,1,0.129239,2.30162,[26  7] ; [8 6],[23.87234043  9.12765957] ; [10.12765957  3.87234043],0
u2,1,0.153068,2.04141,[14 12] ; [ 5 11],[11.76190476 14.23809524] ; [7.23809524 8.76190476],0
p6,1,0.153505,2.037073,[31 56] ; [ 7 25],[27.78151261 59.21848739] ; [10.21848739 21.78151261],0
n1,1,0.258559,1.276458,[14 19] ; [9 6],[15.8125 17.1875] ; [7.1875 7.8125],0
u1,1,0.289839,1.12037,[18 70] ; [ 4 29],[16. 72.] ; [ 6. 27.],0
v3,1,0.378488,0.775608,[26 58] ; [ 7 24],[24.10434783 59.89565217] ; [ 8.89565217 22.10434783],0
a6,1,0.3848,0.755311,[55 32] ; [18 15],[52.925 34.075] ; [20.075 12.925],0
d4,1,0.390515,0.737338,[69 18] ; [23  9],[67.2605042 19.7394958] ; [24.7394958  7.2605042],0
n4,1,0.445569,0.5819,[56 30] ; [19 14],[54.20168067 31.79831933] ; [20.79831933 12.20168067],0
d1,1,0.524885,0.404285,[51 37] ; [17 16],[49.45454545 38.54545455] ; [18.54545455 14.45454545],0
p7,1,0.530369,0.393685,[44 42] ; [19 14],[45.52941176 40.47058824] ; [17.47058824 15.52941176],0
b5,1,0.540774,0.374106,[56 32] ; [19 14],[54.54545455 33.45454545] ; [20.45454545 12.54545455],0
p5,1,0.581989,0.30303,[ 8 80] ; [ 4 28],[ 8.8 79.2] ; [ 3.2 28.8],0
d2,1,0.591722,0.287664,[48 39] ; [20 13],[49.3 37.7] ; [18.7 14.3],0
p1,1,0.692293,0.156614,[13 74] ; [ 4 29],[12.325 74.675] ; [ 4.675 28.325],0
a1,1,0.732412,0.116908,[ 4 84] ; [ 2 31],[ 4.36363636 83.63636364] ; [ 1.63636364 31.36363636],0
a4,1,0.791936,0.069589,[37 51] ; [13 20],[36.36363636 51.63636364] ; [13.63636364 19.36363636],0
b1,1,0.85254,0.034551,[47 41] ; [17 16],[46.54545455 41.45454545] ; [17.45454545 15.54545455],0
n5,1,0.874172,0.025078,[54 33] ; [21 12],[54.375 32.625] ; [20.625 12.375],0
b3,1,0.898614,0.016234,[13 31] ; [ 5 11],[13.2 30.8] ; [ 4.8 11.2],0
b2,1,0.898614,0.016234,[13 31] ; [ 5 11],[13.2 30.8] ; [ 4.8 11.2],0
a5,1,0.907405,0.013529,[57 31] ; [21 12],[56.72727273 31.27272727] ; [21.27272727 11.72727273],0
p8,1,0.91506,0.011376,[29 58] ; [11 21],[29.24369748 57.75630252] ; [10.75630252 21.24369748],0
u3,1,0.926917,0.008413,[15 11] ; [9 7],[14.85714286 11.14285714] ; [9.14285714 6.85714286],0
a8,1,0.954019,0.003325,[12 67] ; [ 5 27],[12.0990991 66.9009009] ; [ 4.9009009 27.0990991],0
s1,1,0.971565,0.001271,[ 8 78] ; [ 3 30],[ 7.94957983 78.05042017] ; [ 3.05042017 29.94957983],0
p3,1,0.977663,0.000784,[36 52] ; [13 19],[35.93333333 52.06666667] ; [13.06666667 18.93333333],0
b4,1,1.0,0.0,[48 40] ; [18 15],[48. 40.] ; [18. 15.],0
