Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.002149,9.418118,[ 6 23] ; [46 40],[13.11304348 15.88695652] ; [38.88695652 47.11304348],0
v2,1,0.61525,0.2526,[11 16] ; [29 53],[ 9.90825688 17.09174312] ; [30.09174312 51.90825688],0
p11,1,0.639985,0.218761,[13 17] ; [42 45],[14.1025641 15.8974359] ; [40.8974359 46.1025641],0
n4,1,0.645647,0.211433,[18 12] ; [48 39],[16.92307692 13.07692308] ; [49.07692308 37.92307692],0
b5,1,0.645647,0.211433,[18 12] ; [48 39],[16.92307692 13.07692308] ; [49.07692308 37.92307692],0
d3,1,0.736805,0.112954,[18 12] ; [48 37],[17.2173913 12.7826087] ; [48.7826087 36.2173913],0
u1,1,0.741321,0.108969,[ 3 27] ; [ 7 80],[ 2.56410256 27.43589744] ; [ 7.43589744 79.56410256],0
a4,1,0.765705,0.088802,[13 17] ; [35 52],[12.30769231 17.69230769] ; [35.69230769 51.30769231],0
b4,1,0.765705,0.088802,[17 13] ; [52 35],[17.69230769 12.30769231] ; [51.30769231 35.69230769],0
a8,1,0.774561,0.082033,[ 3 26] ; [10 71],[ 3.42727273 25.57272727] ; [ 9.57272727 71.42727273],0
a6,1,0.781321,0.07706,[19 11] ; [52 34],[18.36206897 11.63793103] ; [52.63793103 33.36206897],0
v3,1,0.799097,0.064778,[ 6 20] ; [17 65],[ 5.53703704 20.46296296] ; [17.46296296 64.53703704],0
u2,1,0.868355,0.027473,[5 3] ; [21 11],[5.2 2.8] ; [20.8 11.2],0
r1,1,0.911627,0.012318,[18 11] ; [55 32],[18.25 10.75] ; [54.75 32.25],0
p10,1,0.940937,0.00549,[14 16] ; [39 46],[13.82608696 16.17391304] ; [39.17391304 45.82608696],0
