Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000151,14.357779,[55 13] ; [ 9 14],[47.82417582 20.17582418] ; [16.17582418  6.82417582],1
p1,1,0.604176,0.268744,[ 9 60] ; [ 4 19],[ 9.75 59.25] ; [ 3.25 19.75],0
d4,1,0.655537,0.198991,[54 15] ; [19  4],[54.75 14.25] ; [18.25  4.75],0
u1,1,0.657755,0.196262,[18 52] ; [ 7 16],[18.8172043 51.1827957] ; [ 6.1827957 16.8172043],0
p3,1,0.664833,0.187706,[31 39] ; [ 9 14],[30.10752688 39.89247312] ; [ 9.89247312 13.10752688],0
n2,1,0.696681,0.151948,[22  8] ; [6 3],[21.53846154  8.46153846] ; [6.46153846 2.53846154],0
a6,1,0.709931,0.138346,[42 27] ; [15  8],[42.75 26.25] ; [14.25  8.75],0
a5,1,0.71983,0.128656,[49 21] ; [17  6],[49.67741935 20.32258065] ; [16.32258065  6.67741935],0
a2,1,0.71983,0.128656,[21 49] ; [ 6 17],[20.32258065 49.67741935] ; [ 6.67741935 16.32258065],0
d2,1,0.809023,0.058413,[38 31] ; [12 11],[37.5 31.5] ; [12.5 10.5],0
r2,1,0.832933,0.044496,[66  4] ; [21  1],[66.19565217  3.80434783] ; [20.80434783  1.19565217],0
a4,1,0.856436,0.032729,[35 35] ; [11 12],[34.62365591 35.37634409] ; [11.37634409 11.62365591],0
s6,1,0.862,0.030217,[57 12] ; [17  4],[56.73333333 12.26666667] ; [17.26666667  3.73333333],0
d1,1,0.862787,0.029869,[41 29] ; [13 10],[40.64516129 29.35483871] ; [13.35483871  9.64516129],0
p9,1,0.923447,0.009234,[56 14] ; [17  4],[56.15384615 13.84615385] ; [16.84615385  4.15384615],0
p12,1,0.989837,0.000162,[ 3 67] ; [ 1 22],[ 3.01075269 66.98924731] ; [ 0.98924731 22.01075269],0
