Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.002059,9.49582,[25 61] ; [10  4],[30.1 55.9] ; [4.9 9.1],0
n6,1,0.524578,0.404884,[75 54] ; [15  8],[76.38157895 52.61842105] ; [13.61842105  9.38157895],0
a6,1,0.532646,0.389341,[70 60] ; [14  9],[71.37254902 58.62745098] ; [12.62745098 10.37254902],0
s8,1,0.561714,0.336746,[ 23 108] ; [ 5 17],[ 23.97385621 107.02614379] ; [ 4.02614379 17.97385621],0
a3,1,0.617345,0.249617,[77 52] ; [15  8],[78.07894737 50.92105263] ; [13.92105263  9.07894737],0
s1,1,0.677403,0.173064,[  9 121] ; [ 1 21],[  8.55263158 121.44736842] ; [ 1.44736842 20.55263158],0
s6,1,0.709554,0.138723,[54 77] ; [10 12],[54.79738562 76.20261438] ; [ 9.20261438 12.79738562],0
d4,1,0.726436,0.122409,[90 38] ; [17  6],[90.70198675 37.29801325] ; [16.29801325  6.70198675],0
v1,1,0.72719,0.121707,[46 83] ; [ 7 15],[45.2781457 83.7218543] ; [ 7.7218543 14.2781457],0
v3,1,0.759606,0.093635,[32 92] ; [ 5 17],[31.42465753 92.57534247] ; [ 5.57534247 16.42465753],0
b1,1,0.769037,0.086221,[67 64] ; [11 12],[66.35064935 64.64935065] ; [11.64935065 11.35064935],0
d1,1,0.797811,0.065629,[55 76] ; [ 9 14],[54.44155844 76.55844156] ; [ 9.55844156 13.44155844],0
p1,1,0.836874,0.042392,[  7 123] ; [ 1 22],[  6.79738562 123.20261438] ; [ 1.20261438 21.79738562],0
n5,1,0.841176,0.040156,[70 59] ; [13 10],[70.44078947 58.55921053] ; [12.55921053 10.44078947],0
u3,1,0.922079,0.009568,[28 26] ; [4 4],[27.87096774 26.12903226] ; [4.12903226 3.87096774],0
a8,1,0.931486,0.007392,[ 15 106] ; [ 3 20],[ 15.125 105.875] ; [ 2.875 20.125],0
a1,1,0.943006,0.005111,[ 12 119] ; [ 2 21],[ 11.90909091 119.09090909] ; [ 2.09090909 20.90909091],0
a7,1,0.949779,0.003967,[72 57] ; [13 10],[72.13815789 56.86184211] ; [12.86184211 10.13815789],0
s4,1,0.956049,0.003037,[ 22 108] ; [ 4 19],[ 22.09150327 107.90849673] ; [ 3.90849673 19.09150327],0
