Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.866643,[14 23] ; [196  58],[26.70103093 10.29896907] ; [183.29896907  70.70103093],1
a2,1,0.619186,0.247013,[ 9 29] ; [ 71 187],[10.27027027 27.72972973] ; [ 69.72972973 188.27027027],0
s6,1,0.659506,0.194124,[26 12] ; [179  70],[27.14285714 10.85714286] ; [177.85714286  71.14285714],0
r2,1,0.69323,0.155611,[36  2] ; [246  10],[36.44897959  1.55102041] ; [245.55102041  10.44897959],0
n2,1,0.715258,0.133082,[7 3] ; [34 11],[7.45454545 2.54545455] ; [33.54545455 11.45454545],0
b2,1,0.836566,0.042555,[10 14] ; [72 92],[10.46808511 13.53191489] ; [71.53191489 92.46808511],0
b3,1,0.836566,0.042555,[10 14] ; [72 92],[10.46808511 13.53191489] ; [71.53191489 92.46808511],0
u4,1,0.875034,0.024733,[ 1 37] ; [  8 250],[ 1.15540541 36.84459459] ; [  7.84459459 250.15540541],0
a7,1,0.905062,0.014225,[28 10] ; [187  70],[27.69491525 10.30508475] ; [187.30508475  69.69491525],0
u2,1,0.909649,0.012878,[7 4] ; [34 21],[6.83333333 4.16666667] ; [34.16666667 20.83333333],0
a5,1,0.942154,0.005265,[30  8] ; [205  53],[30.16891892  7.83108108] ; [204.83108108  53.16891892],0
u3,1,0.951019,0.003773,[6 5] ; [30 24],[6.09230769 4.90769231] ; [29.90769231 24.09230769],0
u1,1,0.970255,0.00139,[ 8 30] ; [ 55 203],[ 8.08783784 29.91216216] ; [ 54.91216216 203.08783784],0
b1,1,0.97241,0.001196,[13 25] ; [ 89 169],[13.09459459 24.90540541] ; [ 88.90540541 169.09459459],0
p5,1,0.975748,0.000924,[ 7 31] ; [ 47 211],[ 6.93243243 31.06756757] ; [ 47.06756757 210.93243243],0
