Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,3e-06,22.161071,[ 63 102] ; [89 47],[83.32225914 81.67774086] ; [68.67774086 67.32225914],1
b5,1,0.155871,2.01383,[104  69] ; [97 46],[110.04113924  62.95886076] ; [90.95886076 52.04113924],0
b4,1,0.156504,2.007687,[115  58] ; [84 59],[108.94620253  64.05379747] ; [90.05379747 52.94620253],0
r4,1,0.163308,1.943327,[147  26] ; [129  14],[151.10126582  21.89873418] ; [124.89873418  18.10126582],0
p8,1,0.214906,1.538063,[ 38 134] ; [ 40 102],[ 42.72611465 129.27388535] ; [ 35.27388535 106.72611465],0
s5,1,0.223658,1.480743,[ 35 130] ; [36 96],[ 39.44444444 125.55555556] ; [ 31.55555556 100.44444444],0
b3,1,0.225667,1.467968,[27 59] ; [35 52],[30.82080925 55.17919075] ; [31.17919075 55.82080925],0
b2,1,0.225667,1.467968,[27 59] ; [35 52],[30.82080925 55.17919075] ; [31.17919075 55.82080925],0
a4,1,0.23773,1.394007,[ 72 101] ; [69 74],[77.19303797 95.80696203] ; [63.80696203 79.19303797],0
n2,1,0.242584,1.365517,[42 21] ; [28  8],[44.54545455 18.45454545] ; [25.45454545 10.54545455],0
n5,1,0.252084,1.31172,[106  66] ; [97 46],[110.84444444  61.15555556] ; [92.15555556 50.84444444],0
a2,1,0.256138,1.289513,[ 31 142] ; [ 33 110],[ 35.03797468 137.96202532] ; [ 28.96202532 114.03797468],0
p11,1,0.261897,1.258701,[117  56] ; [105  38],[121.53797468  51.46202532] ; [100.46202532  42.53797468],0
a8,1,0.272545,1.203894,[ 13 150] ; [ 15 112],[ 15.73793103 147.26206897] ; [ 12.26206897 114.73793103],0
s1,1,0.280186,1.166187,[  9 162] ; [  4 138],[  7.10223642 163.89776358] ; [  5.89776358 136.10223642],0
p10,1,0.404167,0.695893,[115  56] ; [101  40],[118.38461538  52.61538462] ; [97.61538462 43.38461538],0
d5,1,0.466229,0.5309,[132  41] ; [114  29],[134.67721519  38.32278481] ; [111.32278481  31.67721519],0
b1,1,0.509768,0.434544,[ 63 110] ; [47 96],[ 60.22151899 112.77848101] ; [49.77848101 93.22151899],0
u4,1,0.522747,0.40847,[  3 170] ; [  4 139],[  3.83227848 169.16772152] ; [  3.16772152 139.83227848],0
d1,1,0.538024,0.379214,[92 81] ; [81 62],[94.71202532 78.28797468] ; [78.28797468 64.71202532],0
s4,1,0.561831,0.336544,[ 30 142] ; [ 21 119],[ 28.11538462 143.88461538] ; [ 22.88461538 117.11538462],0
a6,1,0.655304,0.199279,[112  61] ; [96 47],[113.87341772  59.12658228] ; [94.12658228 48.87341772],0
a3,1,0.655304,0.199279,[112  61] ; [96 47],[113.87341772  59.12658228] ; [94.12658228 48.87341772],0
n3,1,0.693745,0.155061,[43 18] ; [24 12],[42.13402062 18.86597938] ; [24.86597938 11.13402062],0
d3,1,0.734354,0.115151,[113  60] ; [96 47],[114.42088608  58.57911392] ; [94.57911392 48.42088608],0
n1,1,0.767366,0.087511,[26 36] ; [14 22],[25.30612245 36.69387755] ; [14.69387755 21.30612245],0
p1,1,0.807973,0.059069,[ 12 160] ; [ 11 132],[ 12.55873016 159.44126984] ; [ 10.44126984 132.55873016],0
a7,1,0.855374,0.033221,[123  50] ; [103  40],[123.7278481  49.2721519] ; [102.2721519  40.7278481],0
d4,1,0.862587,0.029957,[139  34] ; [116  27],[139.60443038  33.39556962] ; [115.39556962  27.60443038],0
d2,1,0.888432,0.019681,[81 91] ; [68 74],[81.61783439 90.38216561] ; [67.38216561 74.61783439],0
n6,1,0.955165,0.003161,[136  37] ; [112  30],[136.2031746  36.7968254] ; [111.7968254  30.2031746],0
u1,1,0.95666,0.002953,[ 27 146] ; [ 22 121],[ 26.82594937 146.17405063] ; [ 22.17405063 120.82594937],0
a1,1,0.960559,0.002446,[  5 168] ; [  4 139],[  4.92721519 168.07278481] ; [  4.07278481 138.92721519],0
