Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.348158,[128 119] ; [ 9 44],[112.79666667 134.20333333] ; [24.20333333 28.79666667],1
p12,1,0.455466,0.557013,[ 16 232] ; [ 2 51],[ 14.83056478 233.16943522] ; [ 3.16943522 49.83056478],0
a5,1,0.474957,0.51042,[170  80] ; [34 20],[167.76315789  82.23684211] ; [36.23684211 17.76315789],0
d2,1,0.479609,0.499751,[121 129] ; [29 25],[123.35526316 126.64473684] ; [26.64473684 27.35526316],0
d1,1,0.486681,0.483855,[138 112] ; [27 27],[135.69078947 114.30921053] ; [29.30921053 24.69078947],0
n5,1,0.494295,0.467164,[180  68] ; [36 17],[177.96677741  70.03322259] ; [38.03322259 14.96677741],0
a8,1,0.534619,0.385605,[ 38 194] ; [ 7 47],[ 36.5034965 195.4965035] ; [ 8.4965035 45.5034965],0
u3,1,0.631972,0.229396,[47 28] ; [9 7],[46.15384615 28.84615385] ; [9.84615385 6.15384615],0
n3,1,0.65756,0.196502,[38 13] ; [16  7],[37.21621622 13.78378378] ; [16.78378378  6.21621622],0
u4,1,0.703049,0.14532,[  3 247] ; [ 1 53],[  3.28947368 246.71052632] ; [ 0.71052632 53.28947368],0
n2,1,0.794752,0.067675,[39 12] ; [19  5],[39.44 11.56] ; [18.56  5.44],0
a3,1,0.943134,0.005088,[174  75] ; [38 16],[174.21782178  74.78217822] ; [37.78217822 16.21782178],0
u2,1,0.950842,0.003801,[41 33] ; [9 7],[41.11111111 32.88888889] ; [8.88888889 7.11111111],0
