Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000373,12.663431,[ 9 50] ; [14 13],[15.77906977 43.22093023] ; [ 7.22093023 19.77906977],1
a5,1,0.620515,0.245144,[42 19] ; [20  7],[42.97727273 18.02272727] ; [19.02272727  7.97727273],0
r4,1,0.641192,0.217186,[47 14] ; [22  5],[47.82954545 13.17045455] ; [21.17045455  5.82954545],0
p1,1,0.641777,0.216426,[ 3 58] ; [ 2 25],[ 3.46590909 57.53409091] ; [ 1.53409091 25.46590909],0
a3,1,0.698091,0.150465,[41 20] ; [17 10],[40.20454545 20.79545455] ; [17.79545455  9.20454545],0
s2,1,0.709082,0.139195,[29 32] ; [14 13],[29.80681818 31.19318182] ; [13.19318182 13.80681818],0
r2,1,0.735081,0.114497,[54  6] ; [24  2],[54.41860465  5.58139535] ; [23.58139535  2.41860465],0
n6,1,0.756806,0.0959,[45 16] ; [20  6],[45.57471264 15.42528736] ; [19.42528736  6.57471264],0
s1,1,0.789402,0.071335,[ 3 57] ; [ 1 26],[ 2.75862069 57.24137931] ; [ 1.24137931 25.75862069],0
v1,1,0.847422,0.037021,[28 32] ; [12 15],[27.5862069 32.4137931] ; [12.4137931 14.5862069],0
a4,1,0.868978,0.027211,[26 35] ; [11 16],[25.64772727 35.35227273] ; [11.35227273 15.64772727],0
s6,1,0.879731,0.022895,[39 21] ; [18  9],[39.31034483 20.68965517] ; [17.68965517  9.31034483],0
r3,1,0.884004,0.021285,[57  4] ; [25  2],[56.84090909  4.15909091] ; [25.15909091  1.84090909],0
r1,1,0.893834,0.01781,[46 15] ; [20  7],[45.75 15.25] ; [20.25  6.75],0
a6,1,0.908614,0.013176,[36 25] ; [15 11],[35.75862069 25.24137931] ; [15.24137931 10.75862069],0
u4,1,0.919291,0.010267,[ 2 59] ; [ 1 26],[ 2.07954545 58.92045455] ; [ 0.92045455 26.07954545],0
b3,1,0.953223,0.003441,[13 27] ; [ 5 10],[13.09090909 26.90909091] ; [ 4.90909091 10.09090909],0
b2,1,0.953223,0.003441,[13 27] ; [ 5 10],[13.09090909 26.90909091] ; [ 4.90909091 10.09090909],0
n3,1,0.97021,0.001395,[13  9] ; [3 2],[13.03703704  8.96296296] ; [2.96296296 2.03703704],0
b4,1,0.982951,0.000457,[36 25] ; [16 11],[36.04545455 24.95454545] ; [15.95454545 11.04545455],0
u3,1,1.0,0.0,[12  8] ; [6 4],[12.  8.] ; [6. 4.],0
