Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000149,14.388371,[ 4 30] ; [84 96],[13.98130841 20.01869159] ; [ 74.01869159 105.98130841],1
u2,1,0.390203,0.73831,[6 8] ; [29 23],[7.42424242 6.57575758] ; [27.57575758 24.42424242],0
v2,1,0.391443,0.734454,[16 17] ; [99 76],[18.24519231 14.75480769] ; [96.75480769 78.24519231],0
p9,1,0.458215,0.550252,[28  7] ; [153  27],[29.46511628  5.53488372] ; [151.53488372  28.46511628],0
p12,1,0.460574,0.544501,[ 1 34] ; [ 11 174],[ 1.90909091 33.09090909] ; [ 10.09090909 174.90909091],0
d4,1,0.493796,0.468245,[27  8] ; [151  33],[28.44748858  6.55251142] ; [149.55251142  34.44748858],0
p5,1,0.495075,0.465478,[ 1 32] ; [ 11 173],[ 1.82488479 31.17511521] ; [ 10.17511521 173.82488479],0
p10,1,0.541628,0.372531,[29  5] ; [148  35],[27.73271889  6.26728111] ; [149.26728111  33.73271889],0
p7,1,0.629713,0.232451,[20 13] ; [97 76],[18.74271845 14.25728155] ; [98.25728155 74.74271845],0
a8,1,0.683519,0.166191,[ 7 26] ; [ 30 135],[ 6.16666667 26.83333333] ; [ 30.83333333 134.16666667],0
r2,1,0.704904,0.143421,[32  2] ; [174   8],[32.42592593  1.57407407] ; [173.57407407   8.42592593],0
u1,1,0.717076,0.131311,[ 5 30] ; [ 31 154],[ 5.72727273 29.27272727] ; [ 30.27272727 154.72727273],0
a1,1,0.717342,0.131054,[ 2 33] ; [  8 177],[ 1.59090909 33.40909091] ; [  8.40909091 176.59090909],0
b2,1,0.73677,0.112986,[ 7 13] ; [34 75],[ 6.35658915 13.64341085] ; [34.64341085 74.35658915],0
b3,1,0.73677,0.112986,[ 7 13] ; [34 75],[ 6.35658915 13.64341085] ; [34.64341085 74.35658915],0
b1,1,0.819888,0.051843,[13 22] ; [ 65 120],[12.40909091 22.59090909] ; [ 65.59090909 119.40909091],0
s1,1,0.834489,0.043659,[ 2 33] ; [ 12 168],[ 2.27906977 32.72093023] ; [ 11.72093023 168.27906977],0
p6,1,0.850682,0.035437,[11 24] ; [ 54 127],[10.53240741 24.46759259] ; [ 54.46759259 126.53240741],0
p2,1,0.860434,0.030913,[26  8] ; [144  41],[26.39269406  7.60730594] ; [143.60730594  41.39269406],0
n5,1,0.865072,0.028873,[25 10] ; [134  50],[25.4109589  9.5890411] ; [133.5890411  50.4109589],0
p11,1,0.90317,0.014801,[25 10] ; [134  51],[25.29545455  9.70454545] ; [133.70454545  51.29545455],0
d2,1,0.921399,0.009736,[16 19] ; [ 82 101],[15.73394495 19.26605505] ; [ 82.26605505 100.73394495],0
n3,1,0.925222,0.008809,[8 4] ; [32 15],[8.13559322 3.86440678] ; [31.86440678 15.13559322],0
n2,1,0.941286,0.005425,[9 2] ; [38  9],[8.9137931 2.0862069] ; [38.0862069  8.9137931],0
