Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,62.259527,[ 35 130] ; [144  92],[73.65336658 91.34663342] ; [105.34663342 130.65336658],1
p6,1,0.321899,0.981216,[70 99] ; [109 126],[74.87871287 94.12128713] ; [104.12128713 130.87871287],0
a2,1,0.328555,0.954586,[ 42 127] ; [ 71 172],[ 46.35194175 122.64805825] ; [ 66.64805825 176.35194175],0
n3,1,0.334895,0.929875,[26 11] ; [35  9],[27.86419753  9.13580247] ; [33.13580247 10.86419753],0
v4,1,0.336347,0.924306,[168   1] ; [239   4],[166.94902913   2.05097087] ; [240.05097087   2.94902913],0
p5,1,0.363591,0.825452,[ 26 140] ; [ 30 210],[ 22.89655172 143.10344828] ; [ 33.10344828 206.89655172],0
p3,1,0.37445,0.788844,[86 82] ; [133 106],[90.3980344 77.6019656] ; [128.6019656 110.3980344],0
n5,1,0.393242,0.728894,[130  39] ; [193  47],[133.46454768  35.53545232] ; [189.53545232  50.46454768],0
n4,1,0.414595,0.665584,[132  36] ; [198  44],[135.2195122  32.7804878] ; [194.7804878  47.2195122],0
u4,1,0.445158,0.582952,[  4 165] ; [  9 234],[  5.33252427 163.66747573] ; [  7.66747573 235.33252427],0
p1,1,0.497949,0.459304,[ 18 150] ; [ 21 220],[ 16.0195599 151.9804401] ; [ 22.9804401 218.0195599],0
s5,1,0.511526,0.430944,[79 85] ; [118 111],[82.2086514 81.7913486] ; [114.7913486 114.2086514],0
n6,1,0.518783,0.416312,[147  22] ; [212  26],[149.06879607  19.93120393] ; [209.93120393  28.06879607],0
n2,1,0.532937,0.388788,[28  9] ; [35  8],[29.1375  7.8625] ; [33.8625  9.1375],0
b2,1,0.545853,0.364799,[39 67] ; [60 88],[41.31496063 64.68503937] ; [57.68503937 90.31496063],0
b3,1,0.545853,0.364799,[39 67] ; [60 88],[41.31496063 64.68503937] ; [57.68503937 90.31496063],0
a1,1,0.598567,0.277162,[  9 160] ; [ 16 227],[ 10.25485437 158.74514563] ; [ 14.74514563 228.25485437],0
s6,1,0.68632,0.163098,[148  19] ; [206  30],[146.69478908  20.30521092] ; [207.30521092  28.69478908],0
a7,1,0.767453,0.087443,[124  44] ; [181  60],[125.28117359  42.71882641] ; [179.71882641  61.28117359],0
b5,1,0.794673,0.067728,[103  66] ; [145  98],[101.72815534  67.27184466] ; [146.27184466  96.72815534],0
u2,1,0.809659,0.058017,[29 17] ; [34 22],[28.41176471 17.58823529] ; [34.58823529 21.41176471],0
r3,1,0.830573,0.045782,[164   4] ; [237   5],[164.31219512   3.68780488] ; [236.68780488   5.31219512],0
s3,1,0.859162,0.031485,[146  22] ; [210  30],[146.58823529  21.41176471] ; [209.41176471  30.58823529],0
a4,1,0.868203,0.027536,[81 88] ; [118 124],[81.82725061 87.17274939] ; [117.17274939 124.82725061],0
p11,1,0.871043,0.026352,[131  38] ; [190  53],[131.6723301  37.3276699] ; [189.3276699  53.6723301],0
d3,1,0.876298,0.024231,[118  49] ; [172  69],[118.70098039  48.29901961] ; [171.29901961  69.70098039],0
p2,1,0.878079,0.023533,[142  27] ; [203  37],[142.55501222  26.44498778] ; [202.44498778  37.55501222],0
n1,1,0.949737,0.003974,[17 20] ; [19 23],[16.86075949 20.13924051] ; [19.13924051 22.86075949],0
r2,1,0.968025,0.001607,[166   2] ; [240   3],[165.95620438   2.04379562] ; [240.04379562   2.95620438],0
p4,1,0.980805,0.000579,[112  57] ; [158  80],[112.11302211  56.88697789] ; [157.88697789  80.11302211],0
