Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1.6e-05,18.578798,[43 20] ; [ 8 27],[32.78571429 30.21428571] ; [18.21428571 16.78571429],1
r4,1,0.842884,0.039286,[57  6] ; [33  3],[57.27272727  5.72727273] ; [32.72727273  3.27272727],0
b2,1,0.848351,0.036566,[27 24] ; [10  8],[27.34782609 23.65217391] ; [9.65217391 8.34782609],0
b3,1,0.848351,0.036566,[27 24] ; [10  8],[27.34782609 23.65217391] ; [9.65217391 8.34782609],0
a1,1,0.862283,0.030091,[ 3 60] ; [ 2 34],[ 3.18181818 59.81818182] ; [ 1.81818182 34.18181818],0
b4,1,0.87873,0.02328,[34 29] ; [20 16],[34.36363636 28.63636364] ; [19.63636364 16.36363636],0
a7,1,0.89148,0.018613,[46 17] ; [26  9],[46.28571429 16.71428571] ; [25.71428571  9.28571429],0
p2,1,0.919769,0.010146,[52 11] ; [30  6],[52.18181818 10.81818182] ; [29.81818182  6.18181818],0
r1,1,0.96513,0.001911,[47 16] ; [27  9],[47.09090909 15.90909091] ; [26.90909091  9.09090909],0
n5,1,0.992597,8.6e-05,[43 19] ; [25 11],[43.02040816 18.97959184] ; [24.97959184 11.02040816],0
a8,1,1.0,0.0,[ 5 50] ; [ 3 30],[ 5. 50.] ; [ 3. 30.],0
