Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,7.1e-05,15.782956,[24 17] ; [ 8 38],[15.08045977 25.91954023] ; [16.91954023 29.08045977],1
d2,1,0.532506,0.389606,[16 25] ; [21 25],[17.43678161 23.56321839] ; [19.56321839 26.43678161],0
a3,1,0.543531,0.369035,[26 15] ; [32 14],[27.33333333 13.66666667] ; [30.66666667 15.33333333],0
a1,1,0.579828,0.306513,[ 4 37] ; [ 3 43],[ 3.29885057 37.70114943] ; [ 3.70114943 42.29885057],0
d4,1,0.583763,0.30019,[34  7] ; [36 10],[32.98850575  8.01149425] ; [37.01149425  8.98850575],0
a4,1,0.607117,0.264394,[13 28] ; [17 29],[14.13793103 26.86206897] ; [15.86206897 30.13793103],0
p11,1,0.652718,0.20249,[32  9] ; [34 12],[31.10344828  9.89655172] ; [34.89655172 11.10344828],0
b5,1,0.682125,0.167743,[25 16] ; [30 16],[25.91954023 15.08045977] ; [29.08045977 16.91954023],0
p12,1,0.723318,0.125336,[ 2 39] ; [ 3 42],[ 2.38372093 38.61627907] ; [ 2.61627907 42.38372093],0
u3,1,0.857541,0.032222,[7 8] ; [7 7],[7.24137931 7.75862069] ; [6.75862069 7.24137931],0
u1,1,0.883813,0.021356,[ 3 38] ; [ 3 43],[ 2.82758621 38.17241379] ; [ 3.17241379 42.82758621],0
a2,1,0.905393,0.014126,[ 5 36] ; [ 6 40],[ 5.18390805 35.81609195] ; [ 5.81609195 40.18390805],0
n2,1,0.935004,0.00665,[9 3] ; [14  5],[8.90322581 3.09677419] ; [14.09677419  4.90322581],0
n4,1,0.937532,0.006142,[30 11] ; [34 12],[30.16091954 10.83908046] ; [33.83908046 12.16091954],0
b1,1,0.948656,0.004147,[19 22] ; [21 25],[18.85057471 22.14942529] ; [21.14942529 24.85057471],0
b4,1,0.971412,0.001284,[26 15] ; [29 17],[25.91954023 15.08045977] ; [29.08045977 16.91954023],0
v4,1,0.977605,0.000788,[34  6] ; [39  7],[33.95348837  6.04651163] ; [39.04651163  6.95348837],0
r4,1,0.988002,0.000226,[24 17] ; [27 19],[24.03448276 16.96551724] ; [26.96551724 19.03448276],0
