Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,75.209432,[93 16] ; [ 1 31],[72.66666667 36.33333333] ; [21.33333333 10.66666667],1
s7,1,0.04406,4.054269,[33 67] ; [ 4 25],[28.68217054 71.31782946] ; [ 8.31782946 20.68217054],0
n2,1,0.049081,3.872586,[26 10] ; [7 9],[22.84615385 13.15384615] ; [10.15384615  5.84615385],0
n5,1,0.052639,3.755334,[40 68] ; [18 14],[44.74285714 63.25714286] ; [13.25714286 18.74285714],0
a4,1,0.124771,2.356382,[35 74] ; [15 17],[38.65248227 70.34751773] ; [11.34751773 20.65248227],0
d1,1,0.167061,1.909117,[49 60] ; [10 22],[45.60992908 63.39007092] ; [13.39007092 18.60992908],0
p1,1,0.180334,1.794872,[  6 102] ; [ 4 28],[  7.71428571 100.28571429] ; [ 2.28571429 29.71428571],0
p3,1,0.200022,1.642215,[33 76] ; [ 6 26],[30.14893617 78.85106383] ; [ 8.85106383 23.14893617],0
n1,1,0.286179,1.137512,[12 23] ; [8 8],[13.7254902 21.2745098] ; [6.2745098 9.7254902],0
s1,1,0.439085,0.598671,[  6 102] ; [ 3 29],[  6.94285714 101.05714286] ; [ 2.05714286 29.94285714],0
a8,1,0.476847,0.506065,[11 91] ; [ 2 29],[ 9.96992481 92.03007519] ; [ 3.03007519 27.96992481],0
d2,1,0.493216,0.469503,[40 68] ; [14 18],[41.65714286 66.34285714] ; [12.34285714 19.65714286],0
v3,1,0.525853,0.402399,[27 71] ; [ 7 25],[25.63076923 72.36923077] ; [ 8.36923077 23.63076923],0
s5,1,0.531144,0.392202,[18 87] ; [ 4 28],[16.86131387 88.13868613] ; [ 5.13868613 26.86131387],0
n4,1,0.564315,0.332287,[55 54] ; [18 14],[56.43262411 52.56737589] ; [16.56737589 15.43262411],0
s4,1,0.580186,0.305933,[10 99] ; [ 4 28],[10.82269504 98.17730496] ; [ 3.17730496 28.82269504],0
v1,1,0.703111,0.145256,[40 65] ; [11 21],[39.08759124 65.91240876] ; [11.91240876 20.08759124],0
b4,1,0.706662,0.141634,[62 47] ; [17 15],[61.07092199 47.92907801] ; [17.92907801 14.07092199],0
p5,1,0.899772,0.015863,[  4 104] ; [ 1 30],[  3.88489209 104.11510791] ; [ 1.11510791 29.88489209],0
a3,1,0.901417,0.015344,[69 40] ; [20 11],[69.29285714 39.70714286] ; [19.70714286 11.29285714],0
a2,1,0.996865,1.5e-05,[17 92] ; [ 5 27],[17.0070922 91.9929078] ; [ 4.9929078 27.0070922],0
