Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,25.82414,[41  6] ; [ 4 14],[32.53846154 14.46153846] ; [12.46153846  5.53846154],1
s8,1,0.169622,1.886285,[19 28] ; [ 4 14],[16.63076923 30.36923077] ; [ 6.36923077 11.63076923],0
v2,1,0.175058,1.839091,[26 19] ; [ 7 11],[23.57142857 21.42857143] ; [9.42857143 8.57142857],0
a8,1,0.201957,1.628162,[ 9 36] ; [ 1 15],[ 7.37704918 37.62295082] ; [ 2.62295082 13.37704918],0
p2,1,0.22446,1.475628,[39  8] ; [11  5],[37.3015873  9.6984127] ; [12.6984127  3.3015873],0
a2,1,0.231055,1.434353,[ 8 39] ; [ 1 17],[ 6.50769231 40.49230769] ; [ 2.49230769 15.50769231],0
s5,1,0.282954,1.152845,[ 7 37] ; [ 5 13],[ 8.51612903 35.48387097] ; [ 3.48387097 14.51612903],0
b1,1,0.326228,0.963813,[22 25] ; [ 6 12],[20.24615385 26.75384615] ; [ 7.75384615 10.24615385],0
p4,1,0.332894,0.937606,[23 24] ; [ 6 11],[21.296875 25.703125] ; [7.703125 9.296875],0
u3,1,0.431333,0.619231,[7 7] ; [6 3],[7.91304348 6.08695652] ; [5.08695652 3.91304348],0
a7,1,0.442976,0.588562,[35 12] ; [11  6],[33.78125 13.21875] ; [12.21875  4.78125],0
u1,1,0.480729,0.49721,[ 7 40] ; [ 4 14],[ 7.95384615 39.04615385] ; [ 3.04615385 14.95384615],0
p10,1,0.482679,0.492804,[39  8] ; [12  4],[38.04761905  8.95238095] ; [12.95238095  3.04761905],0
b5,1,0.527906,0.398421,[25 22] ; [ 8 10],[23.86153846 23.13846154] ; [9.13846154 8.86153846],0
p8,1,0.601507,0.27273,[20 27] ; [ 6 11],[19.09375 27.90625] ; [ 6.90625 10.09375],0
s3,1,0.652677,0.202542,[34 13] ; [12  6],[33.26153846 13.73846154] ; [12.73846154  5.26153846],0
a1,1,0.689095,0.160067,[ 4 43] ; [ 1 17],[ 3.61538462 43.38461538] ; [ 1.38461538 16.61538462],0
v4,1,0.693243,0.155597,[43  4] ; [15  2],[42.59375  4.40625] ; [15.40625  1.59375],0
b4,1,0.700284,0.148176,[26 21] ; [9 9],[25.30769231 21.69230769] ; [9.69230769 8.30769231],0
v1,1,0.718494,0.12994,[24 22] ; [8 9],[23.36507937 22.63492063] ; [8.63492063 8.36507937],0
p6,1,0.727482,0.121436,[16 31] ; [ 5 12],[15.421875 31.578125] ; [ 5.578125 11.421875],0
p7,1,0.789205,0.071472,[30 17] ; [9 6],[29.56451613 17.43548387] ; [9.43548387 5.56451613],0
u2,1,0.794625,0.067761,[7 7] ; [5 4],[7.30434783 6.69565217] ; [4.69565217 4.30434783],0
n3,1,0.824745,0.049038,[9 4] ; [3 1],[9.17647059 3.82352941] ; [2.82352941 1.17647059],0
s4,1,0.859282,0.031431,[ 7 40] ; [ 3 15],[ 7.23076923 39.76923077] ; [ 2.76923077 15.23076923],0
r2,1,0.885841,0.020612,[43  3] ; [17  1],[43.125  2.875] ; [16.875  1.125],0
s1,1,0.901145,0.015429,[ 3 44] ; [ 1 17],[ 2.89230769 44.10769231] ; [ 1.10769231 16.89230769],0
p12,1,0.941746,0.00534,[ 3 44] ; [ 1 16],[ 2.9375 44.0625] ; [ 1.0625 15.9375],0
r3,1,0.956118,0.003028,[42  5] ; [16  2],[41.93846154  5.06153846] ; [16.06153846  1.93846154],0
a6,1,0.965042,0.001921,[29 18] ; [11  7],[28.92307692 18.07692308] ; [11.07692308  6.92307692],0
p9,1,0.991671,0.000109,[36 11] ; [13  4],[35.984375 11.015625] ; [13.015625  3.984375],0
