Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.003715,8.418219,[ 6 44] ; [11 16],[11.03896104 38.96103896] ; [ 5.96103896 21.03896104],0
s7,1,0.42984,0.623256,[ 7 38] ; [ 6 20],[ 8.23943662 36.76056338] ; [ 4.76056338 21.23943662],0
s2,1,0.430087,0.622588,[11 40] ; [ 8 19],[12.42307692 38.57692308] ; [ 6.57692308 20.42307692],0
b5,1,0.485324,0.486876,[26 25] ; [16 11],[27.46153846 23.53846154] ; [14.53846154 12.46153846],0
v4,1,0.500664,0.453529,[32 19] ; [19  8],[33.34615385 17.65384615] ; [17.65384615  9.34615385],0
s8,1,0.509898,0.434277,[ 5 46] ; [ 4 23],[ 5.88461538 45.11538462] ; [ 3.11538462 23.88461538],0
p11,1,0.516462,0.420952,[17 34] ; [11 16],[18.30769231 32.69230769] ; [ 9.69230769 17.30769231],0
a8,1,0.578071,0.309363,[ 6 43] ; [ 2 23],[ 5.2972973 43.7027027] ; [ 2.7027027 22.2972973],0
p2,1,0.58272,0.301858,[25 26] ; [15 12],[26.15384615 24.84615385] ; [13.84615385 13.15384615],0
p3,1,0.622797,0.241956,[13 38] ; [ 8 18],[13.90909091 37.09090909] ; [ 7.09090909 18.90909091],0
n1,1,0.692108,0.156813,[10 16] ; [5 6],[10.54054054 15.45945946] ; [4.45945946 6.54054054],0
r2,1,0.719374,0.129093,[39 11] ; [22  5],[39.61038961 10.38961039] ; [21.38961039  5.61038961],0
p9,1,0.72109,0.127451,[15 36] ; [ 9 18],[15.69230769 35.30769231] ; [ 8.30769231 18.69230769],0
a6,1,0.799181,0.064723,[30 20] ; [17 10],[30.51948052 19.48051948] ; [16.48051948 10.51948052],0
p6,1,0.803665,0.061805,[ 9 42] ; [ 5 20],[ 9.39473684 41.60526316] ; [ 4.60526316 20.39473684],0
s3,1,0.836144,0.042778,[21 29] ; [12 15],[21.42857143 28.57142857] ; [11.57142857 15.42857143],0
a7,1,0.8385,0.04154,[29 22] ; [16 11],[29.42307692 21.57692308] ; [15.57692308 11.42307692],0
d2,1,0.895926,0.017111,[23 27] ; [12 15],[22.72727273 27.27272727] ; [12.27272727 14.72727273],0
u2,1,0.908697,0.013152,[10 11] ; [4 4],[10.13793103 10.86206897] ; [3.86206897 4.13793103],0
a2,1,0.923987,0.009104,[ 9 42] ; [ 5 22],[ 9.15384615 41.84615385] ; [ 4.84615385 22.15384615],0
b4,1,0.955967,0.003049,[28 23] ; [15 12],[28.11538462 22.88461538] ; [14.88461538 12.11538462],0
p7,1,0.984888,0.000359,[19 32] ; [10 17],[18.96153846 32.03846154] ; [10.03846154 16.96153846],0
