Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,24.835314,[31 59] ; [ 15 148],[16.36363636 73.63636364] ; [ 29.63636364 133.36363636],1
d3,1,0.066832,3.35917,[62 28] ; [92 69],[55.21912351 34.78087649] ; [98.78087649 62.21912351],0
d5,1,0.077698,3.112416,[72 18] ; [113  49],[66.07142857 23.92857143] ; [118.92857143  43.07142857],0
s4,1,0.078788,3.08972,[14 74] ; [ 14 149],[ 9.81673307 78.18326693] ; [ 18.18326693 144.81673307],0
n2,1,0.085431,2.958429,[24  9] ; [31 26],[20.16666667 12.83333333] ; [34.83333333 22.16666667],0
u3,1,0.113184,2.509196,[22 16] ; [24 34],[18.20833333 19.79166667] ; [27.79166667 30.20833333],0
r1,1,0.127634,2.321046,[65 25] ; [101  60],[59.52191235 30.47808765] ; [106.47808765  54.52191235],0
u2,1,0.130538,2.286096,[24 14] ; [27 30],[20.4 17.6] ; [30.6 26.4],0
p2,1,0.138026,2.199828,[66 24] ; [104  58],[60.71428571 29.28571429] ; [109.28571429  52.71428571],0
b2,1,0.143864,2.136131,[15 40] ; [36 56],[19.08163265 35.91836735] ; [31.91836735 60.08163265],0
b3,1,0.143864,2.136131,[15 40] ; [36 56],[19.08163265 35.91836735] ; [31.91836735 60.08163265],0
p11,1,0.146891,2.104243,[66 24] ; [105  58],[60.83003953 29.16996047] ; [110.16996047  52.83003953],0
a7,1,0.200726,1.637082,[64 26] ; [101  59],[59.4 30.6] ; [105.6  54.4],0
v2,1,0.224423,1.475863,[44 44] ; [65 90],[39.47325103 48.52674897] ; [69.52674897 85.47325103],0
s1,1,0.232247,1.427044,[ 1 88] ; [  6 155],[ 2.492 86.508] ; [  4.508 156.492],0
d4,1,0.244027,1.357181,[71 19] ; [117  45],[67.14285714 22.85714286] ; [120.85714286  41.14285714],0
u4,1,0.257766,1.280717,[ 2 88] ; [  1 162],[ 1.06719368 88.93280632] ; [  1.93280632 161.06719368],0
v3,1,0.263096,1.252392,[28 59] ; [ 40 117],[24.24590164 62.75409836] ; [ 43.75409836 113.24590164],0
a3,1,0.269386,1.219873,[52 38] ; [105  57],[56.07142857 33.92857143] ; [100.92857143  61.07142857],0
a4,1,0.331601,0.942634,[30 60] ; [64 98],[33.57142857 56.42857143] ; [ 60.42857143 101.57142857],0
b5,1,0.350021,0.873381,[60 30] ; [99 64],[56.56126482 33.43873518] ; [102.43873518  60.56126482],0
b1,1,0.350021,0.873381,[30 60] ; [64 99],[33.43873518 56.56126482] ; [ 60.56126482 102.43873518],0
u1,1,0.44889,0.573454,[11 79] ; [ 15 148],[ 9.24901186 80.75098814] ; [ 16.75098814 146.24901186],0
a8,1,0.559558,0.34047,[10 72] ; [ 15 139],[ 8.68644068 73.31355932] ; [ 16.31355932 137.68644068],0
d2,1,0.659879,0.193671,[36 54] ; [69 92],[37.64940239 52.35059761] ; [67.35059761 93.64940239],0
d1,1,0.801453,0.063236,[44 46] ; [77 86],[43.04347826 46.95652174] ; [77.95652174 85.04347826],0
a2,1,0.834861,0.04346,[14 76] ; [ 27 136],[14.58498024 75.41501976] ; [ 26.41501976 136.58498024],0
a6,1,0.84262,0.03942,[58 32] ; [103  60],[57.27272727 32.72727273] ; [103.72727273  59.27272727],0
p1,1,0.842695,0.039381,[ 5 85] ; [ 10 152],[ 5.35714286 84.64285714] ; [  9.64285714 152.35714286],0
r2,1,0.852977,0.034344,[76 14] ; [132  26],[75.48387097 14.51612903] ; [132.51612903  25.48387097],0
n1,1,0.920536,0.009952,[11 21] ; [19 38],[10.78651685 21.21348315] ; [19.21348315 37.78651685],0
a1,1,0.955344,0.003136,[ 4 86] ; [  7 156],[ 3.91304348 86.08695652] ; [  7.08695652 155.91304348],0
n3,1,0.967317,0.001679,[19 13] ; [33 23],[18.90909091 13.09090909] ; [33.09090909 22.90909091],0
b4,1,0.972436,0.001194,[51 39] ; [92 71],[50.86956522 39.13043478] ; [92.13043478 70.86956522],0
