Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,40.511034,[84 11] ; [100 100],[59.25423729 35.74576271] ; [124.74576271  75.25423729],1
a7,1,0.404253,0.69564,[65 29] ; [131  73],[61.82550336 32.17449664] ; [134.17449664  69.82550336],0
r3,1,0.474689,0.511041,[91  5] ; [187  15],[89.55704698  6.44295302] ; [188.44295302  13.55704698],0
a3,1,0.500569,0.45373,[59 37] ; [117  87],[56.32 39.68] ; [119.68  84.32],0
d3,1,0.523442,0.407107,[41 53] ; [ 81 123],[38.48322148 55.51677852] ; [ 83.51677852 120.48322148],0
s1,1,0.579786,0.30658,[ 3 93] ; [  9 192],[ 3.87878788 92.12121212] ; [  8.12121212 192.87878788],0
u1,1,0.609617,0.260733,[ 5 91] ; [  8 196],[ 4.16 91.84] ; [  8.84 195.16],0
a5,1,0.627139,0.23596,[56 40] ; [125  79],[57.92 38.08] ; [123.08  80.92],0
b4,1,0.697526,0.151058,[55 41] ; [112  92],[53.44 42.56] ; [113.56  90.44],0
d4,1,0.73217,0.117128,[58 38] ; [119  85],[56.64 39.36] ; [120.36  83.64],0
a1,1,0.751925,0.09992,[ 4 92] ; [  7 197],[ 3.52 92.48] ; [  7.48 196.52],0
a6,1,0.78467,0.074659,[59 37] ; [122  82],[57.92 38.08] ; [123.08  80.92],0
d2,1,0.860371,0.030941,[13 83] ; [ 26 177],[12.52173913 83.47826087] ; [ 26.47826087 176.52173913],0
s3,1,0.893572,0.017899,[49 46] ; [102  99],[48.46283784 46.53716216] ; [102.53716216  98.46283784],0
d5,1,0.929683,0.007787,[55 40] ; [117  87],[54.64882943 40.35117057] ; [117.35117057  86.64882943],0
v4,1,0.934526,0.006749,[90  6] ; [187  13],[89.83783784  6.16216216] ; [187.16216216  12.83783784],0
