Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.001097,10.656391,[25 38] ; [ 4 36],[17.73786408 45.26213592] ; [11.26213592 28.73786408],0
p1,1,0.577044,0.311038,[ 3 59] ; [ 3 37],[ 3.64705882 58.35294118] ; [ 2.35294118 37.64705882],0
b5,1,0.633002,0.228011,[38 25] ; [26 14],[39.14563107 23.85436893] ; [24.85436893 15.14563107],0
p3,1,0.67433,0.176579,[15 48] ; [11 29],[15.90291262 47.09708738] ; [10.09708738 29.90291262],0
b4,1,0.703249,0.145114,[37 26] ; [25 15],[37.9223301 25.0776699] ; [24.0776699 15.9223301],0
u2,1,0.753386,0.098707,[21 14] ; [16  9],[21.58333333 13.41666667] ; [15.41666667  9.58333333],0
v3,1,0.764242,0.089949,[12 49] ; [ 8 28],[12.57731959 48.42268041] ; [ 7.42268041 28.57731959],0
d3,1,0.778619,0.079028,[37 26] ; [24 15],[37.67647059 25.32352941] ; [23.32352941 15.67647059],0
a7,1,0.787928,0.072362,[42 21] ; [27 12],[42.61764706 20.38235294] ; [26.38235294 12.61764706],0
p4,1,0.802398,0.062623,[19 44] ; [13 27],[19.57281553 43.42718447] ; [12.42718447 27.57281553],0
v1,1,0.816804,0.053665,[19 42] ; [11 27],[18.48484848 42.51515152] ; [11.51515152 26.48484848],0
r1,1,0.830786,0.045665,[36 27] ; [22 18],[35.47572816 27.52427184] ; [22.52427184 17.47572816],0
b3,1,0.847789,0.036841,[ 8 24] ; [ 5 17],[ 7.7037037 24.2962963] ; [ 5.2962963 16.7037037],0
b2,1,0.847789,0.036841,[ 8 24] ; [ 5 17],[ 7.7037037 24.2962963] ; [ 5.2962963 16.7037037],0
s7,1,0.96513,0.001911,[16 47] ; [ 9 27],[15.90909091 47.09090909] ; [ 9.09090909 26.90909091],0
s6,1,0.980105,0.000622,[24 38] ; [15 24],[23.94059406 38.05940594] ; [15.05940594 23.94059406],0
