Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,48.176808,[103  23] ; [ 5 25],[87.23076923 38.76923077] ; [20.76923077  9.23076923],1
d4,1,0.076616,3.135272,[95 30] ; [18 12],[91.12903226 33.87096774] ; [21.87096774  8.12903226],0
d1,1,0.080767,3.04939,[60 66] ; [ 9 21],[55.73076923 70.26923077] ; [13.26923077 16.73076923],0
b5,1,0.107761,2.586751,[79 47] ; [14 16],[75.11538462 50.88461538] ; [17.88461538 12.11538462],0
a5,1,0.12263,2.383401,[86 40] ; [16 14],[82.38461538 43.61538462] ; [19.61538462 10.38461538],0
a6,1,0.13,2.292507,[85 40] ; [16 14],[81.4516129 43.5483871] ; [19.5483871 10.4516129],0
v3,1,0.149032,2.082128,[34 80] ; [ 5 25],[30.875 83.125] ; [ 8.125 21.875],0
a7,1,0.196067,1.671429,[87 39] ; [17 13],[84. 42.] ; [20. 10.],0
p1,1,0.201941,1.628283,[  8 117] ; [ 4 26],[  9.67741935 115.32258065] ; [ 2.32258065 27.67741935],0
a3,1,0.243451,1.360502,[84 42] ; [16 13],[81.29032258 44.70967742] ; [18.70967742 10.29032258],0
b2,1,0.305855,1.048489,[18 50] ; [ 8 13],[19.86516854 48.13483146] ; [ 6.13483146 14.86516854],0
b3,1,0.305855,1.048489,[18 50] ; [ 8 13],[19.86516854 48.13483146] ; [ 6.13483146 14.86516854],0
n1,1,0.32175,0.981818,[14 26] ; [7 7],[15.55555556 24.44444444] ; [5.44444444 8.55555556],0
s5,1,0.364702,0.821636,[ 20 100] ; [ 3 27],[ 18.4 101.6] ; [ 4.6 25.4],0
s1,1,0.391902,0.733033,[  7 116] ; [ 3 27],[  8.03921569 114.96078431] ; [ 1.96078431 28.03921569],0
b1,1,0.406577,0.688789,[65 61] ; [18 12],[67.03846154 58.96153846] ; [15.96153846 14.03846154],0
n2,1,0.415214,0.663822,[29 13] ; [8 6],[27.75 14.25] ; [9.25 4.75],0
n5,1,0.523717,0.406567,[54 70] ; [15 15],[55.55844156 68.44155844] ; [13.44155844 16.55844156],0
n4,1,0.562843,0.334805,[64 62] ; [17 13],[65.42307692 60.57692308] ; [15.57692308 14.42307692],0
a8,1,0.574549,0.31513,[ 12 106] ; [ 4 25],[ 12.84353741 105.15646259] ; [ 3.15646259 25.84353741],0
d2,1,0.619401,0.24671,[48 77] ; [13 17],[49.19354839 75.80645161] ; [11.80645161 18.19354839],0
a4,1,0.661312,0.191934,[45 81] ; [12 18],[46.03846154 79.96153846] ; [10.96153846 19.03846154],0
p5,1,0.741059,0.109198,[  6 117] ; [ 1 28],[  5.66447368 117.33552632] ; [ 1.33552632 27.66447368],0
a2,1,0.744603,0.106122,[ 22 104] ; [ 6 24],[ 22.61538462 103.38461538] ; [ 5.38461538 24.61538462],0
p6,1,0.77207,0.083908,[ 19 100] ; [ 4 25],[ 18.49324324 100.50675676] ; [ 4.50675676 24.49324324],0
b4,1,0.962231,0.002242,[72 54] ; [17 13],[71.88461538 54.11538462] ; [17.11538462 12.88461538],0
