Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,76.415499,[ 4 39] ; [102  20],[27.62424242 15.37575758] ; [78.37575758 43.62424242],1
a5,1,0.06113,3.50645,[19 24] ; [74 48],[24.23636364 18.76363636] ; [68.76363636 53.23636364],0
p10,1,0.06219,3.478003,[12 30] ; [54 66],[17.11111111 24.88888889] ; [48.88888889 71.11111111],0
n5,1,0.067203,3.350059,[31 12] ; [68 53],[25.95731707 17.04268293] ; [73.04268293 47.95731707],0
u2,1,0.070207,3.278172,[ 4 14] ; [22 25],[ 7.2 10.8] ; [18.8 28.2],0
v1,1,0.079555,3.073977,[10 33] ; [46 75],[14.68292683 28.31707317] ; [41.31707317 79.68292683],0
b1,1,0.085335,2.960239,[27 16] ; [58 64],[22.15151515 20.84848485] ; [62.84848485 59.15151515],0
b3,1,0.085436,2.958335,[13 15] ; [17 44],[ 9.43820225 18.56179775] ; [20.56179775 40.43820225],0
b2,1,0.085436,2.958335,[13 15] ; [17 44],[ 9.43820225 18.56179775] ; [20.56179775 40.43820225],0
d2,1,0.144143,2.133162,[14 28] ; [56 65],[18.03680982 23.96319018] ; [51.96319018 69.03680982],0
p1,1,0.288578,1.126243,[ 5 38] ; [  8 114],[ 3.38787879 39.61212121] ; [  9.61212121 112.38787879],0
v3,1,0.306857,1.044157,[10 33] ; [36 78],[12.59872611 30.40127389] ; [33.40127389 80.59872611],0
n2,1,0.318199,0.996335,[12 13] ; [26 17],[13.97058824 11.02941176] ; [24.02941176 18.97058824],0
a4,1,0.381999,0.764259,[13 28] ; [48 74],[15.34355828 25.65644172] ; [45.65644172 76.34355828],0
n3,1,0.388474,0.743714,[12 12] ; [25 16],[13.66153846 10.33846154] ; [23.33846154 17.66153846],0
p5,1,0.397635,0.715468,[ 1 40] ; [  7 115],[ 2.01226994 38.98773006] ; [  5.98773006 116.01226994],0
s4,1,0.416382,0.660503,[ 7 36] ; [ 14 108],[ 5.47272727 37.52727273] ; [ 15.52727273 106.47272727],0
p12,1,0.437765,0.602133,[ 1 42] ; [  1 121],[ 0.52121212 42.47878788] ; [  1.47878788 120.52121212],0
n1,1,0.50088,0.453072,[11 14] ; [15 27],[ 9.70149254 15.29850746] ; [16.29850746 25.70149254],0
s1,1,0.500953,0.452917,[ 5 38] ; [ 10 112],[ 3.90909091 39.09090909] ; [ 11.09090909 110.90909091],0
a8,1,0.630305,0.231647,[ 2 38] ; [  8 103],[ 2.64900662 37.35099338] ; [  7.35099338 103.64900662],0
n4,1,0.663988,0.188715,[27 16] ; [72 50],[25.8 17.2] ; [73.2 48.8],0
b4,1,0.704549,0.143783,[24 19] ; [64 58],[22.93333333 20.06666667] ; [65.06666667 56.93333333],0
a3,1,0.868053,0.0276,[25 16] ; [72 49],[24.54938272 16.45061728] ; [72.45061728 48.54938272],0
