Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,9e-06,19.786597,[79  8] ; [36 24],[68.06122449 18.93877551] ; [46.93877551 13.06122449],1
p4,1,0.409066,0.681515,[28 58] ; [16 45],[25.7414966 60.2585034] ; [18.2585034 42.7414966],0
a5,1,0.414194,0.666731,[44 43] ; [35 26],[46.43918919 40.56081081] ; [32.56081081 28.43918919],0
d4,1,0.415504,0.662998,[60 26] ; [38 22],[57.7260274 28.2739726] ; [40.2739726 19.7260274],0
v2,1,0.446735,0.578922,[33 53] ; [19 40],[30.84137931 55.15862069] ; [21.15862069 37.84137931],0
d1,1,0.467424,0.528059,[38 49] ; [23 38],[35.85810811 51.14189189] ; [25.14189189 35.85810811],0
p6,1,0.506339,0.441626,[18 66] ; [10 49],[16.44755245 67.55244755] ; [11.55244755 47.44755245],0
s3,1,0.513428,0.427075,[20 65] ; [17 43],[21.68965517 63.31034483] ; [15.31034483 44.68965517],0
n3,1,0.534645,0.385555,[22 10] ; [19 12],[20.82539683 11.17460317] ; [20.17460317 10.82539683],0
p1,1,0.540495,0.374622,[ 5 82] ; [ 5 55],[ 5.91836735 81.08163265] ; [ 4.08163265 55.91836735],0
u3,1,0.544796,0.366723,[19 24] ; [ 8 14],[17.86153846 25.13846154] ; [ 9.13846154 12.86153846],0
a6,1,0.556303,0.346145,[50 37] ; [38 23],[51.72972973 35.27027027] ; [36.27027027 24.72972973],0
b2,1,0.58077,0.304992,[16 38] ; [14 26],[17.23404255 36.76595745] ; [12.76595745 27.23404255],0
b3,1,0.58077,0.304992,[16 38] ; [14 26],[17.23404255 36.76595745] ; [12.76595745 27.23404255],0
a8,1,0.585297,0.297749,[ 9 68] ; [ 5 52],[ 8.04477612 68.95522388] ; [ 5.95522388 51.04477612],0
s5,1,0.612215,0.256962,[11 74] ; [ 6 53],[10.03472222 74.96527778] ; [ 6.96527778 52.03472222],0
s4,1,0.721127,0.127415,[ 7 79] ; [ 6 55],[ 7.60544218 78.39455782] ; [ 5.39455782 55.60544218],0
v1,1,0.770883,0.084809,[27 58] ; [18 43],[26.19863014 58.80136986] ; [18.80136986 42.19863014],0
p12,1,0.789902,0.070989,[ 2 85] ; [ 1 59],[ 1.7755102 85.2244898] ; [ 1.2244898 58.7755102],0
u4,1,0.799426,0.064562,[ 1 86] ; [ 1 60],[ 1.17567568 85.82432432] ; [ 0.82432432 60.17567568],0
a2,1,0.900892,0.015509,[15 72] ; [11 50],[15.28378378 71.71621622] ; [10.71621622 50.28378378],0
b4,1,0.926755,0.008451,[52 35] ; [36 25],[51.72972973 35.27027027] ; [36.27027027 24.72972973],0
d5,1,0.994317,5.1e-05,[57 30] ; [40 21],[57.02027027 29.97972973] ; [39.97972973 21.02027027],0
n1,1,1.0,0.0,[13 19] ; [13 19],[13. 19.] ; [13. 19.],0
