Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,38.239914,[13 59] ; [23  4],[26.18181818 45.81818182] ; [ 9.81818182 17.18181818],1
d4,1,0.248398,1.332292,[48 25] ; [21  6],[50.37 22.63] ; [18.63  8.37],0
u2,1,0.26424,1.246404,[13 19] ; [1 5],[11.78947368 20.21052632] ; [2.21052632 3.78947368],0
v4,1,0.266852,1.232858,[38 34] ; [17  9],[40.40816327 31.59183673] ; [14.59183673 11.40816327],0
p1,1,0.267205,1.23104,[ 8 66] ; [ 1 26],[ 6.59405941 67.40594059] ; [ 2.40594059 24.59405941],0
a5,1,0.299723,1.075428,[38 36] ; [17 10],[40.2970297 33.7029703] ; [14.7029703 12.2970297],0
n2,1,0.374392,0.789035,[16 18] ; [8 5],[17.36170213 16.63829787] ; [6.63829787 6.36170213],0
b5,1,0.409563,0.680068,[37 37] ; [16 11],[38.83168317 35.16831683] ; [14.16831683 12.83168317],0
n5,1,0.417579,0.657118,[44 29] ; [18  8],[45.71717172 27.28282828] ; [16.28282828  9.71717172],0
n1,1,0.421552,0.645984,[12 22] ; [ 3 10],[10.85106383 23.14893617] ; [4.14893617 8.85106383],0
d2,1,0.480396,0.497964,[29 43] ; [13 14],[30.54545455 41.45454545] ; [11.45454545 15.54545455],0
a7,1,0.484384,0.488977,[35 37] ; [11 16],[33.45454545 38.54545455] ; [12.54545455 14.45454545],0
a2,1,0.497238,0.460827,[ 9 65] ; [ 2 25],[ 8.05940594 65.94059406] ; [ 2.94059406 24.05940594],0
n3,1,0.538869,0.37764,[17 16] ; [8 5],[17.93478261 15.06521739] ; [7.06521739 5.93478261],0
r2,1,0.561771,0.336647,[39 31] ; [15  9],[40.21276596 29.78723404] ; [13.78723404 10.21276596],0
v3,1,0.564363,0.332206,[15 58] ; [ 7 20],[16.06 56.94] ; [ 5.94 21.06],0
a6,1,0.77568,0.081198,[36 38] ; [14 13],[36.63366337 37.36633663] ; [13.36633663 13.63366337],0
r1,1,0.856996,0.032472,[23 50] ; [ 8 19],[22.63 50.37] ; [ 8.37 18.63],0
a1,1,0.885124,0.020873,[ 9 65] ; [ 3 24],[ 8.79207921 65.20792079] ; [ 3.20792079 23.79207921],0
b1,1,0.893325,0.017982,[40 34] ; [15 12],[40.2970297 33.7029703] ; [14.7029703 12.2970297],0
a4,1,0.903965,0.014557,[28 45] ; [10 17],[27.74 45.26] ; [10.26 16.74],0
u1,1,0.908128,0.013317,[ 6 68] ; [ 2 25],[ 5.86138614 68.13861386] ; [ 2.13861386 24.86138614],0
p5,1,0.926733,0.008456,[ 3 70] ; [ 1 26],[ 2.92 70.08] ; [ 1.08 25.92],0
a8,1,0.964005,0.002037,[ 5 65] ; [ 2 25],[ 5.05154639 64.94845361] ; [ 1.94845361 25.05154639],0
