Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.001771,9.773077,[ 2 24] ; [8 8],[ 6.19047619 19.80952381] ; [ 3.80952381 12.19047619],0
p4,1,0.454107,0.560381,[12 15] ; [9 7],[13.18604651 13.81395349] ; [7.81395349 8.18604651],0
p10,1,0.46118,0.54303,[13 14] ; [9 6],[14.14285714 12.85714286] ; [7.85714286 7.14285714],0
s3,1,0.482096,0.494118,[12 15] ; [ 5 10],[10.92857143 16.07142857] ; [6.07142857 8.92857143],0
a7,1,0.496744,0.461887,[14 13] ; [10  6],[15.06976744 11.93023256] ; [8.93023256 7.06976744],0
d4,1,0.511939,0.430102,[21  6] ; [11  5],[20.09302326  6.90697674] ; [11.90697674  4.09302326],0
p7,1,0.554536,0.349253,[11 16] ; [8 8],[11.93023256 15.06976744] ; [7.06976744 8.93023256],0
s1,1,0.578405,0.30882,[ 2 25] ; [ 2 14],[ 2.51162791 24.48837209] ; [ 1.48837209 14.51162791],0
d3,1,0.607437,0.263924,[13 14] ; [9 7],[13.81395349 13.18604651] ; [8.18604651 7.81395349],0
p11,1,0.607437,0.263924,[13 14] ; [9 7],[13.81395349 13.18604651] ; [8.18604651 7.81395349],0
d2,1,0.626689,0.236578,[15 11] ; [8 8],[14.23809524 11.76190476] ; [8.76190476 7.23809524],0
u1,1,0.701537,0.146878,[ 1 26] ; [ 1 15],[ 1.25581395 25.74418605] ; [ 0.74418605 15.25581395],0
r4,1,0.706749,0.141546,[ 7 20] ; [ 5 11],[ 7.53488372 19.46511628] ; [ 4.46511628 11.53488372],0
n5,1,0.781702,0.076786,[18  9] ; [10  6],[17.58139535  9.41860465] ; [10.41860465  5.58139535],0
r2,1,0.790078,0.070867,[13 12] ; [9 7],[13.41463415 11.58536585] ; [8.58536585 7.41463415],0
u2,1,0.793428,0.068571,[4 6] ; [1 1],[4.16666667 5.83333333] ; [0.83333333 1.16666667],0
n2,1,0.799846,0.064286,[6 8] ; [2 2],[6.22222222 7.77777778] ; [1.77777778 2.22222222],0
a4,1,0.808497,0.058741,[12 14] ; [8 8],[12.38095238 13.61904762] ; [7.61904762 8.38095238],0
r3,1,0.810309,0.057613,[17 10] ; [10  5],[17.35714286  9.64285714] ; [9.64285714 5.35714286],0
d5,1,0.83491,0.043434,[21  6] ; [12  4],[20.72093023  6.27906977] ; [12.27906977  3.72093023],0
a1,1,0.89077,0.01886,[ 3 24] ; [ 2 14],[ 3.13953488 23.86046512] ; [ 1.86046512 14.13953488],0
n4,1,0.910958,0.012506,[19  8] ; [11  5],[18.8372093  8.1627907] ; [11.1627907  4.8372093],0
