Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.733726,[ 2 26] ; [27 16],[11.43661972 16.56338028] ; [17.56338028 25.43661972],1
d3,1,0.241691,1.370703,[11 17] ; [23 20],[13.4084507 14.5915493] ; [20.5915493 22.4084507],0
s1,1,0.312676,1.01934,[ 4 24] ; [ 3 40],[ 2.76056338 25.23943662] ; [ 4.23943662 38.76056338],0
a7,1,0.381209,0.766799,[12 16] ; [23 20],[13.8028169 14.1971831] ; [21.1971831 21.8028169],0
a4,1,0.39985,0.708776,[ 8 19] ; [17 26],[ 9.64285714 17.35714286] ; [15.35714286 27.64285714],0
d2,1,0.402804,0.69994,[15 12] ; [19 23],[13.30434783 13.69565217] ; [20.69565217 21.30434783],0
d4,1,0.430631,0.62112,[17 11] ; [30 13],[18.53521127  9.46478873] ; [28.46478873 14.53521127],0
n3,1,0.464214,0.535714,[8 6] ; [7 9],[7. 7.] ; [8. 8.],0
p7,1,0.49526,0.465078,[ 7 21] ; [14 29],[ 8.28169014 19.71830986] ; [12.71830986 30.28169014],0
n5,1,0.527486,0.399233,[19  9] ; [26 17],[17.74647887 10.25352113] ; [27.25352113 15.74647887],0
s7,1,0.532447,0.38972,[ 5 22] ; [10 30],[ 6.04477612 20.95522388] ; [ 8.95522388 31.04477612],0
b1,1,0.560904,0.338142,[13 15] ; [23 20],[14.1971831 13.8028169] ; [21.8028169 21.1971831],0
a5,1,0.565494,0.330281,[15 13] ; [26 17],[16.16901408 11.83098592] ; [24.83098592 18.16901408],0
a6,1,0.631209,0.230425,[14 14] ; [24 19],[14.98591549 13.01408451] ; [23.01408451 19.98591549],0
s4,1,0.635092,0.225219,[ 4 24] ; [ 8 35],[ 4.73239437 23.26760563] ; [ 7.26760563 35.73239437],0
p3,1,0.648989,0.207177,[ 6 22] ; [11 31],[ 6.8 21.2] ; [10.2 31.8],0
v1,1,0.653332,0.201725,[ 7 20] ; [13 29],[ 7.82608696 19.17391304] ; [12.17391304 29.82608696],0
d1,1,0.682891,0.16689,[11 17] ; [19 24],[11.83098592 16.16901408] ; [18.16901408 24.83098592],0
b2,1,0.715137,0.1332,[ 9 13] ; [12 14],[ 9.625 12.375] ; [11.375 14.625],0
b3,1,0.715137,0.1332,[ 9 13] ; [12 14],[ 9.625 12.375] ; [11.375 14.625],0
a1,1,0.742183,0.108218,[ 4 24] ; [ 5 38],[ 3.54929577 24.45070423] ; [ 5.45070423 37.54929577],0
p12,1,0.756503,0.096147,[ 1 27] ; [ 1 42],[ 0.78873239 27.21126761] ; [ 1.21126761 41.78873239],0
p5,1,0.833385,0.044252,[ 1 26] ; [ 2 40],[ 1.17391304 25.82608696] ; [ 1.82608696 40.17391304],0
a2,1,0.905287,0.014158,[ 3 25] ; [ 5 38],[ 3.15492958 24.84507042] ; [ 4.84507042 38.15492958],0
u1,1,0.978671,0.000715,[ 2 26] ; [ 3 40],[ 1.97183099 26.02816901] ; [ 3.02816901 39.97183099],0
v3,1,0.978962,0.000695,[ 6 21] ; [ 9 32],[ 5.95588235 21.04411765] ; [ 9.04411765 31.95588235],0
