Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.334004,[50 33] ; [ 3 27],[38.92920354 44.07079646] ; [14.07079646 15.92920354],1
s4,1,0.464751,0.534428,[16 67] ; [ 4 26],[14.69026549 68.30973451] ; [ 5.30973451 24.69026549],0
a6,1,0.551216,0.355142,[44 39] ; [14 16],[42.60176991 40.39823009] ; [15.39823009 14.60176991],0
u1,1,0.630905,0.230835,[ 6 77] ; [ 3 27],[ 6.61061947 76.38938053] ; [ 2.38938053 27.61061947],0
n1,1,0.653484,0.201536,[10 21] ; [4 6],[10.58536585 20.41463415] ; [3.41463415 6.58536585],0
n5,1,0.708697,0.139582,[55 28] ; [21  9],[55.82300885 27.17699115] ; [20.17699115  9.82300885],0
d2,1,0.76958,0.085805,[37 45] ; [14 15],[37.67567568 44.32432432] ; [13.32432432 15.67567568],0
d1,1,0.911933,0.012233,[35 48] ; [13 17],[35.25663717 47.74336283] ; [12.74336283 17.25663717],0
b1,1,0.911933,0.012233,[35 48] ; [13 17],[35.25663717 47.74336283] ; [12.74336283 17.25663717],0
v3,1,0.925996,0.008627,[18 62] ; [ 7 23],[18.18181818 61.81818182] ; [ 6.81818182 23.18181818],0
s1,1,0.934545,0.006745,[ 3 79] ; [ 1 29],[ 2.92857143 79.07142857] ; [ 1.07142857 28.92857143],0
b3,1,0.950297,0.003886,[20 23] ; [ 9 10],[20.11290323 22.88709677] ; [ 8.88709677 10.11290323],0
b2,1,0.950297,0.003886,[20 23] ; [ 9 10],[20.11290323 22.88709677] ; [ 8.88709677 10.11290323],0
v2,1,0.951678,0.003672,[25 54] ; [ 9 20],[24.87037037 54.12962963] ; [ 9.12962963 19.87037037],0
a8,1,0.952469,0.003553,[ 8 69] ; [ 3 27],[ 7.91588785 69.08411215] ; [ 3.08411215 26.91588785],0
a2,1,0.954355,0.003276,[ 8 75] ; [ 3 27],[ 8.07964602 74.92035398] ; [ 2.92035398 27.07964602],0
d3,1,0.954897,0.003199,[42 41] ; [15 15],[41.86725664 41.13274336] ; [15.13274336 14.86725664],0
