Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,101.665709,[  6 105] ; [187 119],[51.37410072 59.62589928] ; [141.62589928 164.37410072],1
n4,1,0.141687,2.159536,[66 43] ; [209  97],[72.22891566 36.77108434] ; [202.77108434 103.22891566],0
p9,1,0.147846,2.094336,[70 38] ; [216  83],[75.89189189 32.10810811] ; [210.10810811  88.89189189],0
p12,1,0.150893,2.063202,[  1 108] ; [ 11 294],[  3.15942029 105.84057971] ; [  8.84057971 296.15942029],0
s6,1,0.164839,1.929268,[43 66] ; [142 159],[49.18292683 59.81707317] ; [135.81707317 165.18292683],0
u2,1,0.203031,1.620434,[26 37] ; [51 48],[29.94444444 33.05555556] ; [47.05555556 51.94444444],0
p1,1,0.288402,1.127068,[  9 102] ; [ 16 286],[  6.71912833 104.28087167] ; [ 18.28087167 283.71912833],0
a1,1,0.302036,1.065185,[  7 104] ; [ 12 294],[  5.05755396 105.94244604] ; [ 13.94244604 292.05755396],0
b5,1,0.30388,1.05709,[62 49] ; [188 118],[66.54676259 44.45323741] ; [183.45323741 122.54676259],0
s5,1,0.377665,0.778288,[19 90] ; [ 64 235],[22.17401961 86.82598039] ; [ 60.82598039 238.17401961],0
n2,1,0.407198,0.686968,[29 11] ; [50 27],[27.00854701 12.99145299] ; [51.99145299 25.00854701],0
n3,1,0.510548,0.432943,[25 14] ; [54 23],[26.56034483 12.43965517] ; [52.43965517 24.56034483],0
s4,1,0.523531,0.406931,[18 92] ; [ 42 261],[15.98062954 94.01937046] ; [ 44.01937046 258.98062954],0
v3,1,0.546755,0.363163,[29 79] ; [ 88 206],[31.43283582 76.56716418] ; [ 85.56716418 208.43283582],0
s3,1,0.62148,0.243793,[44 63] ; [116 186],[41.85819071 65.14180929] ; [118.14180929 183.85819071],0
v1,1,0.639702,0.219132,[42 66] ; [124 175],[44.04914005 63.95085995] ; [121.95085995 177.04914005],0
b3,1,0.651795,0.203645,[19 45] ; [ 43 118],[17.63555556 46.36444444] ; [ 44.36444444 116.63555556],0
b2,1,0.651795,0.203645,[19 45] ; [ 43 118],[17.63555556 46.36444444] ; [ 44.36444444 116.63555556],0
b4,1,0.661061,0.192237,[63 48] ; [181 125],[64.94964029 46.05035971] ; [179.05035971 126.94964029],0
a8,1,0.709886,0.138391,[10 93] ; [ 31 250],[10.99739583 92.00260417] ; [ 30.00260417 250.99739583],0
n1,1,0.745254,0.105562,[12 27] ; [26 51],[12.77586207 26.22413793] ; [25.22413793 51.77586207],0
p5,1,0.768797,0.086406,[  5 105] ; [ 16 288],[  5.57971014 104.42028986] ; [ 15.42028986 288.57971014],0
s2,1,0.883801,0.021361,[31 78] ; [ 89 216],[31.5942029 77.4057971] ; [ 88.4057971 216.5942029],0
n5,1,0.935611,0.006527,[70 38] ; [199 106],[70.34382567 37.65617433] ; [198.65617433 106.34382567],0
