Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.000596,11.786973,[ 3 25] ; [23 23],[ 9.83783784 18.16216216] ; [16.16216216 29.83783784],1
s2,1,0.430637,0.621104,[19  9] ; [27 19],[17.40540541 10.59459459] ; [28.59459459 17.40540541],0
r2,1,0.521653,0.410623,[25  3] ; [43  3],[25.72972973  2.27027027] ; [42.27027027  3.72972973],0
d4,1,0.539393,0.376667,[23  5] ; [35 11],[21.94594595  6.05405405] ; [36.05405405  9.94594595],0
b4,1,0.544795,0.366724,[19  9] ; [28 18],[17.78378378 10.21621622] ; [29.21621622 16.78378378],0
b2,1,0.546328,0.363937,[5 8] ; [15 16],[5.90909091 7.09090909] ; [14.09090909 16.90909091],0
b3,1,0.546328,0.363937,[5 8] ; [15 16],[5.90909091 7.09090909] ; [14.09090909 16.90909091],0
v3,1,0.578204,0.309147,[ 7 19] ; [14 28],[ 8.02941176 17.97058824] ; [12.97058824 29.02941176],0
v4,1,0.595234,0.282245,[26  2] ; [41  5],[25.35135135  2.64864865] ; [41.64864865  4.35135135],0
p8,1,0.623627,0.240803,[12 14] ; [24 22],[13. 13.] ; [23. 23.],0
u2,1,0.639207,0.21978,[10  3] ; [6 1],[10.4  2.6] ; [5.6 1.4],0
s8,1,0.696344,0.152304,[17 11] ; [30 16],[17.78378378 10.21621622] ; [29.21621622 16.78378378],0
n1,1,0.71714,0.13125,[3 5] ; [ 9 11],[3.42857143 4.57142857] ; [ 8.57142857 11.42857143],0
r3,1,0.735079,0.114499,[24  3] ; [42  4],[24.4109589  2.5890411] ; [41.5890411  4.4109589],0
s5,1,0.769703,0.085711,[12 15] ; [18 26],[11.4084507 15.5915493] ; [18.5915493 25.4084507],0
n5,1,0.804165,0.061485,[11 17] ; [19 26],[11.50684932 16.49315068] ; [18.49315068 26.50684932],0
s6,1,0.846666,0.037393,[22  6] ; [37  9],[22.32432432  5.67567568] ; [36.67567568  9.32432432],0
p12,1,0.869545,0.026973,[ 1 27] ; [ 2 44],[ 1.13513514 26.86486486] ; [ 1.86486486 44.13513514],0
d5,1,0.915824,0.011171,[21  7] ; [35 11],[21.18918919  6.81081081] ; [34.81081081 11.18918919],0
p6,1,0.988578,0.000205,[ 9 17] ; [16 30],[ 9.02777778 16.97222222] ; [15.97222222 30.02777778],0
