Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.731002,[149  13] ; [54 26],[135.89256198  26.10743802] ; [67.10743802 12.89256198],1
a7,1,0.348913,0.877407,[118  43] ; [54 26],[114.90456432  46.09543568] ; [57.09543568 22.90456432],0
p1,1,0.368964,0.807152,[ 25 136] ; [ 9 71],[ 22.71369295 138.28630705] ; [11.28630705 68.71369295],0
b2,1,0.423366,0.640953,[47 57] ; [20 32],[44.66666667 59.33333333] ; [22.33333333 29.66666667],0
b3,1,0.423366,0.640953,[47 57] ; [20 32],[44.66666667 59.33333333] ; [22.33333333 29.66666667],0
r2,1,0.477071,0.50555,[154   5] ; [76  4],[153.0125523   5.9874477] ; [76.9874477  3.0125523],0
u4,1,0.481286,0.495948,[  7 155] ; [ 2 78],[  6.02479339 155.97520661] ; [ 2.97520661 77.02479339],0
d4,1,0.563638,0.333444,[143  18] ; [69 11],[141.62655602  19.37344398] ; [70.37344398  9.62655602],0
a8,1,0.573957,0.316107,[ 21 131] ; [12 60],[ 22.39285714 129.60714286] ; [10.60714286 61.39285714],0
n1,1,0.631573,0.229933,[15 16] ; [ 7 10],[14.20833333 16.79166667] ; [7.79166667 9.20833333],0
d3,1,0.713818,0.134493,[120  42] ; [61 19],[121.16528926  40.83471074] ; [59.83471074 20.16528926],0
u3,1,0.742528,0.107917,[24 10] ; [18  9],[23.40983607 10.59016393] ; [18.59016393  8.40983607],0
u2,1,0.75592,0.096623,[22 13] ; [18  9],[22.58064516 12.41935484] ; [17.41935484  9.58064516],0
b4,1,0.766258,0.088371,[96 66] ; [49 31],[97.0661157 64.9338843] ; [47.9338843 32.0661157],0
r1,1,0.775034,0.08168,[136  26] ; [66 14],[135.2231405  26.7768595] ; [66.7768595 13.2231405],0
n2,1,0.788067,0.072265,[23  8] ; [12  5],[22.60416667  8.39583333] ; [12.39583333  4.60416667],0
v4,1,0.833715,0.044074,[155   7] ; [77  3],[155.30578512   6.69421488] ; [76.69421488  3.30578512],0
s8,1,0.87067,0.026506,[105  57] ; [51 29],[104.42975207  57.57024793] ; [51.57024793 28.42975207],0
p11,1,0.87206,0.025934,[133  29] ; [65 15],[132.54545455  29.45454545] ; [65.45454545 14.54545455],0
v1,1,0.888848,0.019534,[102  58] ; [49 29],[101.51260504  58.48739496] ; [49.48739496 28.51260504],0
a6,1,0.897247,0.016677,[104  57] ; [51 29],[103.54771784  57.45228216] ; [51.45228216 28.54771784],0
n6,1,0.963479,0.002097,[145  16] ; [71  8],[144.9  16.1] ; [71.1  7.9],0
n4,1,0.969621,0.00145,[138  24] ; [68 12],[137.90082645  24.09917355] ; [68.09917355 11.90082645],0
s3,1,0.981932,0.000513,[114  48] ; [55 23],[114.075  47.925] ; [54.925 23.075],0
