Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,4.1e-05,16.814357,[13  1] ; [11 27],[6.46153846 7.53846154] ; [17.53846154 20.46153846],1
a7,1,0.226352,1.463641,[8 6] ; [15 24],[6.0754717 7.9245283] ; [16.9245283 22.0754717],0
r1,1,0.228716,1.448829,[6 8] ; [10 29],[4.22641509 9.77358491] ; [11.77358491 27.22641509],0
u3,1,0.24122,1.373452,[1 3] ; [ 1 16],[0.38095238 3.61904762] ; [ 1.61904762 15.38095238],0
n2,1,0.242809,1.364211,[3 2] ; [ 6 13],[1.875 3.125] ; [ 7.125 11.875],0
s3,1,0.255958,1.290486,[6 7] ; [11 27],[4.33333333 8.66666667] ; [12.66666667 25.33333333],0
u1,1,0.265831,1.238133,[ 2 12] ; [ 2 37],[ 1.05660377 12.94339623] ; [ 2.94339623 36.05660377],0
v3,1,0.279349,1.170253,[ 4 10] ; [ 6 33],[ 2.64150943 11.35849057] ; [ 7.35849057 31.64150943],0
a2,1,0.289547,1.121727,[ 3 11] ; [ 4 35],[ 1.8490566 12.1509434] ; [ 5.1509434 33.8490566],0
a6,1,0.316852,1.001897,[5 9] ; [20 19],[6.60377358 7.39622642] ; [18.39622642 20.60377358],0
s1,1,0.332636,0.938609,[ 1 13] ; [ 7 32],[ 2.11320755 11.88679245] ; [ 5.88679245 33.11320755],0
a3,1,0.373578,0.791729,[10  4] ; [22 16],[8.61538462 5.38461538] ; [23.38461538 14.61538462],0
n5,1,0.412645,0.671167,[8 6] ; [27 12],[9.24528302 4.75471698] ; [25.75471698 13.24528302],0
b2,1,0.416184,0.661065,[3 9] ; [10 16],[4.10526316 7.89473684] ; [ 8.89473684 17.10526316],0
b3,1,0.416184,0.661065,[3 9] ; [10 16],[4.10526316 7.89473684] ; [ 8.89473684 17.10526316],0
p12,1,0.440573,0.594789,[ 1 13] ; [ 1 38],[ 0.52830189 13.47169811] ; [ 1.47169811 37.52830189],0
b5,1,0.480472,0.497793,[8 6] ; [18 21],[6.86792453 7.13207547] ; [19.13207547 19.86792453],0
n4,1,0.508009,0.438166,[10  4] ; [24 15],[8.98113208 5.01886792] ; [25.01886792 13.98113208],0
p8,1,0.551879,0.353962,[ 3 10] ; [ 6 32],[ 2.29411765 10.70588235] ; [ 6.70588235 31.29411765],0
r2,1,0.693329,0.155506,[5 8] ; [17 21],[5.60784314 7.39215686] ; [16.39215686 21.60784314],0
a8,1,0.766764,0.087977,[ 1 12] ; [ 4 34],[ 1.2745098 11.7254902] ; [ 3.7254902 34.2745098],0
p3,1,0.831064,0.045512,[ 4 10] ; [10 29],[ 3.69811321 10.30188679] ; [10.30188679 28.69811321],0
p7,1,0.877877,0.023612,[ 4 10] ; [12 27],[4.22641509 9.77358491] ; [11.77358491 27.22641509],0
n1,1,0.896743,0.016842,[2 3] ; [ 7 12],[1.875 3.125] ; [ 7.125 11.875],0
s4,1,0.921516,0.009707,[ 2 12] ; [ 6 33],[ 2.11320755 11.88679245] ; [ 5.88679245 33.11320755],0
p5,1,0.928087,0.008145,[ 1 13] ; [ 3 35],[ 1.07692308 12.92307692] ; [ 2.92307692 35.07692308],0
u2,1,0.950458,0.00386,[1 3] ; [ 4 13],[0.95238095 3.04761905] ; [ 4.04761905 12.95238095],0
