Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,23.971076,[44  2] ; [18 19],[34.36144578 11.63855422] ; [27.63855422  9.36144578],1
p6,1,0.337356,0.920455,[10 35] ; [ 5 31],[ 8.33333333 36.66666667] ; [ 6.66666667 29.33333333],0
n5,1,0.339703,0.911553,[29 16] ; [20 17],[26.8902439 18.1097561] ; [22.1097561 14.8902439],0
n1,1,0.370682,0.801376,[10  6] ; [ 9 10],[8.68571429 7.31428571] ; [10.31428571  8.68571429],0
p7,1,0.37738,0.779221,[15 29] ; [ 9 27],[13.2 30.8] ; [10.8 25.2],0
p5,1,0.394459,0.725153,[ 3 41] ; [ 1 36],[ 2.17283951 41.82716049] ; [ 1.82716049 35.17283951],0
a2,1,0.43304,0.614657,[ 1 45] ; [ 2 35],[ 1.6626506 44.3373494] ; [ 1.3373494 35.6626506],0
p8,1,0.436606,0.605187,[ 8 38] ; [ 9 28],[ 9.42168675 36.57831325] ; [ 7.57831325 29.42168675],0
p4,1,0.456239,0.555105,[16 29] ; [10 26],[14.44444444 30.55555556] ; [11.55555556 24.44444444],0
b1,1,0.506854,0.440557,[24 22] ; [22 15],[25.4939759 20.5060241] ; [20.5060241 16.4939759],0
s1,1,0.528106,0.398034,[ 4 40] ; [ 5 32],[ 4.88888889 39.11111111] ; [ 4.11111111 32.88888889],0
a5,1,0.539841,0.375835,[23 23] ; [21 16],[24.38554217 21.61445783] ; [19.61445783 17.38554217],0
v3,1,0.605107,0.267361,[11 33] ; [10 23],[12. 32.] ; [ 9. 24.],0
s3,1,0.614662,0.253442,[20 25] ; [14 22],[18.88888889 26.11111111] ; [15.11111111 20.88888889],0
d1,1,0.619434,0.246665,[15 31] ; [14 23],[16.07228916 29.92771084] ; [12.92771084 24.07228916],0
a4,1,0.632347,0.228892,[19 27] ; [13 23],[17.95121951 28.04878049] ; [14.04878049 21.95121951],0
d5,1,0.640453,0.218151,[25 21] ; [22 15],[26.04819277 19.95180723] ; [20.95180723 16.04819277],0
d2,1,0.65271,0.2025,[21 24] ; [15 21],[20. 25.] ; [16. 20.],0
p1,1,0.671768,0.179541,[ 5 41] ; [ 3 34],[ 4.43373494 41.56626506] ; [ 3.56626506 33.43373494],0
d4,1,0.708395,0.139885,[28 18] ; [24 13],[28.81927711 17.18072289] ; [23.18072289 13.81927711],0
p3,1,0.712454,0.135838,[12 34] ; [11 26],[12.74698795 33.25301205] ; [10.25301205 26.74698795],0
b2,1,0.772526,0.083563,[13 18] ; [11 13],[13.52727273 17.47272727] ; [10.47272727 13.52727273],0
b3,1,0.772526,0.083563,[13 18] ; [11 13],[13.52727273 17.47272727] ; [10.47272727 13.52727273],0
n4,1,0.787633,0.072569,[26 20] ; [22 15],[26.60240964 19.39759036] ; [21.39759036 15.60240964],0
s4,1,0.817513,0.053243,[ 9 37] ; [ 8 29],[ 9.42168675 36.57831325] ; [ 7.57831325 29.42168675],0
a3,1,0.826289,0.048164,[25 21] ; [21 16],[25.4939759 20.5060241] ; [20.5060241 16.4939759],0
d3,1,0.845365,0.038039,[14 32] ; [12 25],[14.40963855 31.59036145] ; [11.59036145 25.40963855],0
u1,1,0.875914,0.024383,[ 1 45] ; [ 1 36],[ 1.10843373 44.89156627] ; [ 0.89156627 36.10843373],0
u4,1,0.875914,0.024383,[ 1 45] ; [ 1 36],[ 1.10843373 44.89156627] ; [ 0.89156627 36.10843373],0
a6,1,0.934247,0.006807,[17 29] ; [14 23],[17.18072289 28.81927711] ; [13.81927711 23.18072289],0
