Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.001159,10.555213,[10 46] ; [15 14],[16.47058824 39.52941176] ; [ 8.52941176 20.47058824],0
n6,1,0.353016,0.862585,[37 19] ; [22  7],[38.87058824 17.12941176] ; [20.12941176  8.87058824],0
p8,1,0.356201,0.851242,[19 36] ; [13 16],[20.95238095 34.04761905] ; [11.04761905 17.95238095],0
a5,1,0.365198,0.81994,[33 23] ; [20  9],[34.91764706 21.08235294] ; [18.08235294 10.91764706],0
b2,1,0.374773,0.787776,[14 23] ; [10 10],[15.57894737 21.42105263] ; [ 8.42105263 11.57894737],0
b3,1,0.374773,0.787776,[14 23] ; [10 10],[15.57894737 21.42105263] ; [ 8.42105263 11.57894737],0
s5,1,0.409034,0.681606,[10 43] ; [ 3 23],[ 8.72151899 44.27848101] ; [ 4.27848101 21.72151899],0
v3,1,0.425424,0.635284,[15 38] ; [10 17],[16.5625 36.4375] ; [ 8.4375 18.5625],0
a8,1,0.435829,0.607239,[ 5 50] ; [ 4 23],[ 6.03658537 48.96341463] ; [ 2.96341463 24.03658537],0
a6,1,0.453689,0.561419,[34 22] ; [20  9],[35.57647059 20.42352941] ; [18.42352941 10.57647059],0
p4,1,0.479778,0.499368,[24 31] ; [15 14],[25.53571429 29.46428571] ; [13.46428571 15.53571429],0
s1,1,0.481213,0.496114,[ 4 51] ; [ 1 28],[ 3.27380952 51.72619048] ; [ 1.72619048 27.27380952],0
p1,1,0.504711,0.445016,[ 2 53] ; [ 2 27],[ 2.61904762 52.38095238] ; [ 1.38095238 27.61904762],0
v2,1,0.576577,0.311801,[24 29] ; [15 14],[25.20731707 27.79268293] ; [13.79268293 15.20731707],0
p2,1,0.628376,0.234269,[39 16] ; [22  7],[39.94047619 15.05952381] ; [21.05952381  7.94047619],0
b4,1,0.6338,0.226943,[32 24] ; [15 14],[30.96470588 25.03529412] ; [16.03529412 12.96470588],0
n3,1,0.638227,0.221069,[13  4] ; [4 2],[12.56521739  4.43478261] ; [4.43478261 1.56521739],0
r4,1,0.656924,0.197281,[42 14] ; [23  6],[42.82352941 13.17647059] ; [22.17647059  6.82352941],0
p12,1,0.693575,0.155243,[ 3 53] ; [ 1 28],[ 2.63529412 53.36470588] ; [ 1.36470588 27.63529412],0
b1,1,0.727889,0.121059,[21 35] ; [12 17],[21.74117647 34.25882353] ; [11.25882353 17.74117647],0
n5,1,0.738804,0.111181,[38 17] ; [19 10],[37.32142857 17.67857143] ; [19.67857143  9.32142857],0
d1,1,0.758954,0.09416,[27 29] ; [15 14],[27.67058824 28.32941176] ; [14.32941176 14.67058824],0
d4,1,0.791593,0.069824,[41 15] ; [22  7],[41.50588235 14.49411765] ; [21.49411765  7.50588235],0
n2,1,0.794935,0.067552,[13  3] ; [6 1],[13.2173913  2.7826087] ; [5.7826087 1.2173913],0
p9,1,0.813214,0.055829,[40 16] ; [20  9],[39.52941176 16.47058824] ; [20.47058824  8.52941176],0
r3,1,0.866274,0.028356,[49  7] ; [25  4],[48.75294118  7.24705882] ; [25.24705882  3.75294118],0
d2,1,0.888315,0.019722,[26 30] ; [13 16],[25.69411765 30.30588235] ; [13.30588235 15.69411765],0
v1,1,0.890758,0.018864,[24 30] ; [12 16],[23.70731707 30.29268293] ; [12.29268293 15.70731707],0
a7,1,0.910314,0.012688,[36 20] ; [19 10],[36.23529412 19.76470588] ; [18.76470588 10.23529412],0
a1,1,0.966473,0.001767,[ 4 52] ; [ 2 27],[ 3.95294118 52.04705882] ; [ 2.04705882 26.95294118],0
p5,1,1.0,0.0,[ 2 52] ; [ 1 26],[ 2. 52.] ; [ 1. 26.],0
