Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,24.711266,[179  48] ; [17 24],[166.01492537  60.98507463] ; [29.98507463 11.01492537],1
p3,1,0.312427,1.020386,[145  84] ; [30 12],[147.87822878  81.12177122] ; [27.12177122 14.87822878],0
u3,1,0.32167,0.982143,[30 18] ; [3 4],[28.8 19.2] ; [4.2 2.8],0
r4,1,0.330822,0.945676,[215  14] ; [41  1],[216.32472325  12.67527675] ; [39.67527675  2.32472325],0
b1,1,0.364328,0.822918,[ 99 130] ; [15 27],[ 96.33210332 132.66789668] ; [17.66789668 24.33210332],0
a4,1,0.366851,0.814305,[110 119] ; [17 25],[107.31734317 121.68265683] ; [19.68265683 22.31734317],0
b5,1,0.387078,0.748101,[131  98] ; [21 21],[128.44280443 100.55719557] ; [23.55719557 18.44280443],0
r3,1,0.39068,0.736825,[227   2] ; [41  1],[226.46494465   2.53505535] ; [41.53505535  0.46494465],0
d3,1,0.406499,0.689016,[167  62] ; [28 14],[164.77859779  64.22140221] ; [30.22140221 11.77859779],0
p12,1,0.412508,0.67156,[ 26 202] ; [ 3 39],[ 24.48888889 203.51111111] ; [ 4.51111111 37.48888889],0
n2,1,0.455729,0.556364,[36  9] ; [4 2],[35.29411765  9.70588235] ; [4.70588235 1.29411765],0
a7,1,0.483156,0.491732,[159  69] ; [27 15],[157.06666667  70.93333333] ; [28.93333333 13.06666667],0
n5,1,0.500673,0.453509,[189  39] ; [33  9],[187.46666667  40.53333333] ; [34.53333333  7.46666667],0
p1,1,0.5018,0.451128,[ 24 204] ; [ 3 39],[ 22.8 205.2] ; [ 4.2 37.8],0
a6,1,0.512341,0.429283,[153  75] ; [26 16],[151.15555556  76.84444444] ; [27.84444444 14.15555556],0
r2,1,0.533762,0.387225,[214  10] ; [41  1],[214.73684211   9.26315789] ; [40.26315789  1.73684211],0
v1,1,0.552586,0.352705,[144  80] ; [29 13],[145.68421053  78.31578947] ; [27.31578947 14.68421053],0
a3,1,0.556732,0.345395,[181  47] ; [35  7],[182.4  45.6] ; [33.6  8.4],0
a1,1,0.660394,0.193045,[ 15 214] ; [ 2 40],[ 14.36531365 214.63468635] ; [ 2.63468635 39.36531365],0
n3,1,0.673105,0.177991,[34 11] ; [5 1],[34.41176471 10.58823529] ; [4.58823529 1.41176471],0
n4,1,0.692816,0.156054,[189  38] ; [36  6],[189.86988848  37.13011152] ; [35.13011152  6.86988848],0
p2,1,0.733818,0.115635,[209  20] ; [39  3],[209.56457565  19.43542435] ; [38.43542435  3.56457565],0
d2,1,0.738664,0.111304,[119 110] ; [23 19],[119.99261993 109.00738007] ; [22.00738007 19.99261993],0
b4,1,0.768856,0.08636,[131  98] ; [23 19],[130.13284133  98.86715867] ; [23.86715867 18.13284133],0
a8,1,0.785763,0.073884,[ 41 173] ; [ 8 30],[ 41.61111111 172.38888889] ; [ 7.38888889 30.61111111],0
s1,1,0.790621,0.070492,[  9 217] ; [ 2 39],[  9.31086142 216.68913858] ; [ 1.68913858 39.31086142],0
d1,1,0.841162,0.040163,[149  80] ; [28 14],[149.56826568  79.43173432] ; [27.43173432 14.56826568],0
p4,1,0.906059,0.013926,[171  58] ; [31 11],[170.69372694  58.30627306] ; [31.30627306 10.69372694],0
v4,1,0.92517,0.008822,[222   6] ; [41  1],[222.08888889   5.91111111] ; [40.91111111  1.08888889],0
n6,1,0.932986,0.007071,[201  26] ; [37  5],[200.8401487  26.1598513] ; [37.1598513  4.8401487],0
p8,1,0.947333,0.004363,[161  66] ; [30 12],[161.17843866  65.82156134] ; [29.82156134 12.17843866],0
a5,1,0.979921,0.000633,[185  44] ; [34  8],[185.05904059  43.94095941] ; [33.94095941  8.05904059],0
n1,1,1.0,0.0,[18 27] ; [2 3],[18. 27.] ; [2. 3.],0
