Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,23.160935,[258  23] ; [34 16],[247.89123867  33.10876133] ; [44.10876133  5.89123867],1
b2,1,0.703637,0.144716,[ 72 121] ; [ 8 16],[ 71.15207373 121.84792627] ; [ 8.84792627 15.15207373],0
b3,1,0.703637,0.144716,[ 72 121] ; [ 8 16],[ 71.15207373 121.84792627] ; [ 8.84792627 15.15207373],0
d3,1,0.825331,0.048706,[208  75] ; [36 14],[207.36336336  75.63663664] ; [36.63663664 13.36336336],0
r2,1,0.829281,0.046494,[264  13] ; [48  2],[264.29357798  12.70642202] ; [47.70642202  2.29357798],0
s8,1,0.834645,0.043575,[145 136] ; [25 25],[144.32024169 136.67975831] ; [25.67975831 24.32024169],0
a8,1,0.861673,0.030361,[ 45 212] ; [ 8 35],[ 45.40333333 211.59666667] ; [ 7.59666667 35.40333333],0
s7,1,0.900306,0.015694,[157 116] ; [26 20],[156.61128527 116.38871473] ; [26.38871473 19.61128527],0
b4,1,0.915338,0.011301,[167 117] ; [29 21],[166.65868263 117.34131737] ; [29.34131737 20.65868263],0
a1,1,0.927651,0.008245,[ 18 266] ; [ 3 47],[ 17.85628743 266.14371257] ; [ 3.14371257 46.85628743],0
a6,1,0.935391,0.006571,[199  83] ; [35 15],[198.75903614  83.24096386] ; [35.24096386 14.75903614],0
u4,1,0.959095,0.002631,[  6 278] ; [ 1 49],[  5.95209581 278.04790419] ; [ 1.04790419 48.95209581],0
