Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.811317,[91  5] ; [18 26],[74.74285714 21.25714286] ; [34.25714286  9.74285714],1
p8,1,0.083616,2.993176,[36 58] ; [10 33],[31.5620438 62.4379562] ; [14.4379562 28.5620438],0
u2,1,0.094955,2.788295,[17 20] ; [ 5 16],[14.03448276 22.96551724] ; [ 7.96551724 13.03448276],0
a6,1,0.124302,2.362259,[57 39] ; [20 24],[52.8 43.2] ; [24.2 19.8],0
p2,1,0.132984,2.257322,[65 31] ; [24 20],[61.02857143 34.97142857] ; [27.97142857 16.02857143],0
v3,1,0.133012,2.25699,[33 60] ; [10 34],[29.18978102 63.81021898] ; [13.81021898 30.18978102],0
d4,1,0.133529,2.250994,[74 21] ; [29 15],[70.39568345 24.60431655] ; [32.60431655 11.39568345],0
s3,1,0.140292,2.174754,[45 48] ; [15 28],[41.02941176 51.97058824] ; [18.97058824 24.02941176],0
p1,1,0.170649,1.877236,[ 8 87] ; [ 1 43],[ 6.15107914 88.84892086] ; [ 2.84892086 41.15107914],0
a8,1,0.170876,1.875242,[13 69] ; [ 3 39],[10.58064516 71.41935484] ; [ 5.41935484 36.58064516],0
d2,1,0.241127,1.373996,[50 45] ; [18 25],[46.8115942 48.1884058] ; [21.1884058 21.8115942],0
p7,1,0.248713,1.330516,[44 50] ; [16 28],[40.86956522 53.13043478] ; [19.13043478 24.86956522],0
a3,1,0.27567,1.188316,[58 37] ; [22 21],[55.07246377 39.92753623] ; [24.92753623 18.07246377],0
s1,1,0.310658,1.027874,[ 6 89] ; [ 1 43],[ 4.78417266 90.21582734] ; [ 2.21582734 41.78417266],0
b4,1,0.311633,1.02374,[61 35] ; [24 20],[58.28571429 37.71428571] ; [26.71428571 17.28571429],0
s5,1,0.359981,0.837959,[22 71] ; [ 7 35],[19.97777778 73.02222222] ; [ 9.02222222 32.97777778],0
p6,1,0.365668,0.818332,[28 67] ; [ 9 32],[25.84558824 69.15441176] ; [11.15441176 29.84558824],0
s2,1,0.367753,0.811244,[37 56] ; [14 30],[34.62043796 58.37956204] ; [16.37956204 27.62043796],0
b2,1,0.400027,0.708247,[21 41] ; [ 7 21],[19.28888889 42.71111111] ; [ 8.71111111 19.28888889],0
b3,1,0.400027,0.708247,[21 41] ; [ 7 21],[19.28888889 42.71111111] ; [ 8.71111111 19.28888889],0
d3,1,0.448028,0.575637,[61 35] ; [25 19],[58.97142857 37.02857143] ; [27.02857143 16.97142857],0
v2,1,0.45756,0.551856,[44 51] ; [17 26],[41.99275362 53.00724638] ; [19.00724638 23.99275362],0
b5,1,0.494664,0.466366,[62 34] ; [31 13],[63.77142857 32.22857143] ; [29.22857143 14.77142857],0
s4,1,0.523702,0.406597,[13 80] ; [ 8 36],[14.25547445 78.74452555] ; [ 6.74452555 37.25547445],0
p4,1,0.563012,0.334515,[43 53] ; [17 26],[41.43884892 54.56115108] ; [18.56115108 24.43884892],0
p12,1,0.568788,0.324715,[ 1 95] ; [ 1 43],[ 1.37142857 94.62857143] ; [ 0.62857143 43.37142857],0
a1,1,0.703233,0.14513,[ 5 91] ; [ 3 41],[ 5.48571429 90.51428571] ; [ 2.51428571 41.48571429],0
p3,1,0.833345,0.044274,[31 65] ; [15 29],[31.54285714 64.45714286] ; [14.45714286 29.54285714],0
b1,1,0.834764,0.043512,[44 52] ; [21 23],[44.57142857 51.42857143] ; [20.42857143 23.57142857],0
p9,1,0.907886,0.013388,[35 58] ; [15 26],[34.70149254 58.29850746] ; [15.29850746 25.70149254],0
n3,1,0.940505,0.00557,[21 12] ; [11  6],[21.12 11.88] ; [10.88  6.12],0
n2,1,0.948057,0.004244,[23 10] ; [12  5],[23.1  9.9] ; [11.9  5.1],0
