Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.020577,5.362262,[89 10] ; [37 12],[84.28378378 14.71621622] ; [41.71621622  7.28378378],0
a3,1,0.51398,0.425955,[66 33] ; [30 19],[64.21621622 34.78378378] ; [31.78378378 17.21621622],0
s3,1,0.515263,0.423365,[49 48] ; [27 21],[50.84137931 46.15862069] ; [25.15862069 22.84137931],0
r2,1,0.522817,0.408333,[89  9] ; [46  3],[90.  8.] ; [45.  4.],0
u3,1,0.573062,0.317585,[20 13] ; [13  6],[20.94230769 12.05769231] ; [12.05769231  6.94230769],0
b1,1,0.584264,0.299392,[41 58] ; [18 31],[39.46621622 59.53378378] ; [19.53378378 29.46621622],0
a8,1,0.61699,0.25012,[ 8 80] ; [ 5 37],[ 8.8 79.2] ; [ 4.2 37.8],0
n6,1,0.633437,0.227429,[84 15] ; [43  6],[84.9527027 14.0472973] ; [42.0472973  6.9527027],0
p11,1,0.642579,0.215385,[67 32] ; [35 14],[68.22972973 30.77027027] ; [33.77027027 15.22972973],0
n4,1,0.685383,0.164129,[78 21] ; [40  9],[78.93243243 20.06756757] ; [39.06756757  9.93243243],0
n2,1,0.691345,0.157633,[19  9] ; [8 5],[18.43902439  9.56097561] ; [8.56097561 4.43902439],0
p3,1,0.743045,0.107468,[57 42] ; [29 19],[57.91836735 41.08163265] ; [28.08163265 19.91836735],0
d3,1,0.768956,0.086284,[71 28] ; [34 15],[70.23648649 28.76351351] ; [34.76351351 14.23648649],0
s1,1,0.81683,0.05365,[ 7 91] ; [ 3 46],[ 6.66666667 91.33333333] ; [ 3.33333333 45.66666667],0
a7,1,0.866975,0.028057,[74 25] ; [36 13],[73.58108108 25.41891892] ; [36.41891892 12.58108108],0
s2,1,0.872993,0.025555,[54 44] ; [26 20],[54.44444444 43.55555556] ; [25.55555556 20.44444444],0
b2,1,0.911435,0.012372,[22 38] ; [11 20],[21.75824176 38.24175824] ; [11.24175824 19.75824176],0
b3,1,0.911435,0.012372,[22 38] ; [11 20],[21.75824176 38.24175824] ; [11.24175824 19.75824176],0
d1,1,0.936946,0.006258,[64 35] ; [32 17],[64.21621622 34.78378378] ; [31.78378378 17.21621622],0
v4,1,0.98818,0.000219,[93  6] ; [46  3],[92.97972973  6.02027027] ; [46.02027027  2.97972973],0
s7,1,0.99363,6.4e-05,[43 49] ; [21 24],[42.97810219 49.02189781] ; [21.02189781 23.97810219],0
