Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000449,12.315965,[ 6 30] ; [16 11],[12.57142857 23.42857143] ; [ 9.42857143 17.57142857],1
s8,1,0.088794,2.896099,[ 1 35] ; [ 4 24],[ 2.8125 33.1875] ; [ 2.1875 25.8125],0
a1,1,0.099314,2.71652,[ 8 28] ; [ 2 26],[ 5.625 30.375] ; [ 4.375 23.625],0
n4,1,0.103881,2.644931,[24 12] ; [13 15],[20.8125 15.1875] ; [16.1875 11.8125],0
d1,1,0.113727,2.501652,[11 25] ; [14 14],[14.0625 21.9375] ; [10.9375 17.0625],0
a4,1,0.139574,2.18265,[15 20] ; [ 7 21],[12.22222222 22.77777778] ; [ 9.77777778 18.22222222],0
s2,1,0.147084,2.102235,[ 6 30] ; [ 9 19],[ 8.4375 27.5625] ; [ 6.5625 21.4375],0
a3,1,0.148605,2.086515,[22 13] ; [12 15],[19.19354839 15.80645161] ; [14.80645161 12.19354839],0
p3,1,0.220671,1.5,[ 6 30] ; [ 8 19],[ 8. 28.] ; [ 6. 21.],0
d5,1,0.223035,1.484737,[19 17] ; [19  9],[21.375 14.625] ; [16.625 11.375],0
s4,1,0.226067,1.465436,[ 8 28] ; [ 3 25],[ 6.1875 29.8125] ; [ 4.8125 23.1875],0
p9,1,0.234192,1.415217,[ 7 28] ; [ 9 18],[ 9.03225806 25.96774194] ; [ 6.96774194 20.03225806],0
p1,1,0.264864,1.243153,[ 4 32] ; [ 1 27],[ 2.8125 33.1875] ; [ 2.1875 25.8125],0
s7,1,0.290805,1.11589,[ 5 27] ; [ 7 19],[ 6.62068966 25.37931034] ; [ 5.37931034 20.62068966],0
s3,1,0.370028,0.803571,[10 25] ; [11 17],[11.66666667 23.33333333] ; [ 9.33333333 18.66666667],0
a7,1,0.374063,0.790123,[14 22] ; [14 14],[15.75 20.25] ; [12.25 15.75],0
s1,1,0.391007,0.735808,[ 5 31] ; [ 2 26],[ 3.9375 32.0625] ; [ 3.0625 24.9375],0
u3,1,0.464214,0.535714,[ 2 12] ; [ 4 12],[ 2.8 11.2] ; [ 3.2 12.8],0
a6,1,0.468583,0.525315,[20 16] ; [13 15],[18.5625 17.4375] ; [14.4375 13.5625],0
u2,1,0.598702,0.276958,[5 9] ; [ 4 11],[4.34482759 9.65517241] ; [ 4.65517241 10.34482759],0
b4,1,0.614295,0.253968,[17 19] ; [15 13],[18. 18.] ; [14. 14.],0
a5,1,0.614295,0.253968,[19 17] ; [13 15],[18. 18.] ; [14. 14.],0
s5,1,0.693318,0.155516,[ 4 31] ; [ 4 23],[ 4.51612903 30.48387097] ; [ 3.48387097 23.51612903],0
a2,1,0.703239,0.145125,[ 5 31] ; [ 3 25],[ 4.5 31.5] ; [ 3.5 24.5],0
p7,1,0.748275,0.102986,[ 9 27] ; [ 8 20],[ 9.5625 26.4375] ; [ 7.4375 20.5625],0
u1,1,0.794679,0.067725,[ 2 34] ; [ 2 26],[ 2.25 33.75] ; [ 1.75 26.25],0
n1,1,0.80276,0.062389,[ 6 12] ; [ 5 12],[ 5.65714286 12.34285714] ; [ 5.34285714 11.65714286],0
a8,1,0.811103,0.057123,[ 2 32] ; [ 2 25],[ 2.2295082 31.7704918] ; [ 1.7704918 25.2295082],0
d2,1,0.820596,0.051429,[16 19] ; [12 16],[15.55555556 19.44444444] ; [12.44444444 15.55555556],0
p12,1,0.856348,0.03277,[ 1 35] ; [ 1 27],[ 1.125 34.875] ; [ 0.875 27.125],0
v3,1,0.871783,0.026048,[ 7 29] ; [ 5 23],[ 6.75 29.25] ; [ 5.25 22.75],0
r2,1,0.885739,0.020649,[17 17] ; [14 13],[17.27868852 16.72131148] ; [13.72131148 13.27868852],0
r1,1,0.939268,0.005805,[ 8 28] ; [ 6 22],[ 7.875 28.125] ; [ 6.125 21.875],0
b1,1,0.97425,0.001042,[22 14] ; [17 11],[21.9375 14.0625] ; [17.0625 10.9375],0
