Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000839,11.152984,[11 17] ; [89 34],[18.54304636  9.45695364] ; [81.45695364 41.54304636],1
s6,1,0.612621,0.256376,[15 13] ; [70 49],[16.19047619 11.80952381] ; [68.80952381 50.19047619],0
a4,1,0.670895,0.180557,[ 7 21] ; [26 96],[ 6.16 21.84] ; [26.84 95.16],0
a3,1,0.738345,0.111587,[16 12] ; [66 57],[15.20529801 12.79470199] ; [66.79470199 56.20529801],0
s1,1,0.742331,0.108088,[ 1 27] ; [  6 113],[ 1.33333333 26.66666667] ; [  5.66666667 113.33333333],0
s4,1,0.753275,0.0988,[ 5 23] ; [25 97],[ 5.6 22.4] ; [24.4 97.6],0
s8,1,0.755682,0.096818,[ 9 19] ; [43 79],[ 9.70666667 18.29333333] ; [42.29333333 79.70666667],0
p7,1,0.817823,0.053059,[15 10] ; [69 51],[14.48275862 10.51724138] ; [69.51724138 50.48275862],0
d3,1,0.830368,0.045894,[12 16] ; [50 73],[11.49668874 16.50331126] ; [50.50331126 72.49668874],0
a1,1,0.909944,0.012794,[ 1 27] ; [  5 119],[ 1.10526316 26.89473684] ; [  4.89473684 119.10526316],0
u1,1,0.909944,0.012794,[ 1 27] ; [  5 119],[ 1.10526316 26.89473684] ; [  4.89473684 119.10526316],0
n1,1,0.938811,0.005893,[3 5] ; [ 9 16],[2.90909091 5.09090909] ; [ 9.09090909 15.90909091],0
n2,1,0.95419,0.0033,[6 2] ; [19  6],[6.06060606 1.93939394] ; [18.93939394  6.06060606],0
