Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.000437,12.367472,[ 2 68] ; [11 35],[ 7.84482759 62.15517241] ; [ 5.15517241 40.84482759],1
d5,1,0.697031,0.151579,[60 16] ; [38 12],[59.11111111 16.88888889] ; [38.88888889 11.11111111],0
d3,1,0.719095,0.129361,[51 25] ; [32 18],[50.06349206 25.93650794] ; [32.93650794 17.06349206],0
s7,1,0.730836,0.118346,[22 46] ; [17 31],[22.86206897 45.13793103] ; [16.13793103 31.86206897],0
u2,1,0.758635,0.094417,[21  8] ; [10  3],[21.4047619  7.5952381] ; [9.5952381 3.4047619],0
d4,1,0.783032,0.075828,[62 14] ; [39 10],[61.408 14.592] ; [39.592  9.408],0
s1,1,0.800938,0.063571,[ 4 72] ; [ 2 45],[ 3.70731707 72.29268293] ; [ 2.29268293 44.70731707],0
u1,1,0.82708,0.04772,[ 8 68] ; [ 6 45],[ 8.37795276 67.62204724] ; [ 5.62204724 45.37795276],0
a5,1,0.835784,0.042969,[52 24] ; [34 17],[51.46456693 24.53543307] ; [34.53543307 16.46456693],0
u3,1,0.861623,0.030383,[23  6] ; [10  3],[22.78571429  6.21428571] ; [10.21428571  2.78571429],0
p8,1,0.866494,0.028262,[31 44] ; [21 28],[31.4516129 43.5483871] ; [20.5483871 28.4516129],0
s8,1,0.899887,0.015827,[26 50] ; [18 33],[26.33070866 49.66929134] ; [17.66929134 33.33070866],0
v3,1,0.939003,0.005856,[21 48] ; [14 31],[21.18421053 47.81578947] ; [13.81578947 31.18421053],0
p5,1,0.988024,0.000225,[ 3 71] ; [ 2 48],[ 2.98387097 71.01612903] ; [ 2.01612903 47.98387097],0
