Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1e-06,23.258814,[70 23] ; [25 42],[55.21875 37.78125] ; [39.78125 27.21875],1
p5,1,0.220377,1.501915,[ 9 83] ; [ 3 63],[ 6.98734177 85.01265823] ; [ 5.01265823 60.98734177],0
p8,1,0.243485,1.360303,[51 42] ; [30 36],[47.37735849 45.62264151] ; [33.62264151 32.37735849],0
s5,1,0.264687,1.244078,[31 60] ; [17 49],[27.82165605 63.17834395] ; [20.17834395 45.82165605],0
v4,1,0.35683,0.849019,[86  6] ; [59  7],[84.43037975  7.56962025] ; [60.56962025  5.43037975],0
s2,1,0.359483,0.839697,[41 51] ; [25 42],[38.18867925 53.81132075] ; [27.81132075 39.18867925],0
a8,1,0.394747,0.72427,[ 7 77] ; [ 3 60],[ 5.71428571 78.28571429] ; [ 4.28571429 58.71428571],0
p2,1,0.404866,0.693825,[76 16] ; [51 15],[73.94936709 18.05063291] ; [53.05063291 12.94936709],0
u2,1,0.413398,0.669008,[15  8] ; [23 19],[13.44615385  9.55384615] ; [24.55384615 17.44615385],0
s3,1,0.442654,0.589394,[45 46] ; [29 38],[42.62025316 48.37974684] ; [31.37974684 35.62025316],0
p6,1,0.454975,0.558227,[22 70] ; [19 46],[24.02547771 67.97452229] ; [16.97452229 48.02547771],0
s4,1,0.489938,0.476662,[18 75] ; [16 51],[19.7625 73.2375] ; [14.2375 52.7625],0
u3,1,0.525171,0.403727,[15  8] ; [24 18],[13.8  9.2] ; [25.2 16.8],0
r3,1,0.590666,0.289306,[88  5] ; [62  5],[87.1875  5.8125] ; [62.8125  4.1875],0
r2,1,0.618309,0.248252,[80 12] ; [60  7],[81.00628931 10.99371069] ; [58.99371069  8.00628931],0
n3,1,0.630728,0.231074,[23 12] ; [13  5],[23.77358491 11.22641509] ; [12.22641509  5.77358491],0
n5,1,0.637914,0.221481,[36 57] ; [28 38],[37.43396226 55.56603774] ; [26.56603774 39.43396226],0
n1,1,0.720624,0.127896,[10 25] ; [ 6 12],[10.56603774 24.43396226] ; [ 5.43396226 12.56603774],0
b5,1,0.772442,0.083626,[52 41] ; [39 28],[52.89375 40.10625] ; [38.10625 28.89375],0
b4,1,0.798799,0.064975,[56 37] ; [39 28],[55.21875 37.78125] ; [39.78125 27.21875],0
n6,1,0.862628,0.029939,[66 27] ; [46 20],[65.50943396 27.49056604] ; [46.49056604 19.50943396],0
a1,1,0.931195,0.007455,[ 3 90] ; [ 2 65],[ 2.90625 90.09375] ; [ 2.09375 64.90625],0
p1,1,0.952522,0.003545,[ 4 88] ; [ 3 63],[ 4.07594937 87.92405063] ; [ 2.92405063 63.07594937],0
