Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,33.840724,[25 47] ; [106  34],[44.49056604 27.50943396] ; [86.50943396 53.49056604],1
d4,1,0.76293,0.090984,[62  9] ; [121  20],[61.28773585  9.71226415] ; [121.71226415  19.28773585],0
v3,1,0.810672,0.057389,[32 39] ; [66 75],[32.82075472 38.17924528] ; [65.17924528 75.82075472],0
s3,1,0.812846,0.056054,[50 22] ; [98 40],[50.74285714 21.25714286] ; [97.25714286 40.74285714],0
n5,1,0.833172,0.044367,[58 13] ; [116  24],[58.54976303 12.45023697] ; [115.45023697  24.54976303],0
p6,1,0.844699,0.038371,[40 31] ; [82 60],[40.66666667 30.33333333] ; [81.33333333 60.66666667],0
a4,1,0.847736,0.036867,[35 37] ; [71 71],[35.6635514 36.3364486] ; [70.3364486 71.6635514],0
n2,1,0.85315,0.034262,[16  3] ; [23  5],[15.76595745  3.23404255] ; [23.23404255  4.76595745],0
n4,1,0.880684,0.022531,[59 12] ; [116  25],[58.60849057 12.39150943] ; [116.39150943  24.60849057],0
p3,1,0.921246,0.009774,[47 25] ; [93 48],[47.32394366 24.67605634] ; [92.67605634 48.32394366],0
v1,1,0.971129,0.00131,[45 25] ; [91 50],[45.11848341 24.88151659] ; [90.88151659 50.11848341],0
