Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1.2e-05,19.089823,[50  2] ; [49 29],[39.6 12.4] ; [59.4 18.6],1
n4,1,0.350966,0.869961,[25 27] ; [44 34],[27.6 24.4] ; [41.4 36.6],0
s4,1,0.355463,0.853859,[ 4 48] ; [10 68],[ 5.6 46.4] ; [ 8.4 69.6],0
p5,1,0.359932,0.83813,[ 3 49] ; [ 2 75],[ 2.01550388 49.98449612] ; [ 2.98449612 74.01550388],0
u1,1,0.371339,0.79918,[ 2 50] ; [ 6 72],[ 3.2 48.8] ; [ 4.8 73.2],0
a8,1,0.518785,0.416308,[ 4 44] ; [ 9 66],[ 5.07317073 42.92682927] ; [ 7.92682927 67.07317073],0
u3,1,0.745582,0.105281,[7 5] ; [21 12],[7.46666667 4.53333333] ; [20.53333333 12.46666667],0
n1,1,0.839602,0.040967,[ 6 10] ; [10 19],[ 5.68888889 10.31111111] ; [10.31111111 18.68888889],0
n5,1,0.894254,0.017669,[21 31] ; [32 45],[21.36434109 30.63565891] ; [31.63565891 45.36434109],0
b2,1,0.934845,0.006683,[ 8 23] ; [13 39],[ 7.84337349 23.15662651] ; [13.15662651 38.84337349],0
b3,1,0.934845,0.006683,[ 8 23] ; [13 39],[ 7.84337349 23.15662651] ; [13.15662651 38.84337349],0
s3,1,0.937174,0.006213,[25 27] ; [36 40],[24.78125 27.21875] ; [36.21875 39.78125],0
b5,1,0.942578,0.005188,[29 23] ; [43 35],[28.8 23.2] ; [43.2 34.8],0
a6,1,0.983853,0.00041,[33 19] ; [49 28],[33.05426357 18.94573643] ; [48.94573643 28.05426357],0
