Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,45.663903,[167  51] ; [40 65],[139.70897833  78.29102167] ; [67.29102167 37.70897833],1
p10,1,0.022441,5.211287,[169  47] ; [69 35],[160.65  55.35] ; [77.35 26.65],0
a8,1,0.088297,2.905144,[ 33 169] ; [ 9 90],[ 28.18604651 173.81395349] ; [13.81395349 85.18604651],0
b1,1,0.095748,2.774984,[ 85 134] ; [51 54],[ 91.92592593 127.07407407] ; [44.07407407 60.92592593],0
n2,1,0.107098,2.596536,[43 13] ; [22 14],[39.56521739 16.43478261] ; [25.43478261 10.56521739],0
n3,1,0.120674,2.408547,[41 14] ; [20 14],[37.69662921 17.30337079] ; [23.30337079 10.69662921],0
p9,1,0.127017,2.328583,[171  44] ; [74 29],[165.64465409  49.35534591] ; [79.35534591 23.64465409],0
a1,1,0.142035,2.155773,[ 15 204] ; [  3 102],[ 12.16666667 206.83333333] ; [ 5.83333333 99.16666667],0
s3,1,0.150388,2.068307,[124  93] ; [49 52],[118.05345912  98.94654088] ; [54.94654088 46.05345912],0
s6,1,0.173234,1.854732,[135  81] ; [55 46],[129.4637224  86.5362776] ; [60.5362776 40.4637224],0
p11,1,0.198061,1.656614,[165  54] ; [72 33],[160.19444444  58.80555556] ; [76.80555556 28.19444444],0
p2,1,0.206121,1.598465,[170  49] ; [74 30],[165.43653251  53.56346749] ; [78.56346749 25.43653251],0
a4,1,0.234624,1.412607,[106 113] ; [43 61],[101.0247678 117.9752322] ; [47.9752322 56.0247678],0
p4,1,0.236924,1.398803,[117 101] ; [48 55],[112.05607477 105.94392523] ; [52.94392523 50.05607477],0
p7,1,0.259257,1.27272,[126  89] ; [54 50],[121.31661442  93.68338558] ; [58.68338558 45.31661442],0
s4,1,0.315891,1.005884,[ 32 184] ; [20 84],[ 35.1 180.9] ; [16.9 87.1],0
u2,1,0.362743,0.828375,[31 26] ; [18 22],[28.79381443 28.20618557] ; [20.20618557 19.79381443],0
n6,1,0.383667,0.758918,[184  33] ; [85 20],[181.2826087  35.7173913] ; [87.7173913 17.2826087],0
v3,1,0.455622,0.556628,[ 66 148] ; [27 74],[ 63.18095238 150.81904762] ; [29.81904762 71.18095238],0
d2,1,0.475874,0.508303,[113 105] ; [49 54],[110.01869159 107.98130841] ; [51.98130841 51.01869159],0
p5,1,0.513411,0.427109,[ 18 200] ; [11 94],[ 19.57275542 198.42724458] ; [ 9.42724458 95.57275542],0
p1,1,0.521552,0.410822,[ 18 199] ; [11 94],[ 19.54347826 197.45652174] ; [ 9.45652174 95.54347826],0
p8,1,0.524739,0.404569,[ 97 118] ; [43 61],[ 94.35736677 120.64263323] ; [45.64263323 58.35736677],0
b4,1,0.534975,0.384933,[131  88] ; [59 46],[128.42592593  90.57407407] ; [61.57407407 43.42592593],0
p12,1,0.556806,0.345265,[ 13 205] ; [ 8 96],[ 14.2173913 203.7826087] ; [ 6.7826087 97.2173913],0
s7,1,0.732489,0.116839,[100 108] ; [46 54],[ 98.5974026 109.4025974] ; [47.4025974 52.5974026],0
n5,1,0.828311,0.047032,[175  41] ; [84 21],[174.28037383  41.71962617] ; [84.71962617 20.28037383],0
s8,1,0.837915,0.041845,[ 79 138] ; [37 68],[ 78.17391304 138.82608696] ; [37.82608696 67.17391304],0
p3,1,0.840855,0.040321,[ 95 123] ; [47 58],[ 95.83900929 122.16099071] ; [46.16099071 58.83900929],0
n1,1,0.912507,0.012073,[20 33] ; [14 22],[20.24719101 32.75280899] ; [13.75280899 22.24719101],0
p6,1,0.930445,0.007619,[ 67 150] ; [31 71],[ 66.6645768 150.3354232] ; [31.3354232 70.6645768],0
s1,1,0.94373,0.004982,[ 10 206] ; [ 5 99],[ 10.125 205.875] ; [ 4.875 99.125],0
b3,1,0.994699,4.4e-05,[42 82] ; [23 45],[41.97916667 82.02083333] ; [23.02083333 44.97916667],0
b2,1,0.994699,4.4e-05,[42 82] ; [23 45],[41.97916667 82.02083333] ; [23.02083333 44.97916667],0
s5,1,0.997896,7e-06,[ 57 154] ; [27 73],[ 56.9903537 154.0096463] ; [27.0096463 72.9903537],0
