Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,71.721843,[ 2 31] ; [109  22],[22.33536585 10.66463415] ; [88.66463415 42.33536585],1
d2,1,0.233586,1.418892,[12 20] ; [64 66],[15.01234568 16.98765432] ; [60.98765432 69.01234568],0
b4,1,0.286134,1.137725,[16 17] ; [77 54],[18.71341463 14.28658537] ; [74.28658537 56.71341463],0
s4,1,0.294326,1.099728,[ 7 26] ; [ 18 112],[ 5.06134969 27.93865031] ; [ 19.93865031 110.06134969],0
a1,1,0.318319,0.995841,[ 4 29] ; [  9 122],[ 2.61585366 30.38414634] ; [ 10.38414634 120.61585366],0
d3,1,0.35938,0.840058,[10 23] ; [51 80],[12.27439024 20.72560976] ; [48.72560976 82.27439024],0
p5,1,0.419047,0.652985,[ 1 31] ; [  9 120],[ 1.98757764 30.01242236] ; [  8.01242236 120.98757764],0
s1,1,0.442075,0.590892,[ 3 30] ; [  7 121],[ 2.04968944 30.95031056] ; [  7.95031056 120.04968944],0
p12,1,0.48293,0.49224,[ 1 32] ; [  8 122],[ 1.82208589 31.17791411] ; [  7.17791411 122.82208589],0
a6,1,0.669087,0.182672,[13 20] ; [57 74],[14.08536585 18.91463415] ; [55.91463415 75.08536585],0
n1,1,0.835588,0.043073,[ 7 12] ; [19 29],[ 7.37313433 11.62686567] ; [18.62686567 29.37313433],0
n4,1,0.891273,0.018685,[23 10] ; [89 41],[22.67484663 10.32515337] ; [89.32515337 40.67484663],0
b2,1,0.901452,0.015333,[10 13] ; [37 51],[ 9.73873874 13.26126126] ; [37.26126126 50.73873874],0
b3,1,0.901452,0.015333,[10 13] ; [37 51],[ 9.73873874 13.26126126] ; [37.26126126 50.73873874],0
