Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.00039,12.580755,[ 8 23] ; [32 16],[15.69620253 15.30379747] ; [24.30379747 23.69620253],1
a8,1,0.233692,1.418247,[ 1 29] ; [ 5 41],[ 2.36842105 27.63157895] ; [ 3.63157895 42.36842105],0
s7,1,0.239612,1.382876,[ 6 19] ; [17 28],[ 8.21428571 16.78571429] ; [14.78571429 30.21428571],0
b1,1,0.255292,1.294112,[22  9] ; [28 20],[19.62025316 11.37974684] ; [30.37974684 17.62025316],0
p4,1,0.283143,1.15194,[11 20] ; [22 24],[13.28571429 17.71428571] ; [19.71428571 26.28571429],0
p6,1,0.301522,1.06745,[ 5 26] ; [12 34],[ 6.84415584 24.15584416] ; [10.15584416 35.84415584],0
d1,1,0.307053,1.04331,[10 21] ; [21 27],[12.16455696 18.83544304] ; [18.83544304 29.16455696],0
b3,1,0.309108,1.034483,[ 8 10] ; [ 8 19],[ 6.4 11.6] ; [ 9.6 17.4],0
b2,1,0.309108,1.034483,[ 8 10] ; [ 8 19],[ 6.4 11.6] ; [ 9.6 17.4],0
a1,1,0.309587,1.032438,[ 4 27] ; [ 3 45],[ 2.74683544 28.25316456] ; [ 4.25316456 43.74683544],0
r1,1,0.335452,0.927736,[14 17] ; [27 21],[16.08860759 14.91139241] ; [24.91139241 23.08860759],0
v2,1,0.350835,0.870434,[ 9 20] ; [20 28],[10.92207792 18.07792208] ; [18.07792208 29.92207792],0
p5,1,0.351064,0.869608,[ 1 30] ; [ 4 43],[ 1.98717949 29.01282051] ; [ 3.01282051 43.98717949],0
v3,1,0.364815,0.82125,[ 7 20] ; [17 30],[ 8.75675676 18.24324324] ; [15.24324324 31.75675676],0
a6,1,0.378098,0.776876,[12 19] ; [14 34],[10.20253165 20.79746835] ; [15.79746835 32.20253165],0
v1,1,0.399927,0.708547,[ 9 22] ; [18 29],[10.73076923 20.26923077] ; [16.26923077 30.73076923],0
p3,1,0.399927,0.708547,[ 9 22] ; [18 29],[10.73076923 20.26923077] ; [16.26923077 30.73076923],0
s2,1,0.509536,0.43502,[10 21] ; [19 29],[11.37974684 19.62025316] ; [17.62025316 30.37974684],0
s3,1,0.522186,0.409574,[15 15] ; [20 27],[13.63636364 16.36363636] ; [21.36363636 25.63636364],0
a2,1,0.549415,0.358367,[ 1 30] ; [ 3 45],[ 1.56962025 29.43037975] ; [ 2.43037975 45.56962025],0
n3,1,0.556732,0.345395,[9 6] ; [10 10],[8.14285714 6.85714286] ; [10.85714286  9.14285714],0
d4,1,0.621511,0.24375,[19 11] ; [33 15],[20. 10.] ; [32. 16.],0
d3,1,0.657372,0.196732,[12 19] ; [21 27],[12.94936709 18.05063291] ; [20.05063291 27.94936709],0
a4,1,0.674123,0.176817,[12 19] ; [16 31],[11.12820513 19.87179487] ; [16.87179487 30.12820513],0
n2,1,0.728532,0.120464,[9 7] ; [13  8],[9.51351351 6.48648649] ; [12.48648649  8.51351351],0
n1,1,0.728532,0.120464,[7 9] ; [ 8 13],[6.48648649 9.51351351] ; [ 8.51351351 12.48648649],0
p1,1,0.757876,0.095031,[ 2 29] ; [ 4 44],[ 2.35443038 28.64556962] ; [ 3.64556962 44.35443038],0
s1,1,0.757876,0.095031,[ 2 29] ; [ 4 44],[ 2.35443038 28.64556962] ; [ 3.64556962 44.35443038],0
u1,1,0.830832,0.04564,[ 1 30] ; [ 2 46],[ 1.17721519 29.82278481] ; [ 1.82278481 46.17721519],0
r2,1,0.831955,0.045026,[23  7] ; [37 10],[23.37662338  6.62337662] ; [36.62337662 10.37662338],0
d2,1,0.891322,0.018668,[15 16] ; [22 25],[14.70512821 16.29487179] ; [22.29487179 24.70512821],0
