Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,28.50914,[72 84] ; [178  67],[97.25685786 58.74314214] ; [152.74314214  92.25685786],1
p4,1,0.275702,1.188157,[125  35] ; [207  44],[129.24574209  30.75425791] ; [202.75425791  48.24574209],0
p6,1,0.278572,1.174043,[73 86] ; [126 119],[78.31930693 80.68069307] ; [120.68069307 124.31930693],0
s5,1,0.285275,1.141786,[59 95] ; [105 135],[64.10152284 89.89847716] ; [ 99.89847716 140.10152284],0
u1,1,0.29584,1.092855,[ 33 127] ; [ 63 188],[ 37.37226277 122.62773723] ; [ 58.62773723 192.37226277],0
a6,1,0.353427,0.861115,[107  53] ; [178  72],[111.2195122  48.7804878] ; [173.7804878  76.2195122],0
b4,1,0.411424,0.674683,[91 69] ; [153  98],[94.98783455 65.01216545] ; [149.01216545 101.98783455],0
s1,1,0.433102,0.61449,[  6 154] ; [  6 243],[  4.69437653 155.30562347] ; [  7.30562347 241.69437653],0
p5,1,0.448671,0.574007,[ 26 134] ; [ 48 202],[ 28.87804878 131.12195122] ; [ 45.12195122 204.87804878],0
a4,1,0.507865,0.438462,[74 86] ; [124 126],[77.26829268 82.73170732] ; [120.73170732 129.26829268],0
s6,1,0.508583,0.436982,[110  45] ; [182  64],[112.86783042  42.13216958] ; [179.13216958  66.86783042],0
v4,1,0.516644,0.420587,[156   4] ; [247   4],[156.88564477   3.11435523] ; [246.11435523   4.88564477],0
s3,1,0.521884,0.410169,[97 63] ; [143 106],[93.88753056 66.11246944] ; [146.11246944 102.88753056],0
d2,1,0.574464,0.315271,[81 78] ; [135 116],[83.76585366 75.23414634] ; [132.23414634 118.76585366],0
u2,1,0.598438,0.277358,[27 18] ; [29 24],[25.71428571 19.28571429] ; [30.28571429 22.71428571],0
r1,1,0.661104,0.192185,[135  24] ; [217  34],[136.50731707  22.49268293] ; [215.49268293  35.50731707],0
p1,1,0.74769,0.103482,[ 21 139] ; [ 30 219],[ 19.95110024 140.04889976] ; [ 31.04889976 217.95110024],0
n3,1,0.829589,0.046324,[28  7] ; [23  5],[28.33333333  6.66666667] ; [22.66666667  5.33333333],0
b1,1,0.957093,0.002895,[68 92] ; [106 145],[67.73722628 92.26277372] ; [106.26277372 144.73722628],0
a1,1,0.959679,0.002556,[ 10 150] ; [ 16 235],[ 10.1216545 149.8783455] ; [ 15.8783455 235.1216545],0
