Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,33.884168,[113 112] ; [93 19],[137.53709199  87.46290801] ; [68.46290801 43.53709199],1
a3,1,0.566765,0.328125,[147  77] ; [77 35],[149.33333333  74.66666667] ; [74.66666667 37.33333333],0
u3,1,0.585175,0.297943,[45 31] ; [22 12],[46.29090909 29.70909091] ; [20.70909091 13.29090909],0
b4,1,0.615361,0.252442,[135  90] ; [64 48],[132.86350148  92.13649852] ; [66.13649852 45.86350148],0
a5,1,0.629159,0.233203,[157  68] ; [81 31],[158.90207715  66.09792285] ; [79.09792285 32.90207715],0
n3,1,0.695179,0.153535,[42 18] ; [12  4],[42.63157895 17.36842105] ; [11.36842105  4.63157895],0
a2,1,0.697854,0.150714,[ 50 175] ; [27 85],[ 51.40949555 173.59050445] ; [25.59050445 86.40949555],0
u2,1,0.756951,0.095782,[47 28] ; [23 12],[47.72727273 27.27272727] ; [22.27272727 12.72727273],0
a8,1,0.777665,0.079729,[ 28 177] ; [15 86],[ 28.80718954 176.19281046] ; [14.19281046 86.80718954],0
s3,1,0.807614,0.059295,[145  77] ; [71 40],[144.  78.] ; [72. 39.],0
a7,1,0.946609,0.004484,[169  56] ; [83 28],[168.75  56.25] ; [83.25 27.75],0
n1,1,0.951041,0.00377,[22 38] ; [ 6 10],[22.10526316 37.89473684] ; [ 5.89473684 10.10526316],0
v3,1,0.979545,0.000657,[ 82 130] ; [42 67],[ 81.894081 130.105919] ; [42.105919 66.894081],0
v4,1,1.0,0.0,[212  12] ; [106   6],[212.  12.] ; [106.   6.],0
