Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,90.222498,[417 109] ; [ 77 107],[365.97746479 160.02253521] ; [128.02253521  55.97746479],1
v3,1,0.642129,0.215968,[208 299] ; [ 77 102],[210.63411079 296.36588921] ; [ 74.36588921 104.63411079],0
p3,1,0.663225,0.189629,[280 246] ; [94 89],[277.46685472 248.53314528] ; [96.53314528 86.46685472],0
u4,1,0.682163,0.167702,[  9 519] ; [  4 180],[  9.64044944 518.35955056] ; [  3.35955056 180.64044944],0
p1,1,0.703704,0.144648,[ 48 478] ; [ 15 168],[ 46.73906911 479.26093089] ; [ 16.26093089 166.73906911],0
p6,1,0.751847,0.099985,[202 322] ; [ 67 113],[200.22159091 323.77840909] ; [ 68.77840909 111.22159091],0
p5,1,0.781407,0.076998,[ 68 457] ; [ 22 159],[ 66.92634561 458.07365439] ; [ 23.07365439 157.92634561],0
p8,1,0.806546,0.059968,[298 224] ; [102  80],[296.59090909 225.40909091] ; [103.40909091  78.59090909],0
n6,1,0.826328,0.048142,[457  68] ; [159  25],[456.13540197  68.86459803] ; [159.86459803  24.13540197],0
d2,1,0.830964,0.045568,[251 275] ; [89 94],[252.2425952 273.7574048] ; [87.7574048 95.2425952],0
n3,1,0.840087,0.040716,[73 27] ; [35 14],[72.48322148 27.51677852] ; [35.51677852 13.48322148],0
n2,1,0.840287,0.040613,[77 23] ; [37 12],[76.51006711 23.48993289] ; [37.48993289 11.51006711],0
s6,1,0.856807,0.032559,[363 158] ; [126  53],[363.95571429 157.04428571] ; [125.04428571  53.95571429],0
a4,1,0.888722,0.019578,[238 289] ; [ 82 102],[237.18706048 289.81293952] ; [ 82.81293952 101.18706048],0
v1,1,0.906994,0.013649,[287 224] ; [102  78],[287.66859624 223.33140376] ; [101.33140376  78.66859624],0
p9,1,0.908202,0.013296,[497  30] ; [173  10],[497.30985915  29.69014085] ; [172.69014085  10.30985915],0
s1,1,0.929623,0.0078,[ 15 507] ; [  5 177],[ 14.82954545 507.17045455] ; [  5.17045455 176.82954545],0
p11,1,0.940816,0.005512,[446  82] ; [155  29],[445.68539326  82.31460674] ; [155.31460674  28.68539326],0
p7,1,0.942383,0.005224,[345 169] ; [120  58],[345.39017341 168.60982659] ; [119.60982659  58.39017341],0
