Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,196.945077,[  5 120] ; [440 176],[75.06747638 49.93252362] ; [369.93252362 246.06747638],1
p6,1,0.058999,3.565298,[39 85] ; [246 361],[48.34473324 75.65526676] ; [236.65526676 370.34473324],0
a1,1,0.063113,3.453618,[  2 123] ; [ 34 582],[  6.07287449 118.92712551] ; [ 29.92712551 586.07287449],0
s7,1,0.075183,3.166083,[52 66] ; [315 279],[60.82303371 57.17696629] ; [306.17696629 287.82303371],0
r4,1,0.077209,3.122688,[111  14] ; [575  41],[115.7219973   9.2780027] ; [570.2780027  45.7219973],0
b4,1,0.090972,2.857091,[63 62] ; [361 255],[71.52496626 53.47503374] ; [352.47503374 263.52496626],0
b2,1,0.092265,2.834412,[21 49] ; [151 220],[27.3015873 42.6984127] ; [144.6984127 226.3015873],0
b3,1,0.092265,2.834412,[21 49] ; [151 220],[27.3015873 42.6984127] ; [144.6984127 226.3015873],0
s6,1,0.120553,2.410115,[78 44] ; [431 176],[85.1824417 36.8175583] ; [423.8175583 183.1824417],0
p7,1,0.123765,2.369011,[74 50] ; [400 198],[81.40720222 42.59279778] ; [392.59279778 205.40720222],0
a6,1,0.179973,1.79785,[80 45] ; [431 184],[86.31756757 38.68243243] ; [424.68243243 190.31756757],0
u4,1,0.194418,1.683818,[  1 124] ; [ 17 599],[  3.03643725 121.96356275] ; [ 14.96356275 601.03643725],0
p10,1,0.201721,1.62987,[109  15] ; [561  52],[112.72727273  11.27272727] ; [557.27272727  55.72727273],0
p3,1,0.204361,1.610932,[59 66] ; [328 286],[65.46008119 59.53991881] ; [321.53991881 292.46008119],0
n3,1,0.226124,1.465074,[27  6] ; [95 38],[24.25301205  8.74698795] ; [97.74698795 35.25301205],0
a8,1,0.256161,1.289387,[ 12 103] ; [ 81 480],[15.82100592 99.17899408] ; [ 77.17899408 483.82100592],0
n2,1,0.342607,0.900653,[27  6] ; [99 35],[24.89820359  8.10179641] ; [101.10179641  32.89820359],0
p12,1,0.42248,0.643407,[  9 116] ; [ 58 555],[ 11.34823848 113.65176152] ; [ 55.65176152 557.34823848],0
n6,1,0.438647,0.59982,[105  20] ; [531  82],[107.72357724  17.27642276] ; [528.27642276  84.72357724],0
p8,1,0.553735,0.350668,[65 58] ; [339 269],[67.97811218 55.02188782] ; [336.02188782 271.97811218],0
n5,1,0.58872,0.292347,[98 26] ; [470 142],[95.69565217 28.30434783] ; [472.30434783 139.69565217],0
p5,1,0.591676,0.287735,[ 14 111] ; [ 79 531],[ 15.81632653 109.18367347] ; [ 77.18367347 532.81632653],0
n1,1,0.64953,0.206494,[11 22] ; [50 83],[12.12650602 20.87349398] ; [48.87349398 84.12650602],0
p11,1,0.681573,0.168361,[102  23] ; [512 104],[103.57624831  21.42375169] ; [510.42375169 105.57624831],0
b5,1,0.723696,0.124979,[75 50] ; [380 236],[76.75438596 48.24561404] ; [378.24561404 237.75438596],0
s4,1,0.754724,0.097604,[ 23 101] ; [106 504],[ 21.79291553 102.20708447] ; [107.20708447 502.79291553],0
s1,1,0.837216,0.042212,[  3 119] ; [ 17 592],[  3.3378933 118.6621067] ; [ 16.6621067 592.3378933],0
b1,1,0.866461,0.028276,[44 81] ; [212 404],[43.18488529 81.81511471] ; [212.81511471 403.18488529],0
