Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.001586,9.97556,[ 4 18] ; [59 48],[10.74418605 11.25581395] ; [52.25581395 54.74418605],0
p9,1,0.357417,0.84695,[30  6] ; [122  38],[27.91836735  8.08163265] ; [124.08163265  35.91836735],0
a5,1,0.374244,0.789526,[24 13] ; [117  45],[26.2160804 10.7839196] ; [114.7839196  47.2160804],0
s1,1,0.432383,0.616413,[ 3 33] ; [  8 152],[ 2.02040816 33.97959184] ; [  8.97959184 151.02040816],0
v3,1,0.43572,0.607529,[13 23] ; [67 88],[15.07853403 20.92146597] ; [64.92146597 90.07853403],0
r2,1,0.575916,0.312884,[34  3] ; [150   9],[34.73469388  2.26530612] ; [149.26530612   9.73469388],0
n3,1,0.593822,0.284416,[8 3] ; [25 14],[7.26 3.74] ; [25.74 13.26],0
v4,1,0.606443,0.265388,[34  2] ; [148  13],[33.25888325  2.74111675] ; [148.74111675  12.25888325],0
d4,1,0.620503,0.245161,[28  9] ; [127  33],[29.11167513  7.88832487] ; [125.88832487  34.11167513],0
p2,1,0.629781,0.232358,[27 10] ; [122  37],[28.12755102  8.87244898] ; [120.87244898  38.12755102],0
d2,1,0.674768,0.176075,[19 18] ; [77 85],[17.84924623 19.15075377] ; [78.15075377 83.84924623],0
s8,1,0.749989,0.10154,[19 18] ; [78 83],[18.12626263 18.87373737] ; [78.87373737 82.12626263],0
n5,1,0.751891,0.099949,[27 10] ; [120  39],[27.75  9.25] ; [119.25  39.75],0
a3,1,0.752533,0.099415,[26 11] ; [118  44],[26.77386935 10.22613065] ; [117.22613065  44.77386935],0
p5,1,0.758159,0.094802,[ 4 33] ; [ 20 138],[ 4.55384615 32.44615385] ; [ 19.44615385 138.55384615],0
n1,1,0.765475,0.088983,[5 6] ; [17 25],[4.56603774 6.43396226] ; [17.43396226 24.56603774],0
n4,1,0.765948,0.088613,[30  7] ; [127  34],[29.33838384  7.66161616] ; [127.66161616  33.33838384],0
n6,1,0.770608,0.085018,[29  8] ; [128  31],[29.6377551  7.3622449] ; [127.3622449  31.6377551],0
p12,1,0.774146,0.082344,[ 3 33] ; [ 11 147],[ 2.59793814 33.40206186] ; [ 11.40206186 146.59793814],0
a4,1,0.785069,0.074376,[17 20] ; [70 91],[16.25757576 20.74242424] ; [70.74242424 90.25757576],0
p4,1,0.785502,0.074069,[20 17] ; [82 77],[19.25510204 17.74489796] ; [82.74489796 76.25510204],0
r4,1,0.825666,0.048516,[34  3] ; [147  15],[33.65326633  3.34673367] ; [147.34673367  14.65326633],0
b1,1,0.848729,0.036382,[18 19] ; [76 86],[17.47738693 19.52261307] ; [76.52261307 85.47738693],0
r3,1,0.884184,0.021219,[34  3] ; [150  12],[34.21105528  2.78894472] ; [149.78894472  12.21105528],0
a6,1,0.927372,0.008309,[15 22] ; [67 95],[15.24623116 21.75376884] ; [66.75376884 95.24623116],0
n2,1,0.932166,0.007245,[8 3] ; [30 12],[7.88679245 3.11320755] ; [30.11320755 11.88679245],0
a1,1,0.971234,0.0013,[ 2 35] ; [  9 153],[ 2.04522613 34.95477387] ; [  8.95477387 153.04522613],0
a2,1,0.986567,0.000283,[ 3 34] ; [ 13 149],[ 2.97487437 34.02512563] ; [ 13.02512563 148.97487437],0
p11,1,0.998225,5e-06,[29  8] ; [127  35],[29.00502513  7.99497487] ; [126.99497487  35.00502513],0
