Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7.9e-05,15.572324,[18  3] ; [21 38],[10.2375 10.7625] ; [28.7625 30.2375],1
b2,1,0.186136,1.747938,[6 7] ; [ 8 23],[4.13636364 8.86363636] ; [ 9.86363636 21.13636364],0
b3,1,0.186136,1.747938,[6 7] ; [ 8 23],[4.13636364 8.86363636] ; [ 9.86363636 21.13636364],0
n6,1,0.198228,1.655381,[11 11] ; [40 21],[13.51807229  8.48192771] ; [37.48192771 23.51807229],0
s6,1,0.199317,1.64737,[12  9] ; [25 36],[ 9.47560976 11.52439024] ; [27.52439024 33.47560976],0
v2,1,0.238022,1.392268,[ 8 14] ; [14 46],[ 5.90243902 16.09756098] ; [16.09756098 43.90243902],0
a3,1,0.272567,1.203784,[ 8 14] ; [30 30],[10.19512195 11.80487805] ; [27.80487805 32.19512195],0
p5,1,0.292193,1.109489,[ 2 20] ; [ 2 57],[ 1.08641975 20.91358025] ; [ 2.91358025 56.08641975],0
p10,1,0.318286,0.995977,[15  7] ; [33 26],[13.03703704  8.96296296] ; [34.96296296 24.03703704],0
b4,1,0.365879,0.817614,[14  8] ; [32 29],[12.19277108  9.80722892] ; [33.80722892 27.19277108],0
r2,1,0.370261,0.802789,[18  4] ; [44 17],[16.43373494  5.56626506] ; [45.56626506 15.43373494],0
v3,1,0.413143,0.669737,[ 2 19] ; [10 49],[ 3.15 17.85] ; [ 8.85 50.15],0
a6,1,0.42514,0.636063,[ 9 13] ; [31 30],[10.60240964 11.39759036] ; [29.39759036 31.60240964],0
a5,1,0.439003,0.598887,[ 8 14] ; [28 33],[ 9.54216867 12.45783133] ; [26.45783133 34.54216867],0
s3,1,0.448933,0.573344,[ 7 15] ; [25 36],[ 8.48192771 13.51807229] ; [23.51807229 37.48192771],0
d5,1,0.454021,0.560594,[14  7] ; [35 26],[12.54878049  8.45121951] ; [36.45121951 24.54878049],0
d3,1,0.475272,0.509694,[12  8] ; [31 30],[10.61728395  9.38271605] ; [32.38271605 28.61728395],0
a1,1,0.48068,0.497321,[ 2 20] ; [ 3 58],[ 1.3253012 20.6746988] ; [ 3.6746988 57.3253012],0
b1,1,0.486682,0.483853,[12 10] ; [28 33],[10.60240964 11.39759036] ; [29.39759036 31.60240964],0
v4,1,0.508988,0.436147,[19  3] ; [48 12],[17.97560976  4.02439024] ; [49.02439024 10.97560976],0
n5,1,0.531573,0.391384,[ 7 15] ; [24 37],[ 8.21686747 13.78313253] ; [22.78313253 38.21686747],0
d4,1,0.531573,0.391384,[15  7] ; [37 24],[13.78313253  8.21686747] ; [38.21686747 22.78313253],0
p9,1,0.538696,0.377962,[16  6] ; [38 20],[14.85  7.15] ; [39.15 18.85],0
n3,1,0.587045,0.294983,[8 5] ; [12 11],[7.22222222 5.77777778] ; [12.77777778 10.22222222],0
n2,1,0.615898,0.251675,[9 4] ; [14  9],[8.30555556 4.69444444] ; [14.69444444  8.30555556],0
a7,1,0.622149,0.242858,[13  8] ; [34 27],[12.03658537  8.96341463] ; [34.96341463 26.03658537],0
d2,1,0.720184,0.128317,[ 7 15] ; [22 39],[ 7.68674699 14.31325301] ; [21.31325301 39.68674699],0
u1,1,0.784929,0.074475,[ 1 21] ; [ 2 59],[ 0.79518072 21.20481928] ; [ 2.20481928 58.79518072],0
v1,1,0.874093,0.02511,[ 7 15] ; [18 42],[ 6.70731707 15.29268293] ; [18.29268293 41.70731707],0
d1,1,0.953636,0.00338,[ 7 15] ; [19 42],[ 6.89156627 15.10843373] ; [19.10843373 41.89156627],0
