Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,25.261032,[ 48 103] ; [64 36],[67.37848606 83.62151394] ; [44.62151394 55.37848606],1
b1,1,0.195148,1.678317,[64 95] ; [34 71],[59.02272727 99.97727273] ; [38.97727273 66.02272727],0
b4,1,0.211453,1.561453,[103  56] ; [60 45],[98.17045455 60.82954545] ; [64.82954545 40.17045455],0
s3,1,0.254028,1.301014,[ 57 101] ; [44 58],[61.37692308 96.62307692] ; [39.62307692 62.37692308],0
a2,1,0.256074,1.28986,[ 26 133] ; [23 82],[ 29.51136364 129.48863636] ; [19.48863636 85.51136364],0
d3,1,0.280565,1.164349,[94 65] ; [69 36],[98.17045455 60.82954545] ; [64.82954545 40.17045455],0
a3,1,0.281799,1.158393,[96 62] ; [70 34],[100.10687023  57.89312977] ; [65.89312977 38.10687023],0
a6,1,0.293709,1.102542,[99 60] ; [72 33],[102.98863636  56.01136364] ; [68.01136364 36.98863636],0
n5,1,0.370792,0.801008,[103  55] ; [74 31],[106.33460076  51.66539924] ; [70.66539924 34.33460076],0
a7,1,0.389875,0.739332,[104  55] ; [74 31],[107.20454545  51.79545455] ; [70.79545455 34.20454545],0
p8,1,0.398735,0.712138,[ 37 122] ; [29 75],[ 39.90114068 119.09885932] ; [26.09885932 77.90114068],0
a4,1,0.422048,0.644606,[62 96] ; [46 58],[65.12977099 92.87022901] ; [42.87022901 61.12977099],0
d4,1,0.433557,0.613277,[119  40] ; [74 31],[116.23863636  42.76136364] ; [76.76136364 28.23863636],0
b3,1,0.492597,0.470849,[28 54] ; [25 38],[29.97241379 52.02758621] ; [23.02758621 39.97241379],0
b2,1,0.492597,0.470849,[28 54] ; [25 38],[29.97241379 52.02758621] ; [23.02758621 39.97241379],0
d2,1,0.523101,0.407776,[71 87] ; [43 62],[68.48669202 89.51330798] ; [45.51330798 59.48669202],0
s4,1,0.523426,0.407138,[ 21 138] ; [11 93],[ 19.3460076 139.6539924] ; [12.6539924 91.3460076],0
p5,1,0.539027,0.377347,[  4 155] ; [  4 100],[  4.8365019 154.1634981] ; [  3.1634981 100.8365019],0
s8,1,0.574081,0.315902,[ 39 120] ; [29 76],[ 40.95454545 118.04545455] ; [27.04545455 77.95454545],0
n6,1,0.631529,0.229993,[115  44] ; [78 26],[116.68060837  42.31939163] ; [76.31939163 27.68060837],0
a8,1,0.658131,0.195802,[ 12 139] ; [ 9 85],[ 12.94285714 138.05714286] ; [ 8.05714286 85.94285714],0
p12,1,0.682098,0.167774,[  6 153] ; [ 5 99],[  6.65019011 152.34980989] ; [ 4.34980989 99.65019011],0
s1,1,0.69409,0.154694,[  6 153] ; [  5 100],[  6.625 152.375] ; [  4.375 100.625],0
d5,1,0.725381,0.123395,[115  44] ; [78 27],[116.23863636  42.76136364] ; [76.76136364 28.23863636],0
u1,1,0.732862,0.1165,[ 22 137] ; [13 92],[ 21.07954545 137.92045455] ; [13.92045455 91.07954545],0
b5,1,0.769998,0.085485,[91 68] ; [62 43],[92.14772727 66.85227273] ; [60.85227273 44.14772727],0
p1,1,0.774784,0.081866,[ 12 146] ; [ 9 96],[ 12.61596958 145.38403042] ; [ 8.38403042 96.61596958],0
d1,1,0.821368,0.050979,[78 81] ; [53 52],[78.89772727 80.10227273] ; [52.10227273 52.89772727],0
n1,1,0.86875,0.027307,[26 42] ; [12 18],[26.36734694 41.63265306] ; [11.63265306 18.36734694],0
