Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,167.383672,[444  85] ; [ 58 118],[376.67801418 152.32198582] ; [125.32198582  50.67801418],1
s1,1,0.229634,1.443127,[ 14 509] ; [  8 170],[ 16.41369472 506.58630528] ; [  5.58630528 172.41369472],0
v4,1,0.261913,1.258616,[490  40] ; [158  18],[486.45892351  43.54107649] ; [161.54107649  14.45892351],0
d3,1,0.331055,0.944767,[352 180] ; [110  67],[346.6629055 185.3370945] ; [115.3370945  61.6629055],0
s5,1,0.336805,0.922554,[129 390] ; [ 37 137],[124.32034632 394.67965368] ; [ 41.67965368 132.32034632],0
u3,1,0.49481,0.466051,[76 74] ; [40 32],[78.37837838 71.62162162] ; [37.62162162 34.37837838],0
b1,1,0.495997,0.463492,[216 317] ; [ 67 111],[212.15049226 320.84950774] ; [ 70.84950774 107.15049226],0
u4,1,0.499748,0.455471,[ 10 523] ; [  2 176],[  8.99578059 524.00421941] ; [  3.00421941 174.99578059],0
a7,1,0.502641,0.449355,[378 153] ; [122  56],[374.47108604 156.52891396] ; [125.52891396  52.47108604],0
a1,1,0.539619,0.376246,[ 27 506] ; [  7 171],[ 25.48804501 507.51195499] ; [  8.51195499 169.48804501],0
b4,1,0.674313,0.176598,[312 221] ; [101  77],[309.604782 223.395218] ; [103.395218  74.604782],0
u2,1,0.833772,0.044044,[80 68] ; [40 32],[80.72727273 67.27272727] ; [39.27272727 32.72727273],0
b5,1,0.838181,0.041706,[325 208] ; [107  71],[323.84810127 209.15189873] ; [108.15189873  69.84810127],0
