Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,132.027104,[ 3 41] ; [241  37],[33.34161491 10.65838509] ; [210.65838509  67.34161491],1
s7,1,0.156264,2.010015,[ 5 35] ; [ 58 202],[ 8.4 31.6] ; [ 54.6 205.4],0
u1,1,0.162426,1.951489,[ 2 42] ; [ 32 246],[ 4.64596273 39.35403727] ; [ 29.35403727 248.64596273],0
a3,1,0.179599,1.80094,[25 18] ; [189  87],[28.84639498 14.15360502] ; [185.15360502  90.84639498],0
a8,1,0.183132,1.772021,[ 2 39] ; [ 30 223],[ 4.46258503 36.53741497] ; [ 27.53741497 225.46258503],0
n1,1,0.185803,1.750588,[11 14] ; [20 48],[ 8.33333333 16.66666667] ; [22.66666667 45.33333333],0
u2,1,0.199322,1.647334,[ 6 13] ; [42 46],[ 8.52336449 10.47663551] ; [39.47663551 48.52336449],0
a2,1,0.216781,1.525556,[ 5 39] ; [ 53 225],[ 7.92546584 36.07453416] ; [ 50.07453416 227.92546584],0
p1,1,0.216783,1.525542,[ 6 38] ; [ 22 254],[ 3.85 40.15] ; [ 24.15 251.85],0
d2,1,0.233711,1.418132,[16 27] ; [130 147],[19.61875 23.38125] ; [126.38125 150.61875],0
a4,1,0.236785,1.399634,[14 29] ; [117 161],[17.5482866 25.4517134] ; [113.4517134 164.5482866],0
p5,1,0.269366,1.219974,[ 4 39] ; [ 14 260],[ 2.44164038 40.55835962] ; [ 15.55835962 258.44164038],0
s5,1,0.276805,1.182708,[ 3 41] ; [ 34 238],[ 5.15189873 38.84810127] ; [ 31.84810127 240.15189873],0
b4,1,0.371983,0.797029,[28 16] ; [157 121],[25.27950311 18.72049689] ; [159.72049689 118.27950311],0
n5,1,0.388777,0.742765,[31 13] ; [176 100],[28.4625 15.5375] ; [178.5375  97.4625],0
p12,1,0.459826,0.546318,[ 2 42] ; [  7 267],[ 1.24528302 42.75471698] ; [  7.75471698 266.24528302],0
b2,1,0.658207,0.195708,[14 17] ; [65 94],[12.88947368 18.11052632] ; [66.11052632 92.88947368],0
b3,1,0.658207,0.195708,[14 17] ; [65 94],[12.88947368 18.11052632] ; [66.11052632 92.88947368],0
s3,1,0.743668,0.106929,[10 32] ; [ 72 203],[10.86435331 31.13564669] ; [ 71.13564669 203.86435331],0
